"cancer","normal","names","model"
0.769346785937175,0.769346785937175,"fit_result","RBF_SVM"
0.601375598086124,0.601375598086124,"Otu00002","RBF_SVM"
0.600686498855835,0.600686498855835,"Otu00058","RBF_SVM"
0.597917100062409,0.597917100062409,"Otu00361","RBF_SVM"
0.596096837944664,0.596096837944664,"Otu00110","RBF_SVM"
0.583198980653214,0.583198980653214,"Otu00367","RBF_SVM"
0.582145828999376,0.582145828999376,"Otu00822","RBF_SVM"
0.581703765342209,0.581703765342209,"Otu00010","RBF_SVM"
0.577478156854587,0.577478156854587,"Otu00109","RBF_SVM"
0.574136675681298,0.574136675681298,"Otu00126","RBF_SVM"
0.774118473060121,0.774118473060121,"fit_result","RBF_SVM"
0.600296442687747,0.600296442687747,"Otu00058","RBF_SVM"
0.599919388391928,0.599919388391928,"Otu00002","RBF_SVM"
0.59822914499688,0.59822914499688,"Otu00128","RBF_SVM"
0.586280424381111,0.586280424381111,"Otu00367","RBF_SVM"
0.585383295194508,0.585383295194508,"Otu00033","RBF_SVM"
0.585175265238194,0.585175265238194,"Otu00264","RBF_SVM"
0.582574890784273,0.582574890784273,"Otu00822","RBF_SVM"
0.579480445184106,0.579480445184106,"Otu00018","RBF_SVM"
0.57737414187643,0.57737414187643,"Otu00005","RBF_SVM"
0.782192635739547,0.782192635739547,"fit_result","RBF_SVM"
0.59688995215311,0.59688995215311,"Otu00058","RBF_SVM"
0.594354587060537,0.594354587060537,"Otu00822","RBF_SVM"
0.593808508425213,0.593808508425213,"Otu00367","RBF_SVM"
0.59324942791762,0.59324942791762,"Otu00110","RBF_SVM"
0.588698772623258,0.588698772623258,"Otu00002","RBF_SVM"
0.586085396297067,0.586085396297067,"Otu00361","RBF_SVM"
0.581313709174121,0.581313709174121,"Otu00109","RBF_SVM"
0.580780632411067,0.580780632411067,"Otu00155","RBF_SVM"
0.580117536925317,0.580117536925317,"Otu00128","RBF_SVM"
0.769632827127106,0.769632827127106,"fit_result","RBF_SVM"
0.609189723320158,0.609189723320158,"Otu00002","RBF_SVM"
0.595446744331184,0.595446744331184,"Otu00264","RBF_SVM"
0.595160703141252,0.595160703141252,"Otu00044","RBF_SVM"
0.593834512169752,0.593834512169752,"Otu00058","RBF_SVM"
0.593808508425213,0.593808508425213,"Otu00367","RBF_SVM"
0.593444456001664,0.593444456001664,"Otu00110","RBF_SVM"
0.591780216351155,0.591780216351155,"Otu00361","RBF_SVM"
0.587762637819846,0.587762637819846,"Otu00221","RBF_SVM"
0.585357291449969,0.585357291449969,"Otu00822","RBF_SVM"
0.775379654670272,0.775379654670272,"fit_result","RBF_SVM"
0.614299459122114,0.614299459122114,"Otu00058","RBF_SVM"
0.593496463490743,0.593496463490743,"Otu00367","RBF_SVM"
0.592508321198253,0.592508321198253,"Otu00109","RBF_SVM"
0.58928385687539,0.58928385687539,"Otu00044","RBF_SVM"
0.589205845641772,0.589205845641772,"Otu00361","RBF_SVM"
0.587203557312253,0.587203557312253,"Otu00822","RBF_SVM"
0.585396297066778,0.585396297066778,"Otu00014","RBF_SVM"
0.584356147285209,0.584356147285209,"Otu00128","RBF_SVM"
0.578778344081548,0.578778344081548,"Otu00108","RBF_SVM"
0.763964010817558,0.763964010817558,"fit_result","RBF_SVM"
0.59456261701685,0.59456261701685,"Otu00367","RBF_SVM"
0.593808508425213,0.593808508425213,"Otu00058","RBF_SVM"
0.592664343665488,0.592664343665488,"Otu00128","RBF_SVM"
0.592339296858748,0.592339296858748,"Otu00822","RBF_SVM"
0.589101830663616,0.589101830663616,"Otu00002","RBF_SVM"
0.587762637819846,0.587762637819846,"Otu00113","RBF_SVM"
0.587398585396297,0.587398585396297,"Otu00110","RBF_SVM"
0.583797066777616,0.583797066777616,"Otu00010","RBF_SVM"
0.582964946952361,0.582964946952361,"Otu00361","RBF_SVM"
0.782218639484086,0.782218639484086,"fit_result","RBF_SVM"
0.607928541710006,0.607928541710006,"Otu00002","RBF_SVM"
0.599074266694404,0.599074266694404,"Otu00058","RBF_SVM"
0.59292438111088,0.59292438111088,"Otu00367","RBF_SVM"
0.589673913043478,0.589673913043478,"Otu00092","RBF_SVM"
0.586410443103807,0.586410443103807,"Otu00110","RBF_SVM"
0.584382151029748,0.584382151029748,"Otu00004","RBF_SVM"
0.583198980653214,0.583198980653214,"Otu00361","RBF_SVM"
0.580897649261494,0.580897649261494,"Otu00822","RBF_SVM"
0.580546598710214,0.580546598710214,"Otu00005","RBF_SVM"
0.774508529228209,0.774508529228209,"fit_result","RBF_SVM"
0.609098710214271,0.609098710214271,"Otu00058","RBF_SVM"
0.608981693363844,0.608981693363844,"Otu00002","RBF_SVM"
0.595017682546287,0.595017682546287,"Otu00361","RBF_SVM"
0.592209278136052,0.592209278136052,"Otu00128","RBF_SVM"
0.590324006656959,0.590324006656959,"Otu00109","RBF_SVM"
0.590154982317454,0.590154982317454,"Otu00110","RBF_SVM"
0.581560744747244,0.581560744747244,"Otu00822","RBF_SVM"
0.580832639900146,0.580832639900146,"Otu00005","RBF_SVM"
0.580221551903474,0.580221551903474,"Otu00221","RBF_SVM"
0.779813293114208,0.779813293114208,"fit_result","RBF_SVM"
0.598619201164968,0.598619201164968,"Otu00128","RBF_SVM"
0.597865092573331,0.597865092573331,"Otu00822","RBF_SVM"
0.596304867900978,0.596304867900978,"Otu00361","RBF_SVM"
0.596070834200125,0.596070834200125,"Otu00155","RBF_SVM"
0.589894944872062,0.589894944872062,"Otu00002","RBF_SVM"
0.588906802579572,0.588906802579572,"Otu00058","RBF_SVM"
0.587892656542542,0.587892656542542,"Otu00108","RBF_SVM"
0.584928229665072,0.584928229665072,"Otu00110","RBF_SVM"
0.583966091117121,0.583966091117121,"Otu00121","RBF_SVM"
0.779176201372998,0.779176201372998,"fit_result","RBF_SVM"
0.603195860203869,0.603195860203869,"Otu00058","RBF_SVM"
0.592326294986478,0.592326294986478,"Otu00110","RBF_SVM"
0.588425733305596,0.588425733305596,"Otu00128","RBF_SVM"
0.588308716455169,0.588308716455169,"Otu00004","RBF_SVM"
0.587125546078635,0.587125546078635,"Otu00361","RBF_SVM"
0.585344289577699,0.585344289577699,"Otu00002","RBF_SVM"
0.582652902017891,0.582652902017891,"Otu00334","RBF_SVM"
0.580208550031205,0.580208550031205,"Otu00030","RBF_SVM"
0.580182546286665,0.580182546286665,"Otu00028","RBF_SVM"
0.763638964010818,0.763638964010818,"fit_result","RBF_SVM"
0.614338464738922,0.614338464738922,"Otu00002","RBF_SVM"
0.596785937174953,0.596785937174953,"Otu00264","RBF_SVM"
0.5952257125026,0.5952257125026,"Otu00058","RBF_SVM"
0.592378302475556,0.592378302475556,"Otu00361","RBF_SVM"
0.59192323694612,0.59192323694612,"Otu00021","RBF_SVM"
0.591325150821718,0.591325150821718,"Otu00003","RBF_SVM"
0.590154982317454,0.590154982317454,"Otu00128","RBF_SVM"
0.589920948616601,0.589920948616601,"Otu00014","RBF_SVM"
0.589907946744331,0.589907946744331,"Otu00110","RBF_SVM"
0.763209902225921,0.763209902225921,"fit_result","RBF_SVM"
0.60812356979405,0.60812356979405,"Otu00058","RBF_SVM"
0.593197420428542,0.593197420428542,"Otu00002","RBF_SVM"
0.589816933638444,0.589816933638444,"Otu00822","RBF_SVM"
0.587996671520699,0.587996671520699,"Otu00367","RBF_SVM"
0.586748491782817,0.586748491782817,"Otu00264","RBF_SVM"
0.583459018098606,0.583459018098606,"Otu00109","RBF_SVM"
0.581924797170793,0.581924797170793,"Otu00018","RBF_SVM"
0.581599750364052,0.581599750364052,"Otu00128","RBF_SVM"
0.581183690451425,0.581183690451425,"Otu00361","RBF_SVM"
0.782036613272311,0.782036613272311,"fit_result","RBF_SVM"
0.6236738090285,0.6236738090285,"Otu00002","RBF_SVM"
0.60846161847306,0.60846161847306,"Otu00058","RBF_SVM"
0.596733929685875,0.596733929685875,"Otu00659","RBF_SVM"
0.591325150821718,0.591325150821718,"Otu00021","RBF_SVM"
0.59027199916788,0.59027199916788,"Otu00367","RBF_SVM"
0.589101830663616,0.589101830663616,"Otu00264","RBF_SVM"
0.588256708966091,0.588256708966091,"Otu00085","RBF_SVM"
0.586774495527356,0.586774495527356,"Otu00822","RBF_SVM"
0.586553463698773,0.586553463698773,"Otu00185","RBF_SVM"
