cv_aucs	test_aucs	Cost
0.730445811665324	0.631623931623932	0.5
0.737721284001772	0.62008547008547	1
0.744927532061678	0.708974358974359	0.5
0.705222278027156	0.754273504273504	0.5
0.757289493326079	0.616666666666667	1
0.730139521054155	0.735470085470086	0.7
0.72311098555001	0.69017094017094	0.5
0.741569191142362	0.591025641025641	0.5
0.730270584173023	0.642735042735043	0.7
0.725285756139415	0.724358974358974	0.5
0.723520497849766	0.654700854700855	0.5
0.739043616787519	0.629487179487179	0.5
0.708040305113476	0.763247863247863	0.5
0.697523281120842	0.762820512820513	0.5
0.696576628893702	0.688034188034188	1
0.760869039771479	0.610683760683761	0.5
0.75482887940205	0.722222222222222	1
0.730470121689634	0.683333333333333	0.5
0.743981298371542	0.673504273504273	0.5
0.720931619773083	0.743589743589744	0.5
0.701221151465054	0.625213675213675	0.5
0.727841718024645	0.762393162393162	0.5
0.715255647633696	0.699145299145299	0.5
0.725332902589	0.702991452991453	0.5
0.733399470899471	0.623076923076923	0.5
0.725670409085043	0.678632478632479	1
0.759495113580479	0.615811965811966	1
0.729024503597674	0.698717948717949	1
0.752289170703805	0.656410256410256	1
0.737604669129059	0.60982905982906	0.5
0.742790595473522	0.688461538461538	0.5
0.72662513558855	0.688888888888889	0.5
0.726263911995619	0.756410256410256	1
0.730151397041641	0.672649572649573	0.9
0.723784359272164	0.734615384615385	0.5
0.705642785642786	0.773076923076923	0.5
0.735591497420766	0.703846153846154	0.5
0.748747283869235	0.57051282051282	0.9
0.72223345296516	0.735470085470086	1
0.70761020602484	0.742307692307692	0.5
0.705101163881652	0.727777777777778	0.5
0.742408296798541	0.65982905982906	1
0.736562991562992	0.707264957264957	0.5
0.714874927192	0.723931623931624	0.7
0.750676817932916	0.669230769230769	1
0.721191173752149	0.695299145299145	0.9
0.707966721076477	0.744871794871795	0.7
0.724275111348282	0.736752136752137	1
0.745968965481161	0.641880341880342	0.9
0.745957551628283	0.662393162393162	0.8
0.752823136725576	0.638888888888889	0.9
0.728456984859424	0.775213675213675	0.5
0.746920831981808	0.662820512820513	0.5
0.694580625922089	0.749145299145299	0.5
0.729141964263916	0.665384615384615	0.5
0.737451266597608	0.613675213675214	0.8
0.73792737859811	0.731196581196581	0.8
0.753182058364985	0.688461538461538	0.8
0.716639017065846	0.726495726495726	0.5
0.755699776431484	0.667094017094017	1
0.739916536745805	0.654273504273504	0.5
0.731425301608228	0.705128205128205	0.5
0.737293486866658	0.708547008547009	0.7
0.730124854819977	0.678632478632479	0.8
0.736368511368511	0.690598290598291	0.5
0.715666677130092	0.715384615384615	0.5
0.720834606383387	0.715811965811966	0.5
0.713013858806542	0.685042735042735	0.5
0.75359680237729	0.708974358974359	0.9
0.720971842923062	0.655982905982906	0.5
0.726654537813074	0.685042735042735	0.5
0.733871999176877	0.704700854700855	1
0.732721693819255	0.721367521367521	0.5
0.739368689246738	0.64957264957265	1
0.712517264651411	0.852136752136752	0.7
0.744294337891899	0.66025641025641	1
0.746762633713853	0.661111111111111	0.5
0.72544987496207	0.723931623931624	0.5
0.736389167913558	0.712393162393162	0.5
0.759562445720982	0.611965811965812	0.8
0.723392102904298	0.695299145299145	0.9
0.743979249284127	0.761965811965812	0.9
0.752339909596007	0.653846153846154	0.7
0.737521118679655	0.640598290598291	0.5
0.76650043771995	0.622222222222222	1
0.757966163027139	0.686752136752137	0.9
0.731698283649503	0.732051282051282	0.5
0.755059414815512	0.72008547008547	1
0.726724477090331	0.705128205128205	0.7
0.728003282027672	0.726068376068376	1
0.696157106583936	0.75042735042735	0.5
0.736421369104296	0.745726495726496	0.5
0.736050998733926	0.665384615384615	0.5
0.752244753464266	0.688461538461538	0.7
0.755275833324614	0.557692307692308	1
0.725515158015158	0.736752136752137	0.7
0.723692725826872	0.668803418803419	0.5
0.699021434326312	0.764102564102564	0.5
0.720009600192527	0.702991452991453	0.5
0.747947084715377	0.624786324786325	0.5
