cv_aucs	test_aucs	mtry
0.830459815215913	0.762606837606838	1500
0.815224501504989	0.768376068376068	1000
0.810179909875032	0.861538461538461	1000
0.832046680827169	0.77542735042735	1500
0.827217417766198	0.855555555555556	1000
0.810898747179235	0.841025641025641	1000
0.830185629880752	0.716025641025641	1000
0.811136790100205	0.82008547008547	1500
0.833535800608971	0.791666666666667	2000
0.796484289167216	0.827777777777778	1000
0.805688223066272	0.847863247863248	500
0.796198637662052	0.860470085470085	1000
0.796673110392623	0.856410256410256	500
0.811820269747099	0.860470085470085	1000
0.827726942970845	0.84465811965812	1000
0.820911634631147	0.873717948717949	2000
0.840510240205362	0.811538461538462	1500
0.816226287262873	0.786538461538462	2000
0.812348541921713	0.814102564102564	1000
0.81478207301378	0.797649572649573	1000
0.84460531960532	0.777991452991453	1500
0.81827934205983	0.849145299145299	500
0.829031296104467	0.797008547008547	1000
0.805209216184826	0.872649572649573	1000
0.826379994977556	0.807478632478632	2000
0.847169905096734	0.717948717948718	500
0.83309058187107	0.838888888888889	2000
0.807209125501808	0.859188034188034	1500
0.767612996271533	0.853632478632479	1000
0.808496388374437	0.836538461538462	1000
0.813032588337466	0.785683760683761	2000
0.82791497943937	0.842094017094017	1500
0.841585182743719	0.741880341880342	1000
0.810487796158528	0.824145299145299	500
0.793968663785737	0.851068376068376	1500
0.838521884253592	0.832692307692308	1000
0.830027370576151	0.736965811965812	1000
0.803779955914102	0.837179487179487	2000
0.814139139139139	0.855982905982906	1000
0.806380553026894	0.868376068376068	500
0.835715332056795	0.775	1000
0.822467633138365	0.773290598290598	1500
0.827426468280127	0.810042735042735	1500
0.801427821549773	0.798717948717949	1000
0.820919743785597	0.811111111111111	2000
0.828581717606108	0.800854700854701	1000
0.810622817939891	0.883547008547009	1500
0.809169666181861	0.828632478632479	1500
0.78542575676722	0.856196581196581	1500
0.813800516544419	0.829273504273504	1000
0.81304605999728	0.836965811965812	1500
0.806949109388134	0.864316239316239	1000
0.829887422265471	0.843589743589744	1500
0.806465960734253	0.824358974358974	1000
0.790433552018918	0.92542735042735	500
0.836849698130186	0.716239316239316	1500
0.796982391799465	0.88525641025641	1500
0.82852578187944	0.819017094017094	2000
0.787481950591707	0.870299145299145	1000
0.82955708321562	0.785470085470085	1000
0.82758751783142	0.78974358974359	1000
0.818174620613645	0.835897435897436	1000
0.811459194386024	0.816666666666667	1000
0.833307959527472	0.771153846153846	500
0.831936945656458	0.81474358974359	2000
0.809667725216506	0.835042735042735	2000
0.837925992194285	0.782264957264957	1000
0.831223383662408	0.781837606837607	1500
0.80083253985693	0.84508547008547	1500
0.834968766676084	0.819017094017094	1500
0.815307467746492	0.797435897435897	2000
0.800233334379676	0.854700854700855	1500
0.828611320379613	0.766025641025641	1000
0.812108537108537	0.798504273504274	1000
0.846682135096769	0.761111111111111	1000
0.816346442261076	0.790811965811966	500
0.787399027947808	0.891666666666667	1000
0.843684581794338	0.770940170940171	1500
0.799370886566009	0.824145299145299	1000
0.820884080945056	0.822435897435897	1000
0.819700100797662	0.823504273504273	1500
0.816206581145606	0.82457264957265	1000
0.816788042397799	0.825	1500
0.822136029757981	0.808547008547009	500
0.835206591609031	0.758974358974359	1000
0.808271860710885	0.834401709401709	1500
0.818691818996697	0.820299145299145	1000
0.811020733276831	0.839957264957265	2000
0.853008191117947	0.729700854700855	2000
0.815340994304409	0.810897435897436	1500
0.827362684984636	0.867948717948718	1000
0.804735746199161	0.858760683760684	500
0.813932573688671	0.859188034188034	2000
0.808185275868203	0.798504273504274	1500
0.819487562475367	0.813461538461538	1000
0.8286836488056	0.859401709401709	1000
0.823320315088608	0.830982905982906	1000
0.819980694980695	0.80042735042735	1000
0.831511563828637	0.841452991452991	1500
0.822199682260658	0.816239316239316	2000
