new_auc	names	model
0.6504273504273504	Otu00008	Decision_Tree
0.6504273504273504	Otu00010	Decision_Tree
0.6504273504273504	Otu00019	Decision_Tree
0.5861111111111111	Otu00058	Decision_Tree
0.6504273504273504	Otu00074	Decision_Tree
0.6504273504273504	Otu00089	Decision_Tree
0.6504273504273504	Otu00110	Decision_Tree
0.5989316239316239	Otu00122	Decision_Tree
0.6504273504273504	Otu00123	Decision_Tree
0.5115384615384615	Otu00367	Decision_Tree
0.5991452991452991	Otu00008	Decision_Tree
0.6066239316239316	Otu00010	Decision_Tree
0.6066239316239316	Otu00019	Decision_Tree
0.6066239316239316	Otu00058	Decision_Tree
0.5311965811965812	Otu00074	Decision_Tree
0.5641025641025641	Otu00089	Decision_Tree
0.6066239316239316	Otu00110	Decision_Tree
0.6066239316239316	Otu00122	Decision_Tree
0.6066239316239316	Otu00123	Decision_Tree
0.5179487179487179	Otu00367	Decision_Tree
0.5288461538461539	Otu00008	Decision_Tree
0.5574786324786325	Otu00010	Decision_Tree
0.5574786324786325	Otu00019	Decision_Tree
0.5574786324786325	Otu00058	Decision_Tree
0.5574786324786325	Otu00074	Decision_Tree
0.5574786324786325	Otu00089	Decision_Tree
0.5574786324786325	Otu00110	Decision_Tree
0.5574786324786325	Otu00122	Decision_Tree
0.5574786324786325	Otu00123	Decision_Tree
0.5173076923076922	Otu00367	Decision_Tree
0.6021367521367521	Otu00008	Decision_Tree
0.6021367521367521	Otu00010	Decision_Tree
0.6021367521367521	Otu00019	Decision_Tree
0.5547008547008547	Otu00058	Decision_Tree
0.6021367521367521	Otu00074	Decision_Tree
0.6021367521367521	Otu00089	Decision_Tree
0.6021367521367521	Otu00110	Decision_Tree
0.6021367521367521	Otu00122	Decision_Tree
0.6021367521367521	Otu00123	Decision_Tree
0.5344017094017094	Otu00367	Decision_Tree
0.6083333333333333	Otu00008	Decision_Tree
0.6083333333333333	Otu00010	Decision_Tree
0.6083333333333333	Otu00019	Decision_Tree
0.5583333333333333	Otu00058	Decision_Tree
0.6083333333333333	Otu00074	Decision_Tree
0.6083333333333333	Otu00089	Decision_Tree
0.6083333333333333	Otu00110	Decision_Tree
0.6083333333333333	Otu00122	Decision_Tree
0.6083333333333333	Otu00123	Decision_Tree
0.5403846153846154	Otu00367	Decision_Tree
