eta,max_depth,gamma,colsample_bytree,min_child_weight,subsample,nrounds,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,model
1,8,0,0.8,1,0.6,500,0.5738929242831682,0.5114654654654655,0.5959500580720093,0.061282029630157914,0.08446949065908203,0.08284204318724356,XGBoost
1,8,0,0.8,1,0.7,500,0.573573092256019,0.506048048048048,0.6013844367015099,0.0610748749188479,0.08615743758685072,0.07678630226285697,XGBoost
0.001,8,0,0.8,1,0.4,500,0.6923880675100187,0.467042042042042,0.8111138211382114,0.05671159639217046,0.08065151288599537,0.0661146925328058,XGBoost
0.001,8,0,0.8,1,0.5,500,0.695251954044637,0.47284384384384387,0.8123983739837398,0.05516580557688649,0.08178094014161967,0.06714942721923685,XGBoost
0.001,8,0,0.8,1,0.6,500,0.6935677236469919,0.46894444444444444,0.8100592334494774,0.054161265994179204,0.08142359514530119,0.06732660091697683,XGBoost
0.001,8,0,0.8,1,0.7,500,0.6901631579314507,0.47215015015015016,0.8048768873403019,0.05525887804426833,0.08368185693122039,0.06542709415480591,XGBoost
0.01,8,0,0.8,1,0.4,500,0.6974097337755875,0.526484984984985,0.7581811846689895,0.05194859120233439,0.07668957014312106,0.0675553051981645,XGBoost
0.01,8,0,0.8,1,0.5,500,0.6993803019046921,0.5266126126126126,0.764732868757259,0.05036595853397086,0.07952839306838261,0.06911259288169701,XGBoost
0.01,8,0,0.8,1,0.6,500,0.7008274424250034,0.5257072072072072,0.7661312427409989,0.05137265921908381,0.08045589901731635,0.0672032837814768,XGBoost
0.01,8,0,0.8,1,0.7,500,0.6989547247596029,0.5232762762762763,0.7634843205574913,0.05020780044986759,0.07860809460446906,0.06628142834462696,XGBoost
0.1,8,0,0.8,1,0.4,500,0.6620666738166738,0.5516141141141141,0.6819407665505226,0.05487759456154592,0.08093616856549776,0.07209252506671926,XGBoost
0.1,8,0,0.8,1,0.5,500,0.669874208703477,0.5509699699699699,0.6954355400696864,0.054029303267940663,0.08207831881746364,0.07203009649514494,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6764881170368975,0.5480345345345345,0.701979094076655,0.05216195899438802,0.08015255806080558,0.06989178297945339,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6794002242660779,0.5512807807807808,0.7077061556329849,0.05285623064709078,0.08454056667162686,0.07014568451072345,XGBoost
1,8,0,0.8,1,0.4,500,0.5780166991904797,0.5201936936936937,0.5864831591173054,0.06228126527957068,0.08581075347354024,0.0791807971060774,XGBoost
1,8,0,0.8,1,0.5,500,0.5893599243843146,0.5226126126126126,0.6036550522648083,0.06220804071647713,0.08185167654193487,0.07593920614463875,XGBoost
1,8,0,0.8,1,0.6,500,0.6035808404223039,0.5280330330330331,0.6199953542392567,0.06279827328859254,0.08782943532333758,0.07619244413885434,XGBoost
1,8,0,0.8,1,0.7,500,0.6070920702932898,0.5290570570570571,0.6251951219512195,0.060640504580483784,0.08262751550419875,0.07454391833170308,XGBoost
0.001,8,0,0.8,1,0.4,500,0.657377288438264,0.42664114114114116,0.7910882694541231,0.05497628405547235,0.08176674692518958,0.06985486049481918,XGBoost
0.001,8,0,0.8,1,0.5,500,0.6545017421602788,0.4184864864864865,0.793664343786295,0.054060895526171604,0.08283656448637482,0.06906983942270789,XGBoost
0.001,8,0,0.8,1,0.6,500,0.649181198620223,0.4107147147147147,0.793137049941928,0.054106587414893416,0.08151161697190948,0.06859275766651063,XGBoost
0.001,8,0,0.8,1,0.7,500,0.6413533114996529,0.40303753753753757,0.7883170731707317,0.05388547011381846,0.08257843236808515,0.06711476171664654,XGBoost
0.01,8,0,0.8,1,0.4,500,0.6618054151712688,0.4937777777777778,0.7353089430894308,0.05310934444704042,0.07683243607110714,0.0667880099845215,XGBoost
0.01,8,0,0.8,1,0.5,500,0.6616268664134518,0.493512012012012,0.7431579558652729,0.05190095567496815,0.07789189655762609,0.0693163943638203,XGBoost
0.01,8,0,0.8,1,0.6,500,0.6565266852218071,0.48371621621621624,0.7426469221835076,0.052449150536657156,0.07787800356789877,0.06558052745161495,XGBoost
0.01,8,0,0.8,1,0.7,500,0.6524631399692375,0.47942642642642647,0.7424959349593496,0.05273553033307526,0.0816213533666225,0.06720994883482029,XGBoost
0.1,8,0,0.8,1,0.4,500,0.6301160280489548,0.5278228228228228,0.6658873403019745,0.05273584752481202,0.07910472603105649,0.07036518248349273,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6316269937184571,0.5301981981981982,0.6718734030197445,0.0541982351272729,0.07977432381395709,0.0722883199382775,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6320935665630788,0.5205690690690691,0.6771347270615563,0.05381351868566717,0.0793172046598838,0.06973437417845063,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6323010833132784,0.5156351351351351,0.6806283391405342,0.05285849101306134,0.07878686948676678,0.06878316701050141,XGBoost
1,8,0,0.8,1,0.4,500,0.5643627473292108,0.5154624624624625,0.5793646922183507,0.06125714457089905,0.08569048329365099,0.07890899732812066,XGBoost
1,8,0,0.8,1,0.5,500,0.5696297338279046,0.5108123123123123,0.5937015098722416,0.05984950267672883,0.08266202491359298,0.07553889744794381,XGBoost
1,8,0,0.8,1,0.6,500,0.5738623824172605,0.5135855855855856,0.6000905923344948,0.06337159300271397,0.08339590555764445,0.07987858765896559,XGBoost
1,8,0,0.8,1,0.7,500,0.5800680759156369,0.5132927927927928,0.6054518002322881,0.06216959597012244,0.08728918190758114,0.07869446204239228,XGBoost
0.001,8,0,0.8,1,0.4,500,0.6770159480037529,0.46281231231231235,0.7905121951219513,0.05535180193135889,0.07378940313704237,0.07534577929358768,XGBoost
0.001,8,0,0.8,1,0.5,500,0.6758065077272394,0.45631681681681685,0.7926283391405342,0.055443096339062595,0.07551945386365207,0.0745916147411928,XGBoost
0.001,8,0,0.8,1,0.6,500,0.6720502915807793,0.4501681681681682,0.7923507549361208,0.055069354364625484,0.07785267876758821,0.07601971946123331,XGBoost
0.001,8,0,0.8,1,0.7,500,0.6658438447157959,0.4410555555555556,0.7880278745644599,0.05557979531383043,0.07858983614100286,0.07453476358316603,XGBoost
0.01,8,0,0.8,1,0.4,500,0.6825922002141515,0.5086576576576577,0.7419907084785133,0.05121471020929897,0.07438239616871982,0.06941537288851388,XGBoost
0.01,8,0,0.8,1,0.5,500,0.6812771996735412,0.5051906906906907,0.7423821138211382,0.050914541876207565,0.07379695595702121,0.07004598012721185,XGBoost
0.01,8,0,0.8,1,0.6,500,0.677559277919034,0.4982807807807808,0.7420441347270615,0.0516810266830514,0.07379776445969768,0.07244279467750014,XGBoost
0.01,8,0,0.8,1,0.7,500,0.6742732261878603,0.4893678678678679,0.7435644599303136,0.05097698546191792,0.07443448894122287,0.07215827628813289,XGBoost
0.1,8,0,0.8,1,0.4,500,0.6462358604248848,0.5340465465465466,0.6741544715447154,0.0510622117482521,0.07415680623674298,0.07028601051078275,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6479935030849665,0.5223648648648649,0.6788687572590012,0.052384867062129435,0.07950995095859327,0.0702208679222681,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6495560482084872,0.5218243243243244,0.6875261324041811,0.05213980147304968,0.07728306707915845,0.06789708599336881,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6506725645506133,0.5165390390390391,0.6884831591173055,0.05168977162230898,0.0776142409130956,0.07538999557960764,XGBoost
1,8,0,0.8,1,0.4,500,0.5730635469964738,0.5206066066066066,0.5836782810685249,0.06195697295221434,0.08686864384471293,0.0796230144043603,XGBoost
1,8,0,0.8,1,0.5,500,0.5814397359031506,0.5241096096096096,0.5914564459930314,0.060636435781278857,0.07982430014396157,0.07628760648109105,XGBoost
1,8,0,0.8,1,0.6,500,0.589281296976419,0.5201141141141141,0.6061033681765389,0.060049973516989257,0.08229937460181867,0.0776586633631911,XGBoost
1,8,0,0.8,1,0.7,500,0.5966237674957187,0.5238798798798799,0.6164076655052265,0.058762896106375924,0.08264265613512689,0.07568414871155786,XGBoost
0.001,8,0,0.8,1,0.4,500,0.6753690833690834,0.43214114114114116,0.8129024390243902,0.05779136311412302,0.08122025929916347,0.07397635492416482,XGBoost
0.001,8,0,0.8,1,0.5,500,0.6797443715492496,0.42980630630630634,0.8202415795586527,0.0563001600997264,0.08410500356780051,0.07354304006870695,XGBoost
0.001,8,0,0.8,1,0.6,500,0.6803194448804205,0.42582732732732737,0.8228048780487804,0.0554856712670251,0.08248033976113475,0.07161360524297784,XGBoost
0.001,8,0,0.8,1,0.7,500,0.6780898136812771,0.42723123123123125,0.8224622531939605,0.05399332381516468,0.08694786959765033,0.07088346512365579,XGBoost
0.01,8,0,0.8,1,0.4,500,0.6810530120713048,0.5011531531531531,0.7467677119628339,0.053691631638022284,0.08316060561772362,0.07411820720184345,XGBoost
0.01,8,0,0.8,1,0.5,500,0.6858183950501023,0.500984984984985,0.7535075493612079,0.05354479825811149,0.08400341523012976,0.07341017859242009,XGBoost
0.01,8,0,0.8,1,0.6,500,0.6856127486371388,0.4969654654654655,0.7599883855981417,0.053483728128635596,0.08307973643292638,0.07261362760253262,XGBoost
0.01,8,0,0.8,1,0.7,500,0.6855788541154395,0.49511261261261263,0.7648896631823461,0.05425942571400768,0.08288155491003533,0.07307972666679735,XGBoost
0.1,8,0,0.8,1,0.4,500,0.6478628872775214,0.5307927927927928,0.6711823461091754,0.053678711468526846,0.08416075144233803,0.0759939538104001,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6533986355693673,0.5333393393393393,0.677288037166086,0.05375287409367016,0.0826220376173784,0.0755028274378725,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6570434973300827,0.5310645645645645,0.6874355400696864,0.05461838446200426,0.08115026989669497,0.07734059411472259,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6593866540756784,0.5269984984984986,0.6935853658536585,0.05382778095805501,0.0812728484993224,0.0731482118394476,XGBoost
1,8,0,0.8,1,0.4,500,0.5675548200639664,0.512496996996997,0.5837305458768873,0.06296650822219083,0.08882369643556817,0.07979243074799883,XGBoost
1,8,0,0.8,1,0.5,500,0.576730495303666,0.5136801801801802,0.5992102206736353,0.0636578327563397,0.08835225873881848,0.08146134258357826,XGBoost
1,8,0,0.8,1,0.6,500,0.5896104039579649,0.5221996996996997,0.6080313588850175,0.05780710299490719,0.08475172350691218,0.07500421261496452,XGBoost
1,8,0,0.8,1,0.7,500,0.5975942588930394,0.5165780780780781,0.6244343786295006,0.062243070745394605,0.0807317812245058,0.08048823256574834,XGBoost
0.001,8,0,0.8,1,0.4,500,0.6869019158531353,0.47490990990990994,0.7933077816492451,0.0530021277896436,0.07677545798122672,0.06986375274796833,XGBoost
0.001,8,0,0.8,1,0.5,500,0.6888171891403598,0.474496996996997,0.8012067363530778,0.05226066701956324,0.08073146581244628,0.06867192722563127,XGBoost
0.001,8,0,0.8,1,0.6,500,0.6875926850195143,0.47000900900900905,0.8033635307781649,0.05200247951489797,0.07945505237232829,0.06951909891619379,XGBoost
0.001,8,0,0.8,1,0.7,500,0.6852360853885244,0.4689804804804805,0.8035865272938444,0.05256096379410339,0.07953121074940375,0.06820403987410344,XGBoost
0.01,8,0,0.8,1,0.4,500,0.6906788731239951,0.5224054054054054,0.7450058072009291,0.050318739420197905,0.07656419900068029,0.07231156051122396,XGBoost
0.01,8,0,0.8,1,0.5,500,0.6917387866961038,0.5235225225225225,0.7516109175377468,0.05021804950482928,0.07594674484932441,0.06908302057574137,XGBoost
0.01,8,0,0.8,1,0.6,500,0.6941578590785907,0.5203813813813813,0.7576062717770035,0.0508870260285532,0.07837931802891546,0.06893018520545775,XGBoost
0.01,8,0,0.8,1,0.7,500,0.692871700969262,0.5191546546546547,0.7592102206736353,0.04962441098297116,0.07586070384314969,0.06745540176791189,XGBoost
0.1,8,0,0.8,1,0.4,500,0.6577244718586182,0.5481336336336337,0.6705598141695702,0.05512085979072578,0.07889445191964232,0.07576094940092004,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6611650814577644,0.5422807807807808,0.6756120789779326,0.05144131738260407,0.07504714946092074,0.0711913146702612,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6670403513269367,0.5417132132132132,0.6835121951219513,0.05299683980779529,0.08146343325935505,0.07200480509470211,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6703925807340442,0.5415375375375375,0.689506387921022,0.0504829396142087,0.0762678260269337,0.07252614177889845,XGBoost
1,8,0,0.8,1,0.4,500,0.5834384580573605,0.5260945945945946,0.5907630662020906,0.06599459612950467,0.08832546769980394,0.08137076601068641,XGBoost
1,8,0,0.8,1,0.5,500,0.5926724634041707,0.5298333333333334,0.6017224157955865,0.06348049947786803,0.0814917800292157,0.08299204577089042,XGBoost
1,8,0,0.8,1,0.6,500,0.6067844752417924,0.5362612612612613,0.6157932636469222,0.06200036060551004,0.08606081986801407,0.07994322171695883,XGBoost
1,8,0,0.8,1,0.7,500,0.610870509882705,0.5325450450450451,0.6245934959349594,0.05858607155768677,0.07876054283377427,0.07556074840949906,XGBoost
0.001,8,0,0.8,1,0.4,500,0.6762216397582251,0.4495945945945946,0.8103159117305458,0.05632215725064182,0.07754937808689545,0.06816148217539053,XGBoost
0.001,8,0,0.8,1,0.5,500,0.6786800650825041,0.44903003003003006,0.8145807200929153,0.05608630965417216,0.078588896664828,0.06553831126403435,XGBoost
0.001,8,0,0.8,1,0.6,500,0.6788863785388176,0.446475975975976,0.813787456445993,0.05590818534523595,0.079078560146622,0.06474424562491103,XGBoost
0.001,8,0,0.8,1,0.7,500,0.6765070593241325,0.449975975975976,0.809425087108014,0.05593682673906992,0.07724935501362298,0.06682683491605682,XGBoost
0.01,8,0,0.8,1,0.4,500,0.678233402391939,0.5015390390390391,0.7558896631823461,0.05393778590493453,0.07671365749708495,0.06874300273486217,XGBoost
0.01,8,0,0.8,1,0.5,500,0.68078123070806,0.4988228228228228,0.7613310104529617,0.055095806042246315,0.07547034283158369,0.06734237862751764,XGBoost
0.01,8,0,0.8,1,0.6,500,0.6813113069515508,0.49265165165165165,0.763883855981417,0.05454905028013576,0.07548142337201638,0.06790287860676363,XGBoost
0.01,8,0,0.8,1,0.7,500,0.6789916859368079,0.49103153153153156,0.7655865272938444,0.05307061009057592,0.07361546949382934,0.06514455940155794,XGBoost
0.1,8,0,0.8,1,0.4,500,0.6497003231454451,0.5316111111111111,0.6806318234610917,0.05470867851739675,0.08014906699390216,0.07358907796082327,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6557533012106183,0.5358738738738739,0.6876387921022067,0.053670427139419344,0.08592656663282727,0.0712849500999159,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6588793785074273,0.5266156156156157,0.6949860627177701,0.0552974362206933,0.07984898341909688,0.07573398439861027,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6621690348885471,0.5262372372372373,0.7039465737514518,0.05364501906470797,0.08049573808306892,0.07323176153727316,XGBoost
1,8,0,0.8,1,0.4,500,0.5754382457370262,0.5187762762762763,0.5846887340301975,0.05974482221925117,0.08505885723987748,0.07681245432830297,XGBoost
1,8,0,0.8,1,0.5,500,0.5854804312151873,0.5227882882882883,0.6005621370499419,0.06228586257660009,0.08553908055339406,0.0764774773103853,XGBoost
1,8,0,0.8,1,0.6,500,0.595329936207985,0.5193198198198198,0.6153937282229965,0.06239250389880535,0.08085640004819275,0.08151110555407874,XGBoost
1,8,0,0.8,1,0.7,500,0.603711009790278,0.5233963963963965,0.6250894308943089,0.06061795179950212,0.08017038048452294,0.07932155932759881,XGBoost
0.001,8,0,0.8,1,0.4,500,0.6489207840244425,0.39926426426426426,0.8154703832752613,0.05489429264760385,0.083424833242937,0.07074035593296063,XGBoost
0.001,8,0,0.8,1,0.5,500,0.6486408699640407,0.4011126126126126,0.8168954703832753,0.05344898873095671,0.08448853154908119,0.07063868529075149,XGBoost
0.001,8,0,0.8,1,0.6,500,0.642616782287514,0.400506006006006,0.8131207897793263,0.05312244106025765,0.08368029975484188,0.06918067516534575,XGBoost
0.001,8,0,0.8,1,0.7,500,0.635621501292233,0.39564714714714716,0.806267131242741,0.05270528520620399,0.08411841885653555,0.06978906310500989,XGBoost
0.01,8,0,0.8,1,0.4,500,0.641826313247045,0.4703603603603604,0.7245656213704994,0.05472114331609263,0.08226140702163541,0.07388793351049171,XGBoost
0.01,8,0,0.8,1,0.5,500,0.6426761038041526,0.4665765765765766,0.7274506387921023,0.05305245024352592,0.08322834317405561,0.07432984682162366,XGBoost
0.01,8,0,0.8,1,0.6,500,0.641296931949371,0.4674069069069069,0.7280638792102206,0.05287318339634005,0.08298957083664671,0.072674844756955,XGBoost
0.01,8,0,0.8,1,0.7,500,0.6362478532539508,0.4609864864864865,0.7319976771196284,0.05289499923608726,0.082694240405998,0.07167247997968627,XGBoost
0.1,8,0,0.8,1,0.4,500,0.5959922657849487,0.5070645645645646,0.6371382113821138,0.059429143604740026,0.08447049315325249,0.07625673374509029,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6020251601775992,0.5019069069069069,0.646472706155633,0.0567080528891731,0.08638505041836352,0.07283184220935278,XGBoost
0.1,8,0,0.8,1,0.6,500,0.603130185935064,0.49453753753753754,0.6504413472706155,0.05652270926799439,0.08224674888833812,0.07607211653909651,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6061796386979313,0.49333633633633633,0.656534262485482,0.052835558707989366,0.07947233444501649,0.0757760210702059,XGBoost
1,8,0,0.8,1,0.4,500,0.5402266090131944,0.4922207207207207,0.5675853658536586,0.06442638824059232,0.08555268774620127,0.08068442282892077,XGBoost
1,8,0,0.8,1,0.5,500,0.5545536289774095,0.5005540540540541,0.5807177700348433,0.06367735920030371,0.0828696004112525,0.08058929747339713,XGBoost
1,8,0,0.8,1,0.6,500,0.5557200567292031,0.49496696696696696,0.5867851335656213,0.06217609229566551,0.08539916765896625,0.07851463253011147,XGBoost
1,8,0,0.8,1,0.7,500,0.5609106109593914,0.4977177177177177,0.5917990708478513,0.0641886829826919,0.08495354287314195,0.0828911090562903,XGBoost
0.001,8,0,0.8,1,0.4,500,0.6647633434828557,0.4351981981981982,0.7881672473867596,0.0560709315518935,0.07512842165152452,0.07175644569067191,XGBoost
0.001,8,0,0.8,1,0.5,500,0.6649894354284598,0.43441141141141143,0.7970650406504065,0.056831448718087325,0.07948182394853412,0.06874519025061451,XGBoost
0.001,8,0,0.8,1,0.6,500,0.6632005245663782,0.43501951951951956,0.7990801393728223,0.05606575955789438,0.0759092173080274,0.06954641411921111,XGBoost
0.001,8,0,0.8,1,0.7,500,0.6574920416932613,0.43462762762762763,0.799267131242741,0.05746656671389251,0.08061512085739529,0.06970410727879892,XGBoost
0.01,8,0,0.8,1,0.4,500,0.6621157045547289,0.49512612612612616,0.7254831591173054,0.05401495063640413,0.0774595525433074,0.06946152469939233,XGBoost
0.01,8,0,0.8,1,0.5,500,0.6612090897517727,0.49522222222222223,0.7309221835075493,0.05543728218830738,0.07563460685751183,0.0702177501729977,XGBoost
0.01,8,0,0.8,1,0.6,500,0.6603470735543906,0.487457957957958,0.7358501742160278,0.05411212811139682,0.0802257957263783,0.06989280047160527,XGBoost
0.01,8,0,0.8,1,0.7,500,0.6563532801093777,0.4811861861861862,0.737130081300813,0.05513655510333645,0.07899559006020654,0.06967967977647996,XGBoost
0.1,8,0,0.8,1,0.4,500,0.620493460359314,0.5229159159159159,0.6522717770034844,0.055904245173483705,0.07706634155567879,0.07213230897568046,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6241424586607514,0.5211171171171172,0.6612415795586527,0.05140504758522998,0.07668246668924457,0.06907292918537697,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6253522285351554,0.5206561561561561,0.6620592334494774,0.052565575751263326,0.07698096630302886,0.07085950151463609,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6281333999504731,0.5152837837837838,0.665760743321719,0.054045239689255745,0.07914925388035268,0.0759496900382115,XGBoost
1,8,0,0.8,1,0.4,500,0.5606017825316606,0.5070555555555556,0.5794541231126598,0.059860344479206004,0.08391045488953569,0.07652320301112382,XGBoost
1,8,0,0.8,1,0.5,500,0.5705902836634544,0.5107417417417418,0.5895818815331011,0.0602985295654944,0.08244411011471972,0.07578671629354515,XGBoost
1,8,0,0.8,1,0.6,500,0.578920130060374,0.5136246246246247,0.5969721254355401,0.06373891125281607,0.0810715313904155,0.07824927403776934,XGBoost
1,8,0,0.8,1,0.7,500,0.5844251751751752,0.510551051051051,0.6094552845528456,0.06030788202796834,0.08076069462014125,0.0812876731666659,XGBoost
0.001,8,0,0.8,1,0.4,500,0.6652439242378266,0.45113513513513515,0.778411149825784,0.05666712004365272,0.07927923289019126,0.07315091778182069,XGBoost
0.001,8,0,0.8,1,0.5,500,0.6679706143425655,0.4491411411411412,0.7853588850174216,0.055759766432385886,0.08075614690112488,0.07161498388324182,XGBoost
0.001,8,0,0.8,1,0.6,500,0.6674011607426241,0.44482432432432434,0.7867351916376306,0.055197988597097424,0.08243612526533944,0.07391455958484128,XGBoost
0.001,8,0,0.8,1,0.7,500,0.664597182548402,0.44041891891891893,0.7862044134727062,0.055797601086414995,0.08325149710144136,0.07391842762245458,XGBoost
0.01,8,0,0.8,1,0.4,500,0.6612028491906541,0.4989024024024024,0.7335075493612079,0.055244213522888996,0.07774712414626488,0.07248050692225676,XGBoost
0.01,8,0,0.8,1,0.5,500,0.6633571594242326,0.4924024024024024,0.7408606271777004,0.05521186995535889,0.07907552498986209,0.07271199151728333,XGBoost
0.01,8,0,0.8,1,0.6,500,0.6632957295274369,0.48786936936936937,0.7422497096399535,0.0546660012876871,0.07938920528503146,0.07592925652943397,XGBoost
0.01,8,0,0.8,1,0.7,500,0.6604435716204009,0.4814654654654655,0.7448571428571429,0.05447821055790303,0.08017240063814003,0.07107826815421629,XGBoost
0.1,8,0,0.8,1,0.4,500,0.6248041848468677,0.5251486486486486,0.6625110336817654,0.05639535408455227,0.08088815578533402,0.07662877408205603,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6320361650849455,0.5227747747747747,0.6735470383275262,0.054932168887298495,0.08068831310349597,0.07379182187849093,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6316931382602115,0.5184684684684685,0.6751893147502903,0.054278539577584335,0.07991723617280781,0.07542406511911434,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6350592194982438,0.5194279279279279,0.6804843205574913,0.0547044750975586,0.08383075366396489,0.07508922883140136,XGBoost
1,8,0,0.8,1,0.4,500,0.5605260687516785,0.5114684684684685,0.5757642276422764,0.06453881866112764,0.08488981095531227,0.0829204326265757,XGBoost
1,8,0,0.8,1,0.5,500,0.5710485110546086,0.5140495495495495,0.5896794425087108,0.061264217313100715,0.08713394842529827,0.07953070638668479,XGBoost
1,8,0,0.8,1,0.6,500,0.5797402786061323,0.5138663663663664,0.5996353077816492,0.06159617736947437,0.08602978480402346,0.07737381975218081,XGBoost
1,8,0,0.8,1,0.7,500,0.5870806023793829,0.514472972972973,0.6077363530778165,0.0595490605796804,0.08565158939278712,0.07648900359457665,XGBoost
0.001,8,0,0.8,1,0.4,500,0.6447647682525731,0.42593093093093093,0.7746109175377468,0.05233365398547194,0.08052075002600421,0.0735163800441616,XGBoost
0.001,8,0,0.8,1,0.5,500,0.6450404341623854,0.42224474474474477,0.7778048780487805,0.05219656724426657,0.08085802695971932,0.07119950389860329,XGBoost
0.001,8,0,0.8,1,0.6,500,0.6412415098024854,0.41361861861861865,0.779397212543554,0.05156476874141267,0.08086727151890724,0.07287521940949125,XGBoost
0.001,8,0,0.8,1,0.7,500,0.6358117673422552,0.4080855855855856,0.7780243902439025,0.05183624390709984,0.08290381739725584,0.07230429231903132,XGBoost
0.01,8,0,0.8,1,0.4,500,0.6443869304844915,0.4844654654654655,0.7216515679442509,0.05157809164214675,0.07923328952315196,0.07321227414368385,XGBoost
0.01,8,0,0.8,1,0.5,500,0.6436553225699567,0.47857057057057056,0.7225121951219512,0.051470412088958035,0.07763059288266137,0.07433295935058665,XGBoost
0.01,8,0,0.8,1,0.6,500,0.6404485443631786,0.4703483483483484,0.7241521486643437,0.05093376636577346,0.08332369572198181,0.07266668645506778,XGBoost
0.01,8,0,0.8,1,0.7,500,0.6376323344250173,0.46492492492492493,0.7252740998838559,0.05116467820474612,0.08117235071443556,0.07277071513985256,XGBoost
0.1,8,0,0.8,1,0.4,500,0.608356667643253,0.514039039039039,0.6509895470383276,0.056162174860293027,0.0807837363348379,0.07699619397997634,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6120876250815275,0.5119309309309309,0.6531312427409989,0.05461615924519135,0.0755049331178293,0.07513140478720365,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6139457759152881,0.5106426426426427,0.666054587688734,0.053913410740305666,0.07879093121501184,0.07599505045749698,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6145297169992292,0.5029444444444444,0.6692682926829269,0.0541628089206448,0.07862542135251768,0.07799447910743132,XGBoost
1,8,0,0.8,1,0.4,500,0.5508361937721694,0.5008348348348348,0.569616724738676,0.06405536070469654,0.08625428666298694,0.08467753953549717,XGBoost
1,8,0,0.8,1,0.5,500,0.559203153501934,0.5008393393393393,0.5847572590011615,0.06344561276698162,0.08442914507298348,0.07798610846211618,XGBoost
1,8,0,0.8,1,0.6,500,0.5580959025227318,0.4990960960960961,0.5886585365853658,0.06162412013895172,0.08621915481947928,0.07763111337307999,XGBoost
1,8,0,0.8,1,0.7,500,0.565672905483881,0.5033633633633634,0.5912891986062718,0.06100389640389071,0.08492699795339398,0.0756352350999043,XGBoost
0.001,8,0,0.8,1,0.4,500,0.6791328035352425,0.43409309309309313,0.8229070847851335,0.055591968148964645,0.08040812315729236,0.06364874904962686,XGBoost
0.001,8,0,0.8,1,0.5,500,0.6812608837060057,0.4339024024024024,0.82365737514518,0.056095375487120146,0.08450352255439696,0.06270287569237924,XGBoost
0.001,8,0,0.8,1,0.6,500,0.6808113383418262,0.4338198198198198,0.8220685249709639,0.056771235945678476,0.08491949419182472,0.0647856793094625,XGBoost
0.001,8,0,0.8,1,0.7,500,0.675764756917196,0.43500600600600603,0.8147549361207898,0.05735404087204564,0.08205807495603763,0.06554415062238703,XGBoost
0.01,8,0,0.8,1,0.4,500,0.6763720514940027,0.5107462462462462,0.7483368176538908,0.052829931235523014,0.08150703218888707,0.06865633970806687,XGBoost
0.01,8,0,0.8,1,0.5,500,0.6781108817877111,0.5075285285285286,0.7540104529616725,0.054688635693391476,0.08327457305604989,0.06577316231514775,XGBoost
0.01,8,0,0.8,1,0.6,500,0.6785427875610802,0.5033483483483484,0.7580905923344948,0.05440717873606905,0.08096216680377152,0.06845218048846952,XGBoost
0.01,8,0,0.8,1,0.7,500,0.6772790333887895,0.5005330330330331,0.7605737514518003,0.055267065266572456,0.08403880862846062,0.06651051259475049,XGBoost
0.1,8,0,0.8,1,0.4,500,0.6254451376463571,0.5278783783783784,0.663219512195122,0.05391826113667445,0.07802784904189644,0.07451051424772238,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6302393770076697,0.5231321321321322,0.6717514518002323,0.05234941811325657,0.07841206185797536,0.07340812574508289,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6357023024766927,0.5242102102102102,0.6819279907084785,0.05359248592263066,0.08141661183483732,0.07368055526617213,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6412274626542919,0.5256501501501502,0.6872636469221836,0.05340354759993222,0.08013113801584536,0.06806775407148666,XGBoost
1,8,0,0.8,1,0.4,500,0.5634449506126336,0.5115630630630631,0.5786504065040651,0.06289953852975605,0.08455243015586275,0.07598450890860974,XGBoost
1,8,0,0.8,1,0.5,500,0.5720033134179475,0.5138618618618619,0.5894401858304298,0.0593985447435713,0.07947408286587844,0.07951604432906252,XGBoost
