eta,max_depth,gamma,colsample_bytree,min_child_weight,subsample,nrounds,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,model
0.01,8,0,0.8,1,0.7,500,0.6841383613578735,0.4986231231231231,0.7462102206736353,0.05201752018898821,0.08098963901494802,0.06957721588608104,XGBoost
0.1,8,0,0.8,1,0.4,500,0.6373738459714069,0.5407402402402403,0.6563228803716609,0.054866968522631246,0.08359995486709762,0.07590236804122175,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6381474008852057,0.5350765765765766,0.6592822299651568,0.05476307844012356,0.07901413406853203,0.07484867984353981,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6446459813472009,0.5298873873873874,0.6706620209059233,0.05280484923549567,0.07999558901668129,0.07712235648491428,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6475540453345331,0.5306111111111111,0.6770603948896632,0.05265015745891615,0.08007547015692738,0.0726997269171048,XGBoost
1,8,0,0.8,1,0.4,500,0.5674879901678682,0.5166666666666667,0.5811916376306621,0.062147531367675805,0.0845913204877505,0.0800938731506318,XGBoost
1,8,0,0.8,1,0.5,500,0.5727047103723933,0.5135570570570571,0.5878443670150987,0.06765038443999823,0.0882211295795661,0.08059713003611041,XGBoost
1,8,0,0.8,1,0.6,500,0.5808376686791321,0.5165525525525526,0.5973031358885017,0.06004328727648801,0.08076908088205091,0.07790191922715846,XGBoost
1,8,0,0.8,1,0.7,500,0.5869435890594427,0.5190375375375376,0.6064285714285714,0.05843333776774228,0.08212172970844399,0.07779365037372389,XGBoost
0.001,8,0,0.8,1,0.4,500,0.6665615153481007,0.43869519519519523,0.7902404181184669,0.053352306626232096,0.0810091427451379,0.07316213124473296,XGBoost
0.001,8,0,0.8,1,0.5,500,0.6663327186071089,0.4340135135135135,0.7947444831591173,0.05403257836691862,0.07870589600731422,0.07081241313821146,XGBoost
0.001,8,0,0.8,1,0.6,500,0.6634490596868645,0.42442492492492495,0.7949128919860627,0.05440329288039926,0.08015068650438388,0.07151250356895017,XGBoost
0.001,8,0,0.8,1,0.7,500,0.6577761664103128,0.42274474474474477,0.7921219512195122,0.053463029793351165,0.08131717807825203,0.07030720450623178,XGBoost
0.01,8,0,0.8,1,0.4,500,0.6703991805394245,0.5049324324324325,0.7319825783972126,0.05235709849644702,0.08056360940210393,0.07089110101838085,XGBoost
0.01,8,0,0.8,1,0.5,500,0.6700259414466732,0.501033033033033,0.738006968641115,0.05289599359974998,0.08076775559137579,0.07005460713706367,XGBoost
0.01,8,0,0.8,1,0.6,500,0.6679810463773879,0.48971621621621625,0.740458768873403,0.05275823465934332,0.08115448606270306,0.07066200834052092,XGBoost
0.01,8,0,0.8,1,0.7,500,0.6649167538618758,0.4831156156156156,0.7427282229965156,0.05147022548575512,0.08274038456241244,0.06891848043073204,XGBoost
0.1,8,0,0.8,1,0.4,500,0.6330937836791495,0.5231231231231231,0.6623484320557491,0.051967227510593704,0.08192312126392833,0.07489745446906736,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6367905972174265,0.5228753753753754,0.6691626016260163,0.052460764907226724,0.07940040179027846,0.07458722949378163,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6397039626734748,0.5202702702702703,0.6764773519163763,0.05149016015460036,0.08013748635712871,0.07363084541406649,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6385195857878785,0.5115135135135135,0.6796933797909408,0.052507207664806564,0.08314351189291554,0.07082482353636325,XGBoost
1,8,0,0.8,1,0.4,500,0.5732138139882043,0.5175960960960961,0.5829558652729384,0.06404682282114582,0.08282176166969733,0.08013029723928256,XGBoost
1,8,0,0.8,1,0.5,500,0.5801487445633787,0.5156726726726727,0.5995795586527294,0.05934986170575745,0.0828024429696167,0.08057089946879983,XGBoost
1,8,0,0.8,1,0.6,500,0.5862624763265007,0.5218423423423424,0.6019326364692218,0.057930691016130985,0.08181961251351282,0.07908290407178606,XGBoost
1,8,0,0.8,1,0.7,500,0.5907556040360918,0.5129684684684684,0.6123170731707317,0.05783502627251794,0.08265155242638174,0.07940149909095488,XGBoost
0.001,8,0,0.8,1,0.4,500,0.688757464345879,0.4742267267267267,0.786006968641115,0.057710338661498696,0.08082951103516763,0.07808949460379357,XGBoost
0.001,8,0,0.8,1,0.5,500,0.692356714728666,0.4788903903903904,0.7906608594657375,0.058319333995670214,0.08258527724006164,0.07655735182190208,XGBoost
0.001,8,0,0.8,1,0.6,500,0.6924966569356813,0.481966966966967,0.7908408826945412,0.05860991811985805,0.08677399984801148,0.07567512607901265,XGBoost
0.001,8,0,0.8,1,0.7,500,0.6888152961323692,0.4805405405405406,0.7876840882694541,0.058584306221889704,0.0904432512309481,0.07494598515346608,XGBoost
0.01,8,0,0.8,1,0.4,500,0.6960959661752345,0.538021021021021,0.7277688734030198,0.0536997741085283,0.07765135708680737,0.0731585630328853,XGBoost
0.01,8,0,0.8,1,0.5,500,0.7008996740643082,0.5405675675675676,0.7324901277584205,0.05421890506728842,0.0804701025623144,0.07417647968584604,XGBoost
0.01,8,0,0.8,1,0.6,500,0.7027439817866648,0.5416036036036036,0.7388513356562137,0.05478447398235013,0.08131230302520842,0.07207728070013776,XGBoost
0.01,8,0,0.8,1,0.7,500,0.703156763906764,0.5373708708708709,0.7455493612078978,0.05530008479409243,0.08186758277294742,0.07076006866989093,XGBoost
0.1,8,0,0.8,1,0.4,500,0.6536572617914082,0.5493828828828828,0.6707119628339141,0.05401321187570076,0.08309127986082544,0.07114445114547903,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6618489717940937,0.550027027027027,0.6782555168408827,0.053641927862265744,0.07665444520123015,0.07410279682972092,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6668217337546606,0.5507057057057058,0.6844866434378629,0.053657526601863,0.08322647982098093,0.07259011729374416,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6733131825204995,0.5570105105105105,0.6897967479674797,0.054014448729268506,0.07904110940303638,0.07548512751170709,XGBoost
1,8,0,0.8,1,0.4,500,0.567837867484209,0.5187372372372372,0.5837409988385598,0.0617303322256994,0.0870070915652923,0.07672384502363266,XGBoost
1,8,0,0.8,1,0.5,500,0.5849036270591148,0.5259684684684685,0.5972485481997677,0.06079917726353662,0.08866065433676304,0.07849664420657848,XGBoost
1,8,0,0.8,1,0.6,500,0.5887600309368602,0.5228228228228229,0.6024471544715447,0.06183232876665303,0.08329239652594221,0.07542119682329365,XGBoost
1,8,0,0.8,1,0.7,500,0.6039105185324698,0.5302912912912913,0.620973286875726,0.0627307744197581,0.0828707096811335,0.08190513137212556,XGBoost
0.001,8,0,0.8,1,0.4,500,0.6718889917792357,0.45765015015015015,0.7810662020905923,0.05730132303248416,0.07778171256867776,0.07463357669074586,XGBoost
0.001,8,0,0.8,1,0.5,500,0.6710457530701434,0.45643693693693693,0.7820325203252032,0.05571173068271112,0.0761308933908643,0.0734666456597765,XGBoost
0.001,8,0,0.8,1,0.6,500,0.6676821856699906,0.4527777777777778,0.7811533101045296,0.0548231681437172,0.07845849412163293,0.07166925197467967,XGBoost
0.001,8,0,0.8,1,0.7,500,0.6625746042209457,0.4478618618618619,0.7789128919860627,0.05458155761469798,0.0780881001367716,0.07165567272178441,XGBoost
0.01,8,0,0.8,1,0.4,500,0.6753418854394464,0.5144834834834835,0.729801393728223,0.05447494584443038,0.07671623129721525,0.07216712459687406,XGBoost
0.01,8,0,0.8,1,0.5,500,0.6775772148455075,0.5182732732732733,0.7345760743321719,0.05421803416922966,0.07735492359808785,0.06856984121646084,XGBoost
0.01,8,0,0.8,1,0.6,500,0.6751784641784642,0.5142402402402403,0.7365168408826945,0.05340088882465117,0.07568831764255661,0.06963929772824459,XGBoost
0.01,8,0,0.8,1,0.7,500,0.6721271881637735,0.5083168168168168,0.7387270615563298,0.05424842179247296,0.07774911213621373,0.07134787166694849,XGBoost
0.1,8,0,0.8,1,0.4,500,0.6370373544275983,0.5302462462462463,0.6652137049941929,0.05823917980146599,0.08132579743917422,0.07579179370340708,XGBoost
0.1,8,0,0.8,1,0.5,500,0.642811404610185,0.5366576576576577,0.6725505226480837,0.05578419644504296,0.07986422640280798,0.07305021615774919,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6446932158639476,0.5316996996996997,0.676130081300813,0.054379927776538085,0.07887700080225617,0.07232134132807387,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6475129973178754,0.5306516516516516,0.6846678281068524,0.05401417804467734,0.07951116028559037,0.07467094277591198,XGBoost
1,8,0,0.8,1,0.4,500,0.5691814497424253,0.5226681681681682,0.5757526132404182,0.06084915269921744,0.08047008031458076,0.08172214211246387,XGBoost
1,8,0,0.8,1,0.5,500,0.5803730982724885,0.5211996996996997,0.5907607433217189,0.060577118531207966,0.08337918577615068,0.07536272222794539,XGBoost
1,8,0,0.8,1,0.6,500,0.5841579924872607,0.5178423423423424,0.6010569105691057,0.05943031528766246,0.08652315547977345,0.07840281911734309,XGBoost
1,8,0,0.8,1,0.7,500,0.590842644037766,0.5223003003003003,0.6102984901277584,0.060349837433816236,0.08320370358780411,0.07930711836765605,XGBoost
0.001,8,0,0.8,1,0.4,500,0.67345223882419,0.46334984984984984,0.7975191637630662,0.05412847077597446,0.07725925432751121,0.07046845936641459,XGBoost
0.001,8,0,0.8,1,0.5,500,0.6762658817353939,0.46391891891891895,0.804184668989547,0.05477535414285781,0.0802724012547783,0.06836729718283047,XGBoost
0.001,8,0,0.8,1,0.6,500,0.6755100012904891,0.4655075075075075,0.8046236933797909,0.05418938732919207,0.08051610838574776,0.06881333896483126,XGBoost
0.001,8,0,0.8,1,0.7,500,0.672893179765131,0.460978978978979,0.8032439024390244,0.05359746540109259,0.08347646903085726,0.06811256343385791,XGBoost
0.01,8,0,0.8,1,0.4,500,0.6683125268125268,0.5108468468468469,0.7427572590011614,0.053387925093160524,0.08066276253417834,0.06871574875494275,XGBoost
0.01,8,0,0.8,1,0.5,500,0.6710534907730029,0.5117282282282283,0.7550290360046458,0.05313388308857702,0.07929598184656055,0.06636650443698063,XGBoost
0.01,8,0,0.8,1,0.6,500,0.672622550250599,0.5118663663663664,0.7572984901277584,0.053225380519600185,0.08049587513303609,0.06784731391275792,XGBoost
0.01,8,0,0.8,1,0.7,500,0.6741162887626302,0.5102792792792793,0.7613612078977933,0.052991269363341954,0.08500762145121601,0.06561346542454696,XGBoost
0.1,8,0,0.8,1,0.4,500,0.6281027159563745,0.5238828828828829,0.6633403019744483,0.054864549698278135,0.08163395877152428,0.0759977515043294,XGBoost
0.1,8,0,0.8,1,0.5,500,0.6355416165294214,0.5232612612612613,0.6731974448315912,0.054800317514780615,0.08143600864582434,0.07490400416168422,XGBoost
0.1,8,0,0.8,1,0.6,500,0.6371481542518128,0.5212237237237237,0.6795400696864111,0.053586875621524116,0.08115219756855838,0.07276730639755948,XGBoost
0.1,8,0,0.8,1,0.7,500,0.6417056446690593,0.5263348348348349,0.6863797909407665,0.053529131797599064,0.08031053695575895,0.0719027727686927,XGBoost
1,8,0,0.8,1,0.4,500,0.5600345018363311,0.5117642642642642,0.5745563298490128,0.06522509520574135,0.0871477816910729,0.08352491076854746,XGBoost
1,8,0,0.8,1,0.5,500,0.566821146930903,0.5082747747747748,0.587411149825784,0.06106556249689873,0.08374339302594878,0.08016086067501067,XGBoost
