maxdepth,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,model
3,0.7297906634857855,0.6398993993993994,0.7812148664343787,0.05252509382433441,0.08055166751488861,0.06994519988326531,Decision_Tree
4,0.7255439816994695,0.6521126126126127,0.759794425087108,0.052663975501832404,0.07919935362783757,0.07203710405625974,Decision_Tree
5,0.7211079816750549,0.6602087087087087,0.7382555168408826,0.052539231901742915,0.07850118769017192,0.07456215081262967,Decision_Tree
6,0.7169398941624552,0.6530045045045045,0.7015842044134727,0.052020615275666794,0.08785734543114151,0.07664155228738642,Decision_Tree
1,0.7297983828776512,0.554475975975976,0.9051207897793263,0.04164409596970572,0.07401841651922572,0.04400976698811887,Decision_Tree
2,0.7238326789332887,0.6040255255255256,0.8133437862950058,0.05082850848097545,0.07891750264828323,0.08195337850873309,Decision_Tree
3,0.7237014627868287,0.6255165165165165,0.7775040650406504,0.05569537091978499,0.07677634457369129,0.08057461844982708,Decision_Tree
4,0.7204901696121209,0.6358873873873874,0.7607235772357723,0.057548775874524054,0.07541433541082586,0.0783407944300171,Decision_Tree
5,0.7150575501459648,0.6444099099099099,0.738363530778165,0.05783585008875955,0.07874600386677527,0.07923993741124281,Decision_Tree
6,0.7159924327637742,0.6418138138138139,0.702034843205575,0.055553152131097044,0.08363925545206684,0.08051783956169366,Decision_Tree
1,0.7543432762030323,0.5859954954954955,0.9226910569105691,0.03816879453979516,0.06900300206787291,0.03700405141006799,Decision_Tree
2,0.7441559978968516,0.6270975975975976,0.8280046457607433,0.048179946950735394,0.07353570375657162,0.06995850471882148,Decision_Tree
3,0.7421239331666161,0.6419834834834834,0.7961475029036005,0.04970593281262764,0.07217618076931773,0.07517881195852673,Decision_Tree
4,0.7411340635060147,0.6542792792792793,0.7764401858304297,0.05289191658534932,0.07260351652389867,0.07943472771734396,Decision_Tree
5,0.7391864974730828,0.6636201201201202,0.755349593495935,0.052884439626636644,0.07201430798834009,0.07863121822810762,Decision_Tree
6,0.7336479105412033,0.6754684684684684,0.7185377468060395,0.05238111386817713,0.07478275061163599,0.07971686194545001,Decision_Tree
1,0.7464077884504714,0.5932267267267267,0.899588850174216,0.04238109501433516,0.07567039028593874,0.04391417617725523,Decision_Tree
2,0.7683414751859874,0.6725105105105105,0.8009279907084785,0.05412152748955005,0.08731644775546364,0.07469756695947671,Decision_Tree
3,0.7700205118009996,0.6837477477477477,0.7847409988385599,0.05435752295039574,0.08187978439323265,0.07542461169628191,Decision_Tree
4,0.7642410611831344,0.6885975975975976,0.7692020905923345,0.053907545676518606,0.07846434260407183,0.07852102509843385,Decision_Tree
5,0.7557886623557355,0.6912237237237238,0.7519581881533101,0.05327964144641245,0.07633530480747791,0.08042556948911127,Decision_Tree
6,0.753853254822767,0.6919654654654654,0.7143507549361208,0.05293319936645232,0.07899193814412363,0.08265557970105052,Decision_Tree
1,0.75102827479047,0.586418918918919,0.9156376306620209,0.0422013700815923,0.0774010274631155,0.0409939867789586,Decision_Tree
2,0.7393626422589837,0.620472972972973,0.8332891986062718,0.04740049207294141,0.08201521493998654,0.08051194596170184,Decision_Tree
3,0.7374726974361121,0.6423753753753754,0.7900487804878049,0.049638605674955816,0.08022342229563299,0.07033866823545083,Decision_Tree
4,0.7346600651173822,0.6497492492492493,0.7706492450638792,0.05107015038280142,0.07824467260468639,0.07278815110820276,Decision_Tree
5,0.732400921391775,0.6553618618618618,0.752458768873403,0.05191564312927983,0.07788846263901504,0.07325621695304294,Decision_Tree
6,0.730429701478482,0.6616276276276276,0.7152868757259001,0.051566956230096335,0.07791778825879427,0.081223510027441,Decision_Tree
1,0.7447204669826621,0.5728033033033033,0.9166376306620209,0.03795026663917391,0.07483975183569905,0.03939686778742857,Decision_Tree
2,0.7495823698262722,0.6338903903903904,0.8211498257839721,0.0444759313372699,0.080723000601269565,0.06947205391376102,Decision_Tree
3,0.7528276438459365,0.6515930930930931,0.7982868757259001,0.04567786857542979,0.07558755227564094,0.06868413230690097,Decision_Tree
4,0.7510102598242843,0.6603873873873874,0.7816132404181184,0.04795634850866808,0.07632652098178708,0.07358077644356899,Decision_Tree
5,0.7492122845842358,0.6695780780780781,0.7638606271777003,0.048983771545231175,0.07654060411611852,0.07558899102220165,Decision_Tree
6,0.750751400791035,0.6791231231231232,0.7272276422764228,0.0510591214026989,0.08435172140378068,0.07463691848936983,Decision_Tree
1,0.7283615191846899,0.5523258258258258,0.904397212543554,0.040690692767278124,0.07799961168436939,0.04144889570345883,Decision_Tree
2,0.7355426240700631,0.620057057057057,0.8212439024390243,0.04627728660149609,0.07661011444798246,0.07365472893513864,Decision_Tree
3,0.7303071494839788,0.6398873873873874,0.7804204413472706,0.04851101641344791,0.0768533528856921,0.07332565025023327,Decision_Tree
4,0.7261795523746744,0.6514474474474474,0.7507061556329849,0.05191612597373664,0.08188971436671093,0.07270526659080867,Decision_Tree
5,0.7248254421669056,0.6581381381381382,0.734198606271777,0.05487549894290358,0.08521938557345016,0.07512268963441898,Decision_Tree
6,0.7242676962676963,0.6628288288288289,0.700616724738676,0.054978032814301636,0.08034948403726294,0.0765442038154186,Decision_Tree
1,0.7499637363844681,0.6039054054054054,0.8960220673635307,0.04315335812883184,0.07374802965013551,0.042637864439525525,Decision_Tree
2,0.7380994260811334,0.631975975975976,0.8239593495934959,0.047067391510378996,0.07293944044011672,0.07165069453521423,Decision_Tree
3,0.7283383052041589,0.6490750750750751,0.7780255516840883,0.04806215884410868,0.07453101872209314,0.07912417184138654,Decision_Tree
4,0.725705745815502,0.6611936936936937,0.7518408826945412,0.04917846808826381,0.07684199421800952,0.07912167496642984,Decision_Tree
5,0.723659061500525,0.666069069069069,0.734054587688734,0.050142738988102405,0.07744374571472913,0.07887014261364322,Decision_Tree
6,0.7252630827691803,0.6603468468468469,0.7074808362369338,0.05059648397366097,0.08216339908210839,0.08126647144028061,Decision_Tree
1,0.737031821891578,0.5658963963963964,0.9081672473867596,0.04391105449093785,0.08090432758001646,0.041970229288097925,Decision_Tree
2,0.7370100784582492,0.6203573573573574,0.82269918699187,0.04785874652475411,0.08524841304553463,0.08118997722842279,Decision_Tree
3,0.7296120340723999,0.6406111111111111,0.7703170731707317,0.05080739011077813,0.08393289114556099,0.07566351405859058,Decision_Tree
4,0.7268332587814296,0.6524279279279279,0.7453646922183508,0.052022767179712846,0.08371201230574672,0.07604312541618982,Decision_Tree
5,0.7238595633961488,0.6556516516516516,0.7327584204413473,0.053356959139906526,0.08227783704743188,0.07797839583196295,Decision_Tree
6,0.7229083033381813,0.6518258258258258,0.698144018583043,0.05277701515555544,0.0800776679623319,0.08317105251232879,Decision_Tree
1,0.7298371341725001,0.5551156156156156,0.9045586527293844,0.041416490723082615,0.07128427145664411,0.04337526369482993,Decision_Tree
2,0.7330693319626247,0.6236471471471472,0.794869918699187,0.04874845325842439,0.07731738229686055,0.07730335778814837,Decision_Tree
3,0.7294657937554279,0.6319084084084085,0.7768722415795587,0.050302719773426076,0.07525690515269001,0.08117779057286537,Decision_Tree
4,0.7231403228141033,0.6397297297297297,0.7565017421602788,0.052839423292937344,0.0758487758206821,0.08297141872731208,Decision_Tree
5,0.7161249210883357,0.64859009009009,0.7329186991869919,0.0528686879276197,0.07755108041945559,0.08081901243164591,Decision_Tree
6,0.7134320234869015,0.6529129129129129,0.6891033681765389,0.05195509599619555,0.08273818565278579,0.08513655561043908,Decision_Tree
1,0.7484600166368459,0.5850315315315315,0.9118885017421603,0.04175114702745181,0.0718936503974617,0.04072328454094853,Decision_Tree
2,0.7417720808787882,0.6333258258258259,0.8063751451800232,0.049619073531418104,0.08213677556120504,0.07412244309635478,Decision_Tree
3,0.7428996021282607,0.6532762762762763,0.7726968641114983,0.051963970999116815,0.07995903611459504,0.07091907947641189,Decision_Tree
4,0.7410632675358285,0.6631666666666667,0.7572729384436702,0.05356859369458874,0.07839201893706764,0.07200118088009577,Decision_Tree
5,0.7377994789214302,0.6687072072072072,0.7439930313588851,0.05456870087937437,0.07878070016216772,0.07319047537400865,Decision_Tree
6,0.7362493146456561,0.6569144144144144,0.709924506387921,0.05355486428232077,0.08201545181780626,0.0777416928924649,Decision_Tree
1,0.7181587510855804,0.5317147147147148,0.904602787456446,0.04153136926631339,0.07926209231582076,0.042337630540458165,Decision_Tree
2,0.7052736381852236,0.5713978978978979,0.8193588850174216,0.045225107766198994,0.08031654106716513,0.06678869479993892,Decision_Tree
3,0.70321684314977,0.5973198198198199,0.7835365853658537,0.04809063022962196,0.08142153184552585,0.07475664320404202,Decision_Tree
4,0.7024926394164199,0.618042042042042,0.7552299651567944,0.04843011731888369,0.08055008261095774,0.07480736579014993,Decision_Tree
5,0.7023187817608549,0.6349264264264264,0.733753774680604,0.04993676523333271,0.07961108544356894,0.07709450225161225,Decision_Tree
6,0.6984706348334397,0.6362762762762763,0.7031091753774681,0.05234496866017148,0.08225676589067828,0.08238998901666951,Decision_Tree
1,0.7252073406158772,0.5345540540540541,0.9158606271777003,0.03966756416471327,0.07411727714892638,0.040036570517646385,Decision_Tree
2,0.7385083934108324,0.618960960960961,0.7867154471544715,0.053177621861783236,0.09070948685459028,0.08420348611327137,Decision_Tree
3,0.739002583158071,0.6289294294294294,0.7721811846689896,0.05494669788351561,0.08549017825943261,0.08181458823222987,Decision_Tree
4,0.7351147985965059,0.6362102102102102,0.7626027874564459,0.055331494251606855,0.0829099490777442,0.08058043550608324,Decision_Tree
5,0.7278217424741815,0.6451141141141141,0.7481904761904762,0.054901241762403914,0.08115611424975142,0.081658906545472,Decision_Tree
6,0.7247270048794439,0.6582852852852853,0.7050952380952381,0.057283761431878494,0.08448420872246713,0.08271656171256235,Decision_Tree
1,0.7330970247250735,0.5493798798798799,0.9168141695702671,0.039695877416017045,0.07380666034290662,0.04259012029182482,Decision_Tree
2,0.7328411560515219,0.609475975975976,0.8152555168408827,0.04784675673586674,0.07792922949259232,0.07283929809603036,Decision_Tree
3,0.7303918382668383,0.6220495495495496,0.7924610917537747,0.04932263540164445,0.0753744216385426,0.07712075826343985,Decision_Tree
4,0.7296941789350326,0.6343078078078078,0.7705656213704994,0.0505227866752492,0.07434715289021367,0.07822343019290738,Decision_Tree
5,0.7289422327379644,0.6481681681681681,0.7492009291521486,0.05170140369655707,0.075390159487674,0.0796121905925948,Decision_Tree
6,0.7245208605818362,0.6649324324324324,0.7114912891986063,0.05409317128456898,0.07844724944179464,0.0796782835979805,Decision_Tree
1,0.7515237885969593,0.5848408408408409,0.9182067363530778,0.04097398035451311,0.0729884483494237,0.03719522733973102,Decision_Tree
2,0.7514363976345684,0.631466966966967,0.8453333333333334,0.04587964828070932,0.07622196322677446,0.06793061527765112,Decision_Tree
3,0.7485606386002728,0.6519129129129129,0.8023542392566783,0.04659744106201774,0.0754313062915213,0.06622753108722407,Decision_Tree
4,0.7469982024707634,0.6638858858858859,0.7750394889663182,0.04759172852247191,0.07658393794023773,0.07047682091595733,Decision_Tree
5,0.7447931311102043,0.6728348348348349,0.748054587688734,0.04942564300136717,0.07866562590974632,0.07429229192226042,Decision_Tree
6,0.7448655258045502,0.6684024024024025,0.7263147502903601,0.05245450936068115,0.08209620090699693,0.0760227140075015,Decision_Tree
1,0.737055550323843,0.5693213213213213,0.9047897793263647,0.041276364648448284,0.07763125868030711,0.043268927277993856,Decision_Tree
2,0.7348146835860251,0.6183213213213213,0.827527293844367,0.047255355623046585,0.07868317651975996,0.06980724608876213,Decision_Tree
3,0.7279198070021241,0.6393408408408409,0.7804320557491289,0.04772758675394112,0.0781635265633783,0.07619119836169384,Decision_Tree
4,0.7240046174223004,0.6492387387387387,0.7541475029036004,0.05055060666526495,0.08038606999392911,0.07703890560755142,Decision_Tree
5,0.7207540628607702,0.6563678678678678,0.731753774680604,0.051539303002582415,0.08002587203923404,0.07850208752080519,Decision_Tree
6,0.7198643155350473,0.6501966966966967,0.7036376306620209,0.049653392607518186,0.08278349860620741,0.08159494507404402,Decision_Tree
1,0.7436498022412656,0.577445945945946,0.9098536585365854,0.0394885720497574,0.07466008630590136,0.042372635269232906,Decision_Tree
2,0.7449474871212676,0.6376921921921922,0.8058176538908246,0.05073426576538743,0.08395133104156441,0.0775109596075492,Decision_Tree
