new_auc	names	model	common_otus
0.6876068376068376	Otu00110	Random_Forest	same2
0.7042735042735042	Otu00361	Random_Forest	same3
0.698076923076923	Otu00367	Random_Forest	same1
0.6822649572649573	Otu00477	Random_Forest	diff
0.6811965811965812	Otu00822	Random_Forest	same4
0.6929487179487179	Otu00110	Random_Forest	same2
0.6946581196581196	Otu00361	Random_Forest	same3
0.7198717948717949	Otu00367	Random_Forest	same1
0.6965811965811965	Otu00477	Random_Forest	diff
0.7049145299145299	Otu00822	Random_Forest	same4
0.6931623931623931	Otu00110	Random_Forest	same2
0.7128205128205128	Otu00361	Random_Forest	same3
0.7147435897435898	Otu00367	Random_Forest	same1
0.7096153846153845	Otu00477	Random_Forest	diff
0.7	Otu00822	Random_Forest	same4
0.6002136752136752	Otu00110	Random_Forest	same2
0.6034188034188034	Otu00361	Random_Forest	same3
0.6014957264957265	Otu00367	Random_Forest	same1
0.6158119658119658	Otu00477	Random_Forest	diff
0.6239316239316239	Otu00822	Random_Forest	same4
0.648931623931624	Otu00110	Random_Forest	same2
0.6702991452991452	Otu00361	Random_Forest	same3
0.6574786324786325	Otu00367	Random_Forest	same1
0.6653846153846154	Otu00477	Random_Forest	diff
0.6632478632478632	Otu00822	Random_Forest	same4
0.6794871794871795	Otu00110	Random_Forest	same2
0.6820512820512821	Otu00361	Random_Forest	same3
0.6696581196581196	Otu00367	Random_Forest	same1
0.6702991452991454	Otu00477	Random_Forest	diff
0.6641025641025641	Otu00822	Random_Forest	same4
0.6794871794871795	Otu00110	Random_Forest	same2
0.6888888888888889	Otu00361	Random_Forest	same3
0.657051282051282	Otu00367	Random_Forest	same1
0.6792735042735043	Otu00477	Random_Forest	diff
0.6673076923076923	Otu00822	Random_Forest	same4
0.6572649572649573	Otu00110	Random_Forest	same2
0.666025641025641	Otu00361	Random_Forest	same3
0.6784188034188035	Otu00367	Random_Forest	same1
0.6683760683760683	Otu00477	Random_Forest	diff
0.6662393162393162	Otu00822	Random_Forest	same4
0.6444444444444445	Otu00110	Random_Forest	same2
0.6173076923076923	Otu00361	Random_Forest	same3
0.6012820512820513	Otu00367	Random_Forest	same1
0.6258547008547009	Otu00477	Random_Forest	diff
0.6365384615384615	Otu00822	Random_Forest	same4
0.677991452991453	Otu00110	Random_Forest	same2
0.6717948717948717	Otu00361	Random_Forest	same3
0.6792735042735043	Otu00367	Random_Forest	same1
0.6743589743589743	Otu00477	Random_Forest	diff
0.6771367521367522	Otu00822	Random_Forest	same4
0.6683760683760683	Otu00110	Random_Forest	same2
0.6918803418803419	Otu00361	Random_Forest	same3
0.6794871794871795	Otu00367	Random_Forest	same1
0.6741452991452991	Otu00477	Random_Forest	diff
0.6848290598290598	Otu00822	Random_Forest	same4
0.7579059829059829	Otu00110	Random_Forest	same2
0.7547008547008547	Otu00361	Random_Forest	same3
0.7435897435897436	Otu00367	Random_Forest	same1
0.7495726495726496	Otu00477	Random_Forest	diff
0.7485042735042735	Otu00822	Random_Forest	same4
0.6608974358974359	Otu00110	Random_Forest	same2
0.6551282051282051	Otu00361	Random_Forest	same3
0.6735042735042734	Otu00367	Random_Forest	same1
0.6523504273504274	Otu00477	Random_Forest	diff
0.648931623931624	Otu00822	Random_Forest	same4
0.6705128205128205	Otu00110	Random_Forest	same2
0.645940170940171	Otu00361	Random_Forest	same3
0.6876068376068376	Otu00367	Random_Forest	same1
0.6732905982905982	Otu00477	Random_Forest	diff
0.6829059829059829	Otu00822	Random_Forest	same4
0.7232905982905983	Otu00110	Random_Forest	same2
0.7207264957264957	Otu00361	Random_Forest	same3
0.7145299145299145	Otu00367	Random_Forest	same1
0.7211538461538461	Otu00477	Random_Forest	diff
0.7202991452991453	Otu00822	Random_Forest	same4
0.7273504273504273	Otu00110	Random_Forest	same2
0.7267094017094017	Otu00361	Random_Forest	same3
0.7232905982905983	Otu00367	Random_Forest	same1
0.7311965811965812	Otu00477	Random_Forest	diff
0.7446581196581197	Otu00822	Random_Forest	same4
0.5782051282051281	Otu00110	Random_Forest	same2
0.5935897435897436	Otu00361	Random_Forest	same3
0.5664529914529914	Otu00367	Random_Forest	same1
0.5903846153846154	Otu00477	Random_Forest	diff
0.5895299145299145	Otu00822	Random_Forest	same4
0.6615384615384615	Otu00110	Random_Forest	same2
0.6638888888888889	Otu00361	Random_Forest	same3
0.6299145299145299	Otu00367	Random_Forest	same1
0.6717948717948717	Otu00477	Random_Forest	diff
0.6574786324786325	Otu00822	Random_Forest	same4
0.6912393162393162	Otu00110	Random_Forest	same2
0.6777777777777778	Otu00361	Random_Forest	same3
0.6692307692307692	Otu00367	Random_Forest	same1
0.697008547008547	Otu00477	Random_Forest	diff
0.6865384615384615	Otu00822	Random_Forest	same4
0.6634615384615384	Otu00110	Random_Forest	same2
0.6717948717948717	Otu00361	Random_Forest	same3
0.655982905982906	Otu00367	Random_Forest	same1
0.6769230769230768	Otu00477	Random_Forest	diff
0.6777777777777778	Otu00822	Random_Forest	same4
0.7079059829059828	Otu00110	Random_Forest	same2
0.719017094017094	Otu00361	Random_Forest	same3
0.6848290598290598	Otu00367	Random_Forest	same1
0.7232905982905983	Otu00477	Random_Forest	diff
0.7228632478632478	Otu00822	Random_Forest	same4
0.6487179487179487	Otu00110	Random_Forest	same2
0.661965811965812	Otu00361	Random_Forest	same3
0.658974358974359	Otu00367	Random_Forest	same1
0.655982905982906	Otu00477	Random_Forest	diff
0.6606837606837607	Otu00822	Random_Forest	same4
0.7363247863247863	Otu00110	Random_Forest	same2
0.726068376068376	Otu00361	Random_Forest	same3
0.7356837606837607	Otu00367	Random_Forest	same1
0.7425213675213675	Otu00477	Random_Forest	diff
0.7354700854700854	Otu00822	Random_Forest	same4
0.6626068376068376	Otu00110	Random_Forest	same2
0.6553418803418803	Otu00361	Random_Forest	same3
0.6566239316239316	Otu00367	Random_Forest	same1
0.660042735042735	Otu00477	Random_Forest	diff
0.6532051282051282	Otu00822	Random_Forest	same4
0.6799145299145299	Otu00110	Random_Forest	same2
0.6993589743589743	Otu00361	Random_Forest	same3
0.6935897435897436	Otu00367	Random_Forest	same1
0.6993589743589743	Otu00477	Random_Forest	diff
0.7019230769230769	Otu00822	Random_Forest	same4
0.6679487179487179	Otu00110	Random_Forest	same2
0.6683760683760683	Otu00361	Random_Forest	same3
0.639102564102564	Otu00367	Random_Forest	same1
0.686965811965812	Otu00477	Random_Forest	diff
0.6891025641025641	Otu00822	Random_Forest	same4
0.6884615384615385	Otu00110	Random_Forest	same2
0.6782051282051282	Otu00361	Random_Forest	same3
0.6993589743589743	Otu00367	Random_Forest	same1
0.6820512820512821	Otu00477	Random_Forest	diff
0.6811965811965812	Otu00822	Random_Forest	same4
0.7756410256410257	Otu00110	Random_Forest	same2
0.7544871794871795	Otu00361	Random_Forest	same3
0.7572649572649572	Otu00367	Random_Forest	same1
0.7628205128205128	Otu00477	Random_Forest	diff
0.7651709401709402	Otu00822	Random_Forest	same4
0.713034188034188	Otu00110	Random_Forest	same2
0.7032051282051281	Otu00361	Random_Forest	same3
0.6788461538461539	Otu00367	Random_Forest	same1
0.7094017094017094	Otu00477	Random_Forest	diff
0.708974358974359	Otu00822	Random_Forest	same4
0.6773504273504274	Otu00110	Random_Forest	same2
0.7094017094017094	Otu00361	Random_Forest	same3
0.7098290598290599	Otu00367	Random_Forest	same1
0.7168803418803419	Otu00477	Random_Forest	diff
0.7151709401709402	Otu00822	Random_Forest	same4
0.7608974358974359	Otu00110	Random_Forest	same2
0.775	Otu00361	Random_Forest	same3
0.7598290598290598	Otu00367	Random_Forest	same1
