"maxdepth","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model"
1,0.752738095238095,0.595,0.91047619047619,0.0529812761055205,0.097079087333551,0.0440795459882239,"Decision_Tree"
2,0.747886723831846,0.648333333333333,0.828675958188153,0.0617944961891186,0.0883186354263141,0.0681086541574759,"Decision_Tree"
3,0.744000324366178,0.66518018018018,0.800452961672474,0.0607039481363349,0.0831350214650416,0.0715170064006557,"Decision_Tree"
4,0.748008784045369,0.677177177177177,0.776051103368177,0.0597881344348538,0.0766103664243007,0.0727526453285753,"Decision_Tree"
5,0.742110228695595,0.686321321321321,0.746910569105691,0.0655846463385879,0.0757464753550459,0.0793631832099066,"Decision_Tree"
6,0.73969331265063,0.684684684684685,0.744494773519164,0.0658383418362909,0.0759595808676238,0.0790667240100183,"Decision_Tree"
7,0.740413880779734,0.680945945945946,0.731974448315912,0.0659105435211661,0.0796729696890301,0.0781995897378802,"Decision_Tree"
8,0.741508171935001,0.679864864864865,0.731475029036005,0.0646489561783898,0.079925164662131,0.0775416553362804,"Decision_Tree"
9,0.740863066899652,0.678768768768769,0.729581881533101,0.0681011207290933,0.0833980640684916,0.0780527740707963,"Decision_Tree"
10,0.740528446565032,0.677147147147147,0.72862950058072,0.0677964198373717,0.083710884600286,0.0773447420132769,"Decision_Tree"
1,0.746079903945758,0.581126126126126,0.911033681765389,0.0360922757795656,0.0710684579255989,0.0505966312992757,"Decision_Tree"
2,0.764095245070855,0.647987987987988,0.841637630662021,0.0411386181702546,0.0744183818082976,0.071106773958363,"Decision_Tree"
3,0.76419949566291,0.659954954954955,0.820975609756098,0.0440975570399907,0.0716137500783161,0.0777485417040668,"Decision_Tree"
4,0.760104058762595,0.668588588588589,0.790847851335656,0.0427580966296493,0.0738675581794663,0.0784546805749562,"Decision_Tree"
5,0.753282664197298,0.677252252252252,0.765400696864111,0.0475418367971101,0.0689444282407568,0.076637676277936,"Decision_Tree"
6,0.749583834705786,0.680525525525525,0.74191637630662,0.051712482362874,0.070014889137888,0.0802929584558289,"Decision_Tree"
7,0.748943996261069,0.686471471471471,0.732346109175377,0.0499693342860007,0.0705063037090231,0.0798060882860474,"Decision_Tree"
8,0.748693885523154,0.690810810810811,0.71993031358885,0.0503541448081163,0.0678730267951557,0.0790710369726439,"Decision_Tree"
9,0.746760327400571,0.688678678678679,0.71801393728223,0.0504133719647961,0.0695449656670392,0.0782492891629191,"Decision_Tree"
10,0.747520909411153,0.68978978978979,0.716109175377468,0.0513853838957844,0.0696298555596213,0.0759178871288557,"Decision_Tree"
1,0.747223268564732,0.575735735735736,0.918710801393728,0.0437854309980588,0.0734286024527835,0.0406120388615985,"Decision_Tree"
2,0.739454881710979,0.625105105105105,0.814436701509872,0.0484758672576878,0.0792479976300914,0.0680819434867372,"Decision_Tree"
3,0.74259352558133,0.643588588588589,0.790940766550523,0.0515650298395294,0.0780419479413888,0.0665238960716605,"Decision_Tree"
4,0.737987966189186,0.651156156156156,0.769814169570267,0.0540277139280558,0.0796053920262741,0.0657479841927668,"Decision_Tree"
5,0.734174570912376,0.66527027027027,0.751742160278746,0.0509208136542411,0.0740083264260552,0.0635655895169299,"Decision_Tree"
