cv_aucs,test_aucs,model
0.7367822378127257,0.7491452991452991,L2_Linear_SVM
0.7205218197291368,0.7803418803418803,L2_Linear_SVM
0.7348550013428062,0.7602564102564102,L2_Linear_SVM
0.710811661836052,0.6987179487179487,L2_Linear_SVM
0.7373177655006923,0.6867521367521368,L2_Linear_SVM
0.7364594803863097,0.7431623931623932,L2_Linear_SVM
0.747013747196674,0.7145299145299145,L2_Linear_SVM
0.737476252384789,0.7217948717948718,L2_Linear_SVM
0.7540915942074479,0.7183760683760684,L2_Linear_SVM
0.7451760288162728,0.7196581196581197,L2_Linear_SVM
0.7268839937498474,0.7316239316239316,L2_Linear_SVM
0.7250737008785789,0.7491452991452991,L2_Linear_SVM
0.749839336723483,0.6645299145299145,L2_Linear_SVM
0.7492818750806556,0.708974358974359,L2_Linear_SVM
0.7310919953054099,0.7991452991452991,L2_Linear_SVM
0.6711470024031,0.6512820512820513,L2_Linear_SVM
0.6872439320853955,0.5641025641025641,L2_Linear_SVM
0.6883031446080227,0.658974358974359,L2_Linear_SVM
0.7431360934104837,0.7235042735042735,L2_Linear_SVM
0.7482824680080777,0.7393162393162394,L2_Linear_SVM
0.7081400921827751,0.7957264957264957,L2_Linear_SVM
0.7445076383003212,0.6782051282051282,L2_Linear_SVM
0.741438625036186,0.7418803418803418,L2_Linear_SVM
0.7322071906401175,0.6995726495726495,L2_Linear_SVM
0.741410701642409,0.7222222222222222,L2_Linear_SVM
0.7615021868558454,0.6974358974358974,L2_Linear_SVM
0.7450066416590807,0.6863247863247863,L2_Linear_SVM
0.7252018726043117,0.7893162393162393,L2_Linear_SVM
0.7389863853400439,0.7602564102564102,L2_Linear_SVM
0.7322656550278501,0.7709401709401709,L2_Linear_SVM
0.7055485668595425,0.8085470085470086,L2_Linear_SVM
0.7452526149843223,0.7286324786324786,L2_Linear_SVM
0.7251093105300422,0.7794871794871795,L2_Linear_SVM
0.7219976483452093,0.7931623931623931,L2_Linear_SVM
0.7622146475744037,0.7106837606837607,L2_Linear_SVM
0.742294433806629,0.7482905982905983,L2_Linear_SVM
0.7353555838068033,0.7329059829059829,L2_Linear_SVM
0.7315596127486371,0.7679487179487179,L2_Linear_SVM
0.7446091108530133,0.7696581196581197,L2_Linear_SVM
0.7331881114564042,0.7735042735042735,L2_Linear_SVM
0.7409209723660943,0.7017094017094017,L2_Linear_SVM
0.7467239425836987,0.7547008547008547,L2_Linear_SVM
0.6909440189318238,0.7803418803418803,L2_Linear_SVM
0.7230873634959001,0.7679487179487179,L2_Linear_SVM
0.7360140201176787,0.7256410256410256,L2_Linear_SVM
0.74770393564296,0.7192307692307692,L2_Linear_SVM
0.7444104609836317,0.7337606837606837,L2_Linear_SVM
0.5507525208134965,0.5,L2_Linear_SVM
0.7303760990956113,0.8085470085470086,L2_Linear_SVM
0.7286275849019751,0.7303418803418803,L2_Linear_SVM
0.7244857008576521,0.7478632478632479,L2_Linear_SVM
0.7408277746387503,0.7367521367521368,L2_Linear_SVM
0.7330158887110106,0.7722222222222221,L2_Linear_SVM
0.7350287064067552,0.7363247863247863,L2_Linear_SVM
0.7313251962764158,0.7970085470085471,L2_Linear_SVM
0.7410419365358389,0.755982905982906,L2_Linear_SVM
0.7475564650015869,0.7478632478632479,L2_Linear_SVM
0.7310108453401136,0.7735042735042735,L2_Linear_SVM
0.7309657078681469,0.7299145299145299,L2_Linear_SVM
0.7303965219574976,0.755982905982906,L2_Linear_SVM
0.730118984838497,0.785042735042735,L2_Linear_SVM
0.7169186041442139,0.8008547008547008,L2_Linear_SVM
0.6847877720926502,0.7619658119658119,L2_Linear_SVM
0.7504716292948,0.7303418803418803,L2_Linear_SVM
0.7575015276600643,0.7055555555555555,L2_Linear_SVM
0.7384273358724578,0.7175213675213675,L2_Linear_SVM
0.7249895252395252,0.7995726495726495,L2_Linear_SVM
0.7310722351271132,0.7542735042735043,L2_Linear_SVM
0.6938924569168472,0.8021367521367522,L2_Linear_SVM
0.7455627840383938,0.7038461538461538,L2_Linear_SVM
0.7468674092210678,0.7196581196581197,L2_Linear_SVM
0.7291153601336529,0.7713675213675214,L2_Linear_SVM
0.7129422741556888,0.7722222222222221,L2_Linear_SVM
0.7073549001963636,0.8051282051282052,L2_Linear_SVM
0.7173060490804394,0.8047008547008547,L2_Linear_SVM
0.7454095358424627,0.729059829059829,L2_Linear_SVM
0.7285630630630631,0.7756410256410257,L2_Linear_SVM
0.7380782402611671,0.7743589743589744,L2_Linear_SVM
0.7637885838800473,0.7068376068376069,L2_Linear_SVM
0.7302481863396497,0.7598290598290598,L2_Linear_SVM
0.7073808747772162,0.6888888888888889,L2_Linear_SVM
0.7448212576688187,0.6965811965811965,L2_Linear_SVM
0.7229793312476239,0.767094017094017,L2_Linear_SVM
0.7338441429234113,0.7816239316239316,L2_Linear_SVM
0.7506567054859737,0.6696581196581196,L2_Linear_SVM
0.7591273695298085,0.6978632478632478,L2_Linear_SVM
0.7331529866103037,0.7435897435897435,L2_Linear_SVM
0.7198084556682117,0.7816239316239316,L2_Linear_SVM
0.7275969488652415,0.7645299145299145,L2_Linear_SVM
0.7431677618384935,0.7337606837606837,L2_Linear_SVM
0.737531821891578,0.7512820512820513,L2_Linear_SVM
0.7421760514870271,0.7055555555555556,L2_Linear_SVM
0.758292213816604,0.6427350427350427,L2_Linear_SVM
0.7491275910056397,0.6995726495726495,L2_Linear_SVM
0.769282899624363,0.6551282051282051,L2_Linear_SVM
0.6898894207796646,0.7957264957264957,L2_Linear_SVM
0.7479613472357375,0.6991452991452991,L2_Linear_SVM
0.7315087727099923,0.7388888888888888,L2_Linear_SVM
0.7328331528392504,0.7769230769230769,L2_Linear_SVM
0.7226468097016877,0.7760683760683761,L2_Linear_SVM
