key	mean_weights	sd_weights
fit_result	1.6847764424206806	0.8730660118724811
Otu00008	0.14309145328580933	0.3174936866986436
Otu00659	0.10444142623212667	0.2848263774530056
Otu00742	0.10289658365091975	0.29399314376232627
Otu00609	-0.10169748713211992	0.29212441878426765
Otu00822	-0.09930784889102762	0.286993879451297
Otu00629	-0.09234210538303973	0.2513905186545007
Otu00002	-0.08373238320770579	0.21700049325034895
Otu00015	-0.08193012201747123	0.18423709722023612
Otu01239	0.07468498508080361	0.23132293773226686
