"x"
49902.157
50718.956
48321.389
50085.599
50680.174
47858.373
51380.671
52125.304
49748.967
50510.224
43657.458
53237.629
51259.9
51071.968
52852.627
54374.256
52444.416
52754.722
53111.731
48672.567
41509.934
52378.709
44359.794
50496.649
51505.284
51984.959
50267.37
52276.654
49318.307
42350.364
42920.493
53072.594
42560.077
51871.758
47357.557
51881.751
51441.063
51137.412
41005.684
51703.524
48069.442
52344.392
41473.531
51333.46
51845.594
41201.072
52139.017
50702.336
52088.766
41157.124
42733.138
42705.338
51780.055
51339.231
49984.03
50800.536
52902.901
44037.344
52285.235
52186.438
50807.4
50274.434
44798.235
51290.582
50387.583
50705.054
52214.22
40756.577
50951.85
49865.686
49967.362
50980.183
51304.756
41026.637
40890.085
50536.349
43240.128
43954.733
52474.849
49267.788
50984.062
52910.567
43598.858
53022.805
44017.739
37372.555
54075.068
44342.606
51387.382
48695.875
39166.409
51153.675
50930.136
33890.571
52320.351
41414.54
55157.083
52912.624
51630.259
42323.003
