"Overall","names","model"
14.4582221394733,"Otu00110","Decision_Tree"
14.4582221394733,"Otu00361","Decision_Tree"
10.7760491693076,"Otu00008","Decision_Tree"
6.71721394768167,"Otu00565","Decision_Tree"
6.66142909388923,"Otu00246","Decision_Tree"
6.27555618100972,"Otu00024","Decision_Tree"
6.13424804950228,"Otu00811","Decision_Tree"
59.8028840657164,"fit_result","Decision_Tree"
21.37027392659,"Otu00058","Decision_Tree"
17.3132943023258,"Otu00367","Decision_Tree"
17.0527798110774,"Otu00110","Decision_Tree"
15.7484313358432,"Otu00361","Decision_Tree"
6.84561086541268,"Otu00008","Decision_Tree"
6.80969696969697,"Otu00347","Decision_Tree"
6.72098083122906,"Otu00266","Decision_Tree"
5.8018291018291,"Otu00020","Decision_Tree"
5.46867064216462,"Otu00012","Decision_Tree"
57.1004298930291,"fit_result","Decision_Tree"
19.4603014850872,"Otu00367","Decision_Tree"
15.7484313358432,"Otu00110","Decision_Tree"
13.8183481191115,"Otu00361","Decision_Tree"
10.050579286449,"Otu00302","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
55.1351032623144,"fit_result","Decision_Tree"
16.6532206452506,"Otu00367","Decision_Tree"
13.8183481191115,"Otu00110","Decision_Tree"
13.181923554385,"Otu00361","Decision_Tree"
12.9152693882067,"Otu00327","Decision_Tree"
3.95488888888888,"Otu00691","Decision_Tree"
3.36467256637167,"Otu00155","Decision_Tree"
3.28534865900383,"Otu00811","Decision_Tree"
3.28534865900383,"Otu00991","Decision_Tree"
2.70946246973365,"Otu00015","Decision_Tree"
55.4706882641346,"fit_result","Decision_Tree"
18.1209962217596,"Otu00367","Decision_Tree"
17.2794141073626,"Otu00822","Decision_Tree"
16.7969750440225,"Otu00361","Decision_Tree"
15.7484313358432,"Otu00110","Decision_Tree"
11.9022202866896,"Otu00742","Decision_Tree"
9.42845960714811,"Otu00058","Decision_Tree"
7.40939579260748,"Otu00266","Decision_Tree"
7.24285714285712,"Otu00008","Decision_Tree"
6.9499911717169,"Otu00012","Decision_Tree"
59.6473995899988,"fit_result","Decision_Tree"
16.1406472777743,"Otu00367","Decision_Tree"
14.4582221394733,"Otu00361","Decision_Tree"
13.5850181008076,"Otu00659","Decision_Tree"
13.181923554385,"Otu00110","Decision_Tree"
11.3181464793325,"Otu00128","Decision_Tree"
8.72431077694236,"Otu00058","Decision_Tree"
8.56416440591985,"Otu00155","Decision_Tree"
8.45121829885609,"Otu00811","Decision_Tree"
6.74894378804153,"Otu00246","Decision_Tree"
60.1115032221525,"fit_result","Decision_Tree"
17.3132943023258,"Otu00367","Decision_Tree"
17.0527798110774,"Otu00110","Decision_Tree"
14.4582221394733,"Otu00361","Decision_Tree"
10.6701679389313,"Otu00302","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
58.4269676535737,"fit_result","Decision_Tree"
20.6698526744377,"Otu00822","Decision_Tree"
15.3454163230495,"Otu00367","Decision_Tree"
15.1015737360327,"Otu00110","Decision_Tree"
14.8392768756567,"Otu00361","Decision_Tree"
10.5816371301578,"Otu00008","Decision_Tree"
9.04447036758404,"Otu00015","Decision_Tree"
7.72667933069276,"Otu00058","Decision_Tree"
6.54996220806525,"Otu00014","Decision_Tree"
4.10337637880011,"Otu00691","Decision_Tree"
55.7982897942772,"fit_result","Decision_Tree"
18.6457699229378,"Otu00367","Decision_Tree"
15.7484313358432,"Otu00110","Decision_Tree"
15.7484313358432,"Otu00361","Decision_Tree"
11.9193118173942,"Otu00557","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
59.7784465458965,"fit_result","Decision_Tree"
18.6457699229378,"Otu00367","Decision_Tree"
16.3988236766362,"Otu00110","Decision_Tree"
13.8183481191115,"Otu00361","Decision_Tree"
11.9193118173942,"Otu00302","Decision_Tree"
7.97400096292731,"Otu00058","Decision_Tree"
7.5223880597015,"Otu00008","Decision_Tree"
7.45073390251083,"Otu00012","Decision_Tree"
6.4850818581511,"Otu00231","Decision_Tree"
5.96604390804802,"Otu00075","Decision_Tree"
55.7982897942772,"fit_result","Decision_Tree"
19.4603014850872,"Otu00367","Decision_Tree"
16.1406472777743,"Otu00110","Decision_Tree"
14.4582221394733,"Otu00361","Decision_Tree"
11.6512505867966,"Otu00327","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
51.7880317822531,"fit_result","Decision_Tree"
18.373870268211,"Otu00822","Decision_Tree"
15.7484313358432,"Otu00110","Decision_Tree"
15.4880858371251,"Otu00367","Decision_Tree"
14.739537155173,"Otu00361","Decision_Tree"
9.83302928955101,"Otu00565","Decision_Tree"
7.53895469180023,"Otu00024","Decision_Tree"
7.39397600250632,"Otu00008","Decision_Tree"
7.10115811211944,"Otu00058","Decision_Tree"
0,"Otu00001","Decision_Tree"
52.2487823401573,"fit_result","Decision_Tree"
16.6532206452506,"Otu00367","Decision_Tree"
14.4582221394733,"Otu00361","Decision_Tree"
11.9193118173942,"Otu00110","Decision_Tree"
11.3081920352291,"Otu00015","Decision_Tree"
10.050579286449,"Otu00302","Decision_Tree"
8.28620379820818,"Otu00008","Decision_Tree"
7.59588016569819,"Otu01434","Decision_Tree"
6.85395687108092,"Otu00058","Decision_Tree"
6.69546254159867,"Otu00014","Decision_Tree"
62.9688112706442,"fit_result","Decision_Tree"
16.3988236766362,"Otu00367","Decision_Tree"
15.1015737360327,"Otu00110","Decision_Tree"
13.181923554385,"Otu00361","Decision_Tree"
11.2930698997156,"Otu00302","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
54.5200213568312,"fit_result","Decision_Tree"
16.1406472777743,"Otu00367","Decision_Tree"
13.8183481191115,"Otu00110","Decision_Tree"
12.8539387659381,"Otu00361","Decision_Tree"
10.050579286449,"Otu00426","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
56.8019249207634,"fit_result","Decision_Tree"
16.6532206452506,"Otu00367","Decision_Tree"
14.4582221394733,"Otu00110","Decision_Tree"
13.0261695914949,"Otu00008","Decision_Tree"
11.9193118173942,"Otu00361","Decision_Tree"
10.050579286449,"Otu00327","Decision_Tree"
9.78413270731043,"Otu00309","Decision_Tree"
8.96595798866434,"Otu00565","Decision_Tree"
8.60527483192639,"Otu00058","Decision_Tree"
6.910119425548,"Otu00012","Decision_Tree"
48.8088996462484,"fit_result","Decision_Tree"
14.4582221394733,"Otu00110","Decision_Tree"
14.0541459003638,"Otu00367","Decision_Tree"
13.181923554385,"Otu00361","Decision_Tree"
11.7607428477959,"Otu00002","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
0,"Otu00006","Decision_Tree"
50.6794614712696,"fit_result","Decision_Tree"
20.3770568278202,"Otu00367","Decision_Tree"
14.4582221394733,"Otu00361","Decision_Tree"
13.8183481191115,"Otu00110","Decision_Tree"
12.0409352345288,"Otu00822","Decision_Tree"
4.20869565217392,"Otu00691","Decision_Tree"
4.20869565217392,"Otu00811","Decision_Tree"
3.79607843137255,"Otu00002","Decision_Tree"
3.03486590038315,"Otu00991","Decision_Tree"
2.74285714285714,"Otu00171","Decision_Tree"
52.0011928367388,"fit_result","Decision_Tree"
16.1406472777743,"Otu00367","Decision_Tree"
15.1015737360327,"Otu00361","Decision_Tree"
13.8183481191115,"Otu00110","Decision_Tree"
11.4403783025624,"Otu00822","Decision_Tree"
4.09411511017016,"Otu00279","Decision_Tree"
3.05250305250305,"Otu00002","Decision_Tree"
2.51076950515153,"Otu00165","Decision_Tree"
2.26613345879401,"Otu00121","Decision_Tree"
2.26613345879401,"Otu00455","Decision_Tree"
55.5012663107749,"fit_result","Decision_Tree"
17.3132943023258,"Otu00367","Decision_Tree"
15.7484313358432,"Otu00361","Decision_Tree"
13.181923554385,"Otu00110","Decision_Tree"
12.8517464076822,"Otu00822","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
54.1648418007053,"fit_result","Decision_Tree"
17.3132943023258,"Otu00367","Decision_Tree"
15.7484313358432,"Otu00110","Decision_Tree"
13.8183481191115,"Otu00361","Decision_Tree"
12.5489206271034,"Otu00426","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
61.7738772477384,"fit_result","Decision_Tree"
17.9774769958874,"Otu00367","Decision_Tree"
15.7484313358432,"Otu00361","Decision_Tree"
14.4582221394733,"Otu00110","Decision_Tree"
11.2930698997156,"Otu00302","Decision_Tree"
8.89501341780518,"Otu00002","Decision_Tree"
8.12912002773956,"Otu00008","Decision_Tree"
6.91723234254302,"Otu00058","Decision_Tree"
6.12096240601504,"Otu00811","Decision_Tree"
5.19016718048977,"Otu00019","Decision_Tree"
58.2883315667948,"fit_result","Decision_Tree"
18.1209962217596,"Otu00367","Decision_Tree"
17.2907460406733,"Otu00002","Decision_Tree"
16.3988236766362,"Otu00110","Decision_Tree"
14.6977057515613,"Otu00361","Decision_Tree"
9.41609195402299,"Otu00565","Decision_Tree"
8.60850938967137,"Otu00058","Decision_Tree"
7.34999999999999,"Otu00822","Decision_Tree"
6.34778815283188,"Otu00005","Decision_Tree"
6.21580086580086,"Otu00015","Decision_Tree"
61.1323155216285,"fit_result","Decision_Tree"
20.1357403012095,"Otu00367","Decision_Tree"
17.0527798110774,"Otu00110","Decision_Tree"
13.8183481191115,"Otu00361","Decision_Tree"
11.2930698997156,"Otu00302","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
51.3028535652479,"fit_result","Decision_Tree"
17.0527518417011,"Otu00058","Decision_Tree"
13.4147626086294,"Otu00367","Decision_Tree"
12.5489206271034,"Otu00110","Decision_Tree"
11.9193118173942,"Otu00361","Decision_Tree"
8.1285650623886,"Otu00565","Decision_Tree"
6.60149504246144,"Otu00246","Decision_Tree"
6.03970588235293,"Otu00008","Decision_Tree"
5.636385199241,"Otu00252","Decision_Tree"
4.75239752273245,"Otu00015","Decision_Tree"
56.5987402168949,"fit_result","Decision_Tree"
16.1406472777743,"Otu00367","Decision_Tree"
12.5489206271034,"Otu00110","Decision_Tree"
12.236580637344,"Otu00361","Decision_Tree"
11.7803651581238,"Otu00742","Decision_Tree"
11.3127865242295,"Otu00121","Decision_Tree"
8.55302545689662,"Otu00058","Decision_Tree"
7.17783612569809,"Otu00012","Decision_Tree"
6.88174959184643,"Otu00017","Decision_Tree"
6.07138660399531,"Otu00014","Decision_Tree"
51.9289022396068,"fit_result","Decision_Tree"
17.3132943023258,"Otu00367","Decision_Tree"
16.3988236766362,"Otu00110","Decision_Tree"
14.4582221394733,"Otu00361","Decision_Tree"
11.2930698997156,"Otu00302","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
57.7859547501327,"fit_result","Decision_Tree"
18.1209962217596,"Otu00367","Decision_Tree"
16.3988236766362,"Otu00361","Decision_Tree"
15.1015737360327,"Otu00110","Decision_Tree"
10.6701679389313,"Otu00302","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
60.4393275301263,"fit_result","Decision_Tree"
15.3454163230495,"Otu00367","Decision_Tree"
13.8183481191115,"Otu00110","Decision_Tree"
13.4769621074512,"Otu00361","Decision_Tree"
10.9817032477917,"Otu00822","Decision_Tree"
4.73522245762712,"Otu00811","Decision_Tree"
4.23876096491228,"Otu00002","Decision_Tree"
4.134375,"Otu00279","Decision_Tree"
3.46009862278245,"Otu00015","Decision_Tree"
2.9892059178744,"Otu00165","Decision_Tree"
56.4703248016764,"fit_result","Decision_Tree"
18.6457699229378,"Otu00367","Decision_Tree"
17.0527798110774,"Otu00110","Decision_Tree"
15.3454163230495,"Otu00361","Decision_Tree"
13.181923554385,"Otu00302","Decision_Tree"
9.13648897058823,"Otu00008","Decision_Tree"
7.16004439511653,"Otu00309","Decision_Tree"
6.74763667704843,"Otu00024","Decision_Tree"
6.36473341622175,"Otu00811","Decision_Tree"
6.21681616270391,"Otu00115","Decision_Tree"
55.1351032623144,"fit_result","Decision_Tree"
15.3454163230495,"Otu00367","Decision_Tree"
14.0278971639547,"Otu00361","Decision_Tree"
13.181923554385,"Otu00110","Decision_Tree"
10.6701679389313,"Otu00327","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
59.1498167603375,"fit_result","Decision_Tree"
21.0530240206398,"Otu00367","Decision_Tree"
15.3788922552654,"Otu00110","Decision_Tree"
12.7795899872027,"Otu00361","Decision_Tree"
9.78073022700443,"Otu00822","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
57.4333122175383,"fit_result","Decision_Tree"
16.6532206452506,"Otu00367","Decision_Tree"
16.3988236766362,"Otu00110","Decision_Tree"
13.8183481191115,"Otu00361","Decision_Tree"
10.6701679389313,"Otu00302","Decision_Tree"
10.4611473880597,"Otu00058","Decision_Tree"
10.2329648313773,"Otu00309","Decision_Tree"
6.55202205882353,"Otu00012","Decision_Tree"
6.27907676471753,"Otu00017","Decision_Tree"
5.91537047511312,"Otu00659","Decision_Tree"
53.2027569181544,"fit_result","Decision_Tree"
15.3454163230495,"Otu00367","Decision_Tree"
15.1015737360327,"Otu00110","Decision_Tree"
13.8183481191115,"Otu00361","Decision_Tree"
11.6512505867966,"Otu00327","Decision_Tree"
9.07989417989418,"Otu00742","Decision_Tree"
7.04894179894183,"Otu00058","Decision_Tree"
6.50157966450872,"Otu00008","Decision_Tree"
5.59288945433985,"Otu00677","Decision_Tree"
5.59288945433985,"Otu00761","Decision_Tree"
56.9547773842659,"fit_result","Decision_Tree"
24.0629602821655,"Otu00002","Decision_Tree"
19.3181778227959,"Otu00367","Decision_Tree"
14.4582221394733,"Otu00110","Decision_Tree"
12.5489206271034,"Otu00361","Decision_Tree"
8.17572597584504,"Otu00008","Decision_Tree"
8.05605315922617,"Otu00005","Decision_Tree"
7.64045798762874,"Otu00024","Decision_Tree"
6.3752478004651,"Otu00246","Decision_Tree"
4.14584500466853,"Otu00691","Decision_Tree"
60.8257137264771,"fit_result","Decision_Tree"
18.7887277728927,"Otu00367","Decision_Tree"
16.1406472777743,"Otu00361","Decision_Tree"
16.1381679389313,"Otu00110","Decision_Tree"
10.050579286449,"Otu00302","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
60.4393275301263,"fit_result","Decision_Tree"
19.4603014850872,"Otu00367","Decision_Tree"
16.6532206452506,"Otu00110","Decision_Tree"
15.7484313358432,"Otu00361","Decision_Tree"
11.2930698997156,"Otu00302","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
54.5200213568312,"fit_result","Decision_Tree"
18.7887277728927,"Otu00367","Decision_Tree"
15.3454163230495,"Otu00110","Decision_Tree"
12.1467537975172,"Otu00361","Decision_Tree"
11.5767315809432,"Otu00822","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
62.8293629074848,"fit_result","Decision_Tree"
16.3988236766362,"Otu00110","Decision_Tree"
15.3454163230495,"Otu00367","Decision_Tree"
13.4769621074512,"Otu00361","Decision_Tree"
10.6701679389313,"Otu00302","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
62.170506247389,"fit_result","Decision_Tree"
23.2414067578088,"Otu00110","Decision_Tree"
20.1357403012095,"Otu00367","Decision_Tree"
14.4582221394733,"Otu00361","Decision_Tree"
11.4903594256056,"Otu00557","Decision_Tree"
7.87074686927537,"Otu00058","Decision_Tree"
7.26359214555936,"Otu00012","Decision_Tree"
6.70498690051033,"Otu00008","Decision_Tree"
6.64443393890278,"Otu00565","Decision_Tree"
6.63174982911826,"Otu00033","Decision_Tree"
56.4479093147957,"fit_result","Decision_Tree"
18.6457699229378,"Otu00367","Decision_Tree"
16.3988236766362,"Otu00110","Decision_Tree"
15.3454163230495,"Otu00361","Decision_Tree"
13.500274583622,"Otu00822","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
58.0956364923904,"fit_result","Decision_Tree"
15.7484313358432,"Otu00110","Decision_Tree"
15.3454163230495,"Otu00367","Decision_Tree"
14.4582221394733,"Otu00361","Decision_Tree"
10.9194131121031,"Otu00557","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
54.8184454042481,"fit_result","Decision_Tree"
13.8881676216271,"Otu00115","Decision_Tree"
13.181923554385,"Otu00361","Decision_Tree"
13.181923554385,"Otu00367","Decision_Tree"
12.5395924403558,"Otu00110","Decision_Tree"
11.0047649052715,"Otu00309","Decision_Tree"
10.2204500373187,"Otu00822","Decision_Tree"
7.42346109175377,"Otu00008","Decision_Tree"
6.86810669284897,"Otu00058","Decision_Tree"
6.41813554690169,"Otu00175","Decision_Tree"
52.8838196802248,"fit_result","Decision_Tree"
18.6457699229378,"Otu00367","Decision_Tree"
16.3988236766362,"Otu00110","Decision_Tree"
15.1015737360327,"Otu00361","Decision_Tree"
11.9193118173942,"Otu00327","Decision_Tree"
4.68889104116223,"Otu00691","Decision_Tree"
4.68889104116223,"Otu00811","Decision_Tree"
3.86136263736264,"Otu00002","Decision_Tree"
3.82442735042736,"Otu00015","Decision_Tree"
3.15886590038314,"Otu00279","Decision_Tree"
57.7859547501327,"fit_result","Decision_Tree"
16.7969750440225,"Otu00367","Decision_Tree"
15.1015737360327,"Otu00110","Decision_Tree"
12.1467537975172,"Otu00361","Decision_Tree"
11.2930698997156,"Otu00302","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
55.8259454466286,"fit_result","Decision_Tree"
18.1209962217596,"Otu00367","Decision_Tree"
17.9177854965149,"Otu00361","Decision_Tree"
16.6532206452506,"Otu00110","Decision_Tree"
11.4903594256056,"Otu00557","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
59.7784465458965,"fit_result","Decision_Tree"
16.6532206452506,"Otu00367","Decision_Tree"
15.3454163230495,"Otu00361","Decision_Tree"
15.1015737360327,"Otu00110","Decision_Tree"
10.899834605598,"Otu00557","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
54.5015801140366,"fit_result","Decision_Tree"
14.4582221394733,"Otu00110","Decision_Tree"
14.0541459003638,"Otu00367","Decision_Tree"
13.4769621074512,"Otu00361","Decision_Tree"
10.6701679389313,"Otu00327","Decision_Tree"
0,"Otu00001","Decision_Tree"
0,"Otu00002","Decision_Tree"
0,"Otu00003","Decision_Tree"
0,"Otu00004","Decision_Tree"
0,"Otu00005","Decision_Tree"
51.9289022396068,"fit_result","Decision_Tree"
18.1209962217596,"Otu00367","Decision_Tree"
15.4880858371251,"Otu00361","Decision_Tree"
15.1015737360327,"Otu00110","Decision_Tree"
10.6701679389313,"Otu00302","Decision_Tree"
4.6707038481232,"Otu00015","Decision_Tree"
3.80672969966628,"Otu00691","Decision_Tree"
3.35295452303442,"Otu00002","Decision_Tree"
3.14167056256818,"Otu00155","Decision_Tree"
