new_auc	names	model
0.7051282051282051	Otu00002	L2_Linear_SVM
0.6978632478632478	Otu00013	L2_Linear_SVM
0.6991452991452991	Otu00056	L2_Linear_SVM
0.7059829059829059	Otu00299	L2_Linear_SVM
0.7008547008547008	Otu00636	L2_Linear_SVM
0.688034188034188	Otu00659	L2_Linear_SVM
0.7012820512820512	Otu00769	L2_Linear_SVM
0.7004273504273504	Otu01123	L2_Linear_SVM
0.6995726495726495	Otu01212	L2_Linear_SVM
0.7029914529914529	Otu02763	L2_Linear_SVM
0.6854700854700855	Otu00002	L2_Linear_SVM
0.6794871794871795	Otu00013	L2_Linear_SVM
0.6931623931623931	Otu00056	L2_Linear_SVM
0.6927350427350427	Otu00299	L2_Linear_SVM
0.6811965811965812	Otu00636	L2_Linear_SVM
0.6799145299145298	Otu00659	L2_Linear_SVM
0.6893162393162393	Otu00769	L2_Linear_SVM
0.6833333333333333	Otu01123	L2_Linear_SVM
0.6876068376068376	Otu01212	L2_Linear_SVM
0.6803418803418804	Otu02763	L2_Linear_SVM
0.6965811965811965	Otu00002	L2_Linear_SVM
0.6995726495726495	Otu00013	L2_Linear_SVM
0.7017094017094017	Otu00056	L2_Linear_SVM
0.7029914529914529	Otu00299	L2_Linear_SVM
0.6923076923076923	Otu00636	L2_Linear_SVM
0.6923076923076923	Otu00659	L2_Linear_SVM
0.6944444444444444	Otu00769	L2_Linear_SVM
0.6944444444444444	Otu01123	L2_Linear_SVM
0.688034188034188	Otu01212	L2_Linear_SVM
0.6991452991452991	Otu02763	L2_Linear_SVM
0.6183760683760684	Otu00002	L2_Linear_SVM
0.6042735042735042	Otu00013	L2_Linear_SVM
0.6055555555555555	Otu00056	L2_Linear_SVM
0.6230769230769231	Otu00299	L2_Linear_SVM
0.6128205128205129	Otu00636	L2_Linear_SVM
0.6119658119658119	Otu00659	L2_Linear_SVM
0.617948717948718	Otu00769	L2_Linear_SVM
0.6145299145299146	Otu01123	L2_Linear_SVM
0.6136752136752137	Otu01212	L2_Linear_SVM
0.6196581196581197	Otu02763	L2_Linear_SVM
0.6106837606837606	Otu00002	L2_Linear_SVM
0.6145299145299146	Otu00013	L2_Linear_SVM
0.6175213675213675	Otu00056	L2_Linear_SVM
0.6085470085470085	Otu00299	L2_Linear_SVM
0.6119658119658119	Otu00636	L2_Linear_SVM
0.6132478632478632	Otu00659	L2_Linear_SVM
0.6123931623931623	Otu00769	L2_Linear_SVM
0.6145299145299145	Otu01123	L2_Linear_SVM
0.6072649572649572	Otu01212	L2_Linear_SVM
0.6098290598290598	Otu02763	L2_Linear_SVM
0.6876068376068376	Otu00002	L2_Linear_SVM
0.6722222222222222	Otu00013	L2_Linear_SVM
0.685042735042735	Otu00056	L2_Linear_SVM
0.6858974358974359	Otu00299	L2_Linear_SVM
0.685042735042735	Otu00636	L2_Linear_SVM
0.6756410256410257	Otu00659	L2_Linear_SVM
0.6867521367521368	Otu00769	L2_Linear_SVM
0.6790598290598291	Otu01123	L2_Linear_SVM
0.6854700854700855	Otu01212	L2_Linear_SVM
0.6876068376068376	Otu02763	L2_Linear_SVM
0.6405982905982905	Otu00002	L2_Linear_SVM
0.6474358974358975	Otu00013	L2_Linear_SVM
0.6384615384615384	Otu00056	L2_Linear_SVM
