row,column,cor,p
Otu00002,Otu00003,0.5340697099057696,0
Otu00002,Otu00024,0.5462976617071884,0
Otu00010,Otu00033,0.7020277538286359,0
Otu00034,Otu00048,0.5938738790422888,0
Otu00045,Otu00051,0.6344859229299171,0
Otu00014,Otu00072,0.5818849847751949,0
Otu00066,Otu00077,0.5555446501778601,0
Otu00049,Otu00087,0.5499903899118707,0
Otu00048,Otu00097,0.738354805757043,0
Otu00025,Otu00102,0.7244428611752791,0
Otu00048,Otu00111,0.5066231535454554,0
Otu00048,Otu00153,0.5336176782684766,0
Otu00096,Otu00162,0.5095125981771694,0
Otu00132,Otu00162,0.5401341497415862,0
Otu00030,Otu00170,0.5507505613596131,0
Otu00132,Otu00175,0.5638343628975439,0
Otu00026,Otu00206,0.5098690409147154,0
Otu00096,Otu00206,0.5431607035939037,0
Otu00132,Otu00206,0.5859363132358291,0
Otu00175,Otu00206,0.5682489355588607,0
Otu00144,Otu00240,0.5181612783640877,0
Otu00025,Otu00270,0.517776156889066,0
Otu00102,Otu00270,0.5687952970085552,0
Otu00173,Otu00271,0.6201365433386757,0
Otu00148,Otu00278,0.6559673153832816,0
Otu00186,Otu00287,0.5087063987867452,0
Otu00036,Otu00305,0.7568478537892274,0
Otu00168,Otu00307,0.5109268687018715,0
Otu00287,Otu00310,0.5248521027081325,0
Otu00148,Otu00314,0.5788851360173922,0
Otu00278,Otu00314,0.5337494916880494,0
Otu00148,Otu00322,0.5435377276873149,0
Otu00278,Otu00322,0.5343329288172751,0
Otu00206,Otu00337,0.526599391115464,0
Otu00020,Otu00347,0.6478566590220463,0
Otu00148,Otu00364,0.585042908983204,0
Otu00278,Otu00364,0.6132946127321934,0
Otu00314,Otu00364,0.5252873169546209,0
Otu00322,Otu00364,0.5484819392136177,0
Otu00144,Otu00387,0.5527906842099432,0
Otu00148,Otu00399,0.5036371047861401,0
Otu00278,Otu00399,0.5540160429136128,0
Otu00314,Otu00399,0.5413825834666688,0
Otu00364,Otu00399,0.5286236604625276,0
Otu00172,Otu00411,0.5020007719963244,0
Otu00382,Otu00411,0.5471643179666925,0
Otu00037,Otu00445,0.6546203626959448,0
Otu00081,Otu00470,0.697183779073818,0
Otu00186,Otu00478,0.5058045679675283,0
Otu00287,Otu00478,0.518113887713041,0
Otu00054,Otu00498,0.6196409172385022,0
Otu00005,Otu00511,0.5205485883573724,0
Otu00094,Otu00529,0.7380062634400373,0
Otu00017,Otu00538,0.5970072379343423,0
Otu00344,Otu00548,0.5785313461723857,0
Otu00278,Otu00554,0.5221915752119932,0
Otu00364,Otu00554,0.540383065925854,0
Otu00344,Otu00555,0.6659803491558853,0
Otu00548,Otu00555,0.5785313461723857,0
Otu00121,Otu00561,0.5064887951481065,0
Otu00382,Otu00561,0.6004647558373176,0
Otu00411,Otu00561,0.5948399350811527,0
Otu00456,Otu00576,0.5414888686254583,0
Otu00014,Otu00584,0.6095311318457176,0
Otu00029,Otu00594,0.5538873767906861,0
Otu00068,Otu00614,0.5225923010705779,0
