new_auc	names	model	common_otus
0.6837606837606838	Otu00002	XGBoost	xgboost_rf
0.697008547008547	Otu00004	XGBoost	diff
0.694017094017094	Otu00005	XGBoost	diff
0.691025641025641	Otu00008	XGBoost	xgboost_dt
0.6803418803418804	Otu00012	XGBoost	xgboost_rf
0.6995726495726496	Otu00014	XGBoost	diff
0.6948717948717948	Otu00018	XGBoost	diff
0.7034188034188035	Otu00023	XGBoost	diff
0.7094017094017094	Otu00050	XGBoost	rbf_xgboost
0.6987179487179487	Otu00056	XGBoost	diff
0.6905982905982906	Otu00058	XGBoost	three
0.6995726495726495	Otu00091	XGBoost	diff
0.6952991452991453	Otu00110	XGBoost	three
0.6961538461538461	Otu00199	XGBoost	diff
0.66709401709401706	Otu00361	XGBoost	xgboost_rf
0.658974358974359	Otu00367	XGBoost	three
0.7	Otu00379	XGBoost	diff
0.6935897435897436	Otu00477	XGBoost	xgboost_rf
0.6982905982905983	Otu00742	XGBoost	rbf_xgboost
0.685042735042735	Otu00822	XGBoost	four
0.694017094017094	Otu00002	XGBoost	xgboost_rf
0.6905982905982906	Otu00004	XGBoost	diff
0.6982905982905983	Otu00005	XGBoost	diff
0.7008547008547008	Otu00008	XGBoost	xgboost_dt
0.6905982905982906	Otu00012	XGBoost	xgboost_rf
0.6982905982905983	Otu00014	XGBoost	diff
0.7277777777777777	Otu00018	XGBoost	diff
0.7059829059829059	Otu00023	XGBoost	diff
0.6987179487179487	Otu00050	XGBoost	rbf_xgboost
0.697008547008547	Otu00056	XGBoost	diff
0.6675213675213675	Otu00058	XGBoost	three
0.7029914529914529	Otu00091	XGBoost	diff
0.6974358974358974	Otu00110	XGBoost	three
0.7042735042735042	Otu00199	XGBoost	diff
0.7051282051282051	Otu00361	XGBoost	xgboost_rf
0.6726495726495726	Otu00367	XGBoost	three
0.7059829059829059	Otu00379	XGBoost	diff
0.6935897435897436	Otu00477	XGBoost	xgboost_rf
0.7094017094017093	Otu00742	XGBoost	rbf_xgboost
0.7068376068376068	Otu00822	XGBoost	four
0.6598290598290598	Otu00002	XGBoost	xgboost_rf
0.6696581196581196	Otu00004	XGBoost	diff
0.6705128205128205	Otu00005	XGBoost	diff
0.6679487179487179	Otu00008	XGBoost	xgboost_dt
0.673076923076923	Otu00012	XGBoost	xgboost_rf
0.6811965811965812	Otu00014	XGBoost	diff
0.6752136752136751	Otu00018	XGBoost	diff
0.6764957264957265	Otu00023	XGBoost	diff
0.6696581196581196	Otu00050	XGBoost	rbf_xgboost
0.6807692307692308	Otu00056	XGBoost	diff
0.6521367521367522	Otu00058	XGBoost	three
0.6747863247863247	Otu00091	XGBoost	diff
0.6602564102564102	Otu00110	XGBoost	three
0.6747863247863247	Otu00199	XGBoost	diff
0.6722222222222222	Otu00361	XGBoost	xgboost_rf
0.6504273504273504	Otu00367	XGBoost	three
0.676068376068376	Otu00379	XGBoost	diff
0.6841880341880342	Otu00477	XGBoost	xgboost_rf
0.6756410256410256	Otu00742	XGBoost	rbf_xgboost
0.6799145299145298	Otu00822	XGBoost	four
0.6115384615384615	Otu00002	XGBoost	xgboost_rf
0.6004273504273504	Otu00004	XGBoost	diff
0.6042735042735042	Otu00005	XGBoost	diff
0.597008547008547	Otu00008	XGBoost	xgboost_dt
0.6213675213675214	Otu00012	XGBoost	xgboost_rf
0.6081196581196581	Otu00014	XGBoost	diff
0.6034188034188034	Otu00018	XGBoost	diff
0.6055555555555555	Otu00023	XGBoost	diff
0.5961538461538461	Otu00050	XGBoost	rbf_xgboost
0.5995726495726496	Otu00056	XGBoost	diff
0.5773504273504273	Otu00058	XGBoost	three
0.6021367521367521	Otu00091	XGBoost	diff
0.5952991452991453	Otu00110	XGBoost	three
0.6064102564102564	Otu00199	XGBoost	diff
0.6081196581196581	Otu00361	XGBoost	xgboost_rf
0.6012820512820513	Otu00367	XGBoost	three
0.5974358974358974	Otu00379	XGBoost	diff
0.597008547008547	Otu00477	XGBoost	xgboost_rf
0.6042735042735042	Otu00742	XGBoost	rbf_xgboost
0.5893162393162393	Otu00822	XGBoost	four
0.6876068376068376	Otu00002	XGBoost	xgboost_rf
0.6696581196581196	Otu00004	XGBoost	diff
0.6811965811965812	Otu00005	XGBoost	diff
0.6867521367521368	Otu00008	XGBoost	xgboost_dt
0.6829059829059829	Otu00012	XGBoost	xgboost_rf
0.6901709401709402	Otu00014	XGBoost	diff
0.67008547008547	Otu00018	XGBoost	diff
0.6884615384615385	Otu00023	XGBoost	diff
0.6709401709401709	Otu00050	XGBoost	rbf_xgboost
0.6901709401709402	Otu00056	XGBoost	diff
0.6837606837606838	Otu00058	XGBoost	three
0.6837606837606838	Otu00091	XGBoost	diff
0.6807692307692308	Otu00110	XGBoost	three
0.6833333333333333	Otu00199	XGBoost	diff
0.67008547008547	Otu00361	XGBoost	xgboost_rf
0.638034188034188	Otu00367	XGBoost	three
0.6854700854700855	Otu00379	XGBoost	diff
0.6794871794871795	Otu00477	XGBoost	xgboost_rf
0.6871794871794872	Otu00742	XGBoost	rbf_xgboost
0.6709401709401709	Otu00822	XGBoost	four
0.6576923076923077	Otu00002	XGBoost	xgboost_rf
0.6709401709401709	Otu00004	XGBoost	diff
0.6688034188034188	Otu00005	XGBoost	diff
0.6623931623931624	Otu00008	XGBoost	xgboost_dt
0.6542735042735043	Otu00012	XGBoost	xgboost_rf
0.6709401709401709	Otu00014	XGBoost	diff
0.6662393162393162	Otu00018	XGBoost	diff
0.6692307692307692	Otu00023	XGBoost	diff
0.6487179487179487	Otu00050	XGBoost	rbf_xgboost
0.6722222222222222	Otu00056	XGBoost	diff
0.6743589743589744	Otu00058	XGBoost	three
0.6717948717948717	Otu00091	XGBoost	diff
0.6675213675213675	Otu00110	XGBoost	three
0.6658119658119658	Otu00199	XGBoost	diff
0.6555555555555556	Otu00361	XGBoost	xgboost_rf
0.6512820512820513	Otu00367	XGBoost	three
0.658974358974359	Otu00379	XGBoost	diff
0.673076923076923	Otu00477	XGBoost	xgboost_rf
0.6722222222222222	Otu00742	XGBoost	rbf_xgboost
0.6435897435897435	Otu00822	XGBoost	four
0.6679487179487179	Otu00002	XGBoost	xgboost_rf
0.6717948717948717	Otu00004	XGBoost	diff
0.6679487179487179	Otu00005	XGBoost	diff
0.6628205128205128	Otu00008	XGBoost	xgboost_dt
0.6752136752136753	Otu00012	XGBoost	xgboost_rf
0.6752136752136753	Otu00014	XGBoost	diff
0.6816239316239316	Otu00018	XGBoost	diff
0.6816239316239316	Otu00023	XGBoost	diff
0.673076923076923	Otu00050	XGBoost	rbf_xgboost
0.6905982905982906	Otu00056	XGBoost	diff
0.6606837606837607	Otu00058	XGBoost	three
0.6773504273504274	Otu00091	XGBoost	diff
0.6974358974358974	Otu00110	XGBoost	three
0.685042735042735	Otu00199	XGBoost	diff
0.6658119658119658	Otu00361	XGBoost	xgboost_rf
0.6200854700854701	Otu00367	XGBoost	three
0.6777777777777778	Otu00379	XGBoost	diff
0.6696581196581196	Otu00477	XGBoost	xgboost_rf
