key	mean_weights	sd_weights
Otu01239	0.12404275897126733	0.09787782358821706
Otu00659	0.11208211751881428	0.07625384836867513
Otu00742	0.11098546247996692	0.08413887707300373
Otu00012	0.11049598179991346	0.0729793318217572
Otu00015	-0.1069287140924987	0.07912946411379794
Otu00008	0.10681533796240425	0.0673879651696272
Otu00768	-0.10541116433797124	0.045963591053695296
Otu00050	-0.10436444819848821	0.07941817049716816
Otu00056	0.10160756938916118	0.10107232136250409
Otu00822	-0.10081210726944494	0.06005073041631958
