new_auc	names	model
0.6076923076923076	Otu00008	L1_Linear_SVM
0.6094017094017095	Otu00012	L1_Linear_SVM
0.6089743589743589	Otu00013	L1_Linear_SVM
0.614957264957265	Otu00017	L1_Linear_SVM
0.6286324786324786	Otu00050	L1_Linear_SVM
0.611111111111111	Otu00072	L1_Linear_SVM
0.5952991452991453	Otu00092	L1_Linear_SVM
0.6094017094017095	Otu00367	L1_Linear_SVM
0.611965811965812	Otu00426	L1_Linear_SVM
0.6012820512820513	Otu00477	L1_Linear_SVM
0.5978632478632478	Otu00609	L1_Linear_SVM
0.6047008547008547	Otu00629	L1_Linear_SVM
0.5927350427350427	Otu00659	L1_Linear_SVM
0.6145299145299146	Otu00742	L1_Linear_SVM
0.6034188034188034	Otu00822	L1_Linear_SVM
0.608974358974359	Otu00958	L1_Linear_SVM
0.6094017094017095	Otu00991	L1_Linear_SVM
0.5901709401709402	Otu01212	L1_Linear_SVM
0.6299145299145299	Otu01239	L1_Linear_SVM
0.6128205128205129	Otu01667	L1_Linear_SVM
0.5961538461538461	Otu00008	L1_Linear_SVM
0.594017094017094	Otu00012	L1_Linear_SVM
0.6	Otu00013	L1_Linear_SVM
0.5944444444444444	Otu00017	L1_Linear_SVM
0.6286324786324786	Otu00050	L1_Linear_SVM
0.597008547008547	Otu00072	L1_Linear_SVM
0.5884615384615385	Otu00092	L1_Linear_SVM
0.594017094017094	Otu00367	L1_Linear_SVM
0.5782051282051281	Otu00426	L1_Linear_SVM
0.5987179487179487	Otu00477	L1_Linear_SVM
0.5927350427350427	Otu00609	L1_Linear_SVM
0.5918803418803419	Otu00629	L1_Linear_SVM
0.5957264957264957	Otu00659	L1_Linear_SVM
0.5876068376068376	Otu00742	L1_Linear_SVM
0.5854700854700855	Otu00822	L1_Linear_SVM
0.5641025641025641	Otu00958	L1_Linear_SVM
0.6004273504273504	Otu00991	L1_Linear_SVM
0.6042735042735042	Otu01212	L1_Linear_SVM
0.5884615384615385	Otu01239	L1_Linear_SVM
0.6	Otu01667	L1_Linear_SVM
0.6230769230769231	Otu00008	L1_Linear_SVM
0.6222222222222222	Otu00012	L1_Linear_SVM
0.6547008547008547	Otu00013	L1_Linear_SVM
0.6495726495726496	Otu00017	L1_Linear_SVM
0.652991452991453	Otu00050	L1_Linear_SVM
0.6542735042735043	Otu00072	L1_Linear_SVM
0.6478632478632479	Otu00092	L1_Linear_SVM
0.6478632478632479	Otu00367	L1_Linear_SVM
0.6273504273504273	Otu00426	L1_Linear_SVM
0.6542735042735043	Otu00477	L1_Linear_SVM
0.6282051282051282	Otu00609	L1_Linear_SVM
0.638034188034188	Otu00629	L1_Linear_SVM
0.644017094017094	Otu00659	L1_Linear_SVM
0.6495726495726496	Otu00742	L1_Linear_SVM
0.6235042735042735	Otu00822	L1_Linear_SVM
0.6371794871794871	Otu00958	L1_Linear_SVM
0.6423076923076922	Otu00991	L1_Linear_SVM
0.6474358974358975	Otu01212	L1_Linear_SVM
0.6235042735042735	Otu01239	L1_Linear_SVM
0.6461538461538462	Otu01667	L1_Linear_SVM
0.5995726495726496	Otu00008	L1_Linear_SVM
0.6072649572649572	Otu00012	L1_Linear_SVM
0.5897435897435898	Otu00013	L1_Linear_SVM
0.5905982905982906	Otu00017	L1_Linear_SVM
0.5820512820512821	Otu00050	L1_Linear_SVM
0.6230769230769231	Otu00072	L1_Linear_SVM
0.5957264957264957	Otu00092	L1_Linear_SVM
0.597008547008547	Otu00367	L1_Linear_SVM
0.5884615384615385	Otu00426	L1_Linear_SVM
0.5863247863247864	Otu00477	L1_Linear_SVM
0.588034188034188	Otu00609	L1_Linear_SVM
0.5739316239316239	Otu00629	L1_Linear_SVM
0.5824786324786325	Otu00659	L1_Linear_SVM
0.6059829059829059	Otu00742	L1_Linear_SVM
0.5739316239316239	Otu00822	L1_Linear_SVM
0.5995726495726496	Otu00958	L1_Linear_SVM
0.5995726495726496	Otu00991	L1_Linear_SVM
0.5871794871794872	Otu01212	L1_Linear_SVM
0.5564102564102564	Otu01239	L1_Linear_SVM
0.5769230769230769	Otu01667	L1_Linear_SVM
0.6064102564102564	Otu00008	L1_Linear_SVM
0.6076923076923076	Otu00012	L1_Linear_SVM
0.6076923076923076	Otu00013	L1_Linear_SVM
0.6192307692307693	Otu00017	L1_Linear_SVM
0.6307692307692307	Otu00050	L1_Linear_SVM
0.617948717948718	Otu00072	L1_Linear_SVM
0.5931623931623932	Otu00092	L1_Linear_SVM
0.5901709401709402	Otu00367	L1_Linear_SVM
0.6111111111111112	Otu00426	L1_Linear_SVM
0.611111111111111	Otu00477	L1_Linear_SVM
0.5995726495726496	Otu00609	L1_Linear_SVM
0.5957264957264957	Otu00629	L1_Linear_SVM
0.6115384615384616	Otu00659	L1_Linear_SVM
0.5948717948717949	Otu00742	L1_Linear_SVM
