	level_1	AUC
0	Cross-validation	0.8365384615384615
0	Testing	0.7293906810035843
1	Cross-validation	0.7160493827160493
1	Testing	0.800620292423571
2	Cross-validation	0.7080610021786492
2	Testing	0.7060931899641576
3	Cross-validation	0.7864923747276688
3	Testing	0.6811791383219955
4	Cross-validation	0.7400145243282498
4	Testing	0.8023310023310023
5	Cross-validation	0.7671703296703296
5	Testing	0.7376023110255175
6	Cross-validation	0.7777777777777777
6	Testing	0.7897435897435896
7	Cross-validation	0.7792302106027597
7	Testing	0.7575757575757576
8	Cross-validation	0.8053740014524328
8	Testing	0.7531234382808596
9	Cross-validation	0.7044299201161945
9	Testing	0.7417249417249416
10	Cross-validation	0.7321428571428572
10	Testing	0.800189393939394
11	Cross-validation	0.7182280319535221
11	Testing	0.8106617647058824
12	Cross-validation	0.729121278140886
12	Testing	0.8024509803921568
13	Cross-validation	0.8177196804647785
13	Testing	0.7519274376417233
14	Cross-validation	0.7131445170660857
14	Testing	0.7794871794871794
15	Cross-validation	0.6875
15	Testing	0.7224264705882354
16	Cross-validation	0.7342047930283223
16	Testing	0.7206439393939393
17	Cross-validation	0.7501815541031227
17	Testing	0.7123543123543123
18	Cross-validation	0.700072621641249
18	Testing	0.7527691626052282
19	Cross-validation	0.7392883079157588
19	Testing	0.7392156862745097
20	Cross-validation	0.7163461538461539
20	Testing	0.7575757575757576
21	Cross-validation	0.7211328976034858
21	Testing	0.7491254372813594
22	Cross-validation	0.8228031953522149
22	Testing	0.7691626052281789
23	Cross-validation	0.8191721132897604
23	Testing	0.8134191176470589
24	Cross-validation	0.7799564270152506
24	Testing	0.7651960784313726
25	Cross-validation	0.7364672364672364
26	Cross-validation	0.7934472934472934
27	Cross-validation	0.6768336964415396
28	Cross-validation	0.74800290486565
29	Cross-validation	0.7262164124909223
30	Cross-validation	0.8155270655270657
31	Cross-validation	0.7927350427350427
32	Cross-validation	0.7334785766158315
33	Cross-validation	0.7944807552650691
34	Cross-validation	0.7806826434277414
35	Cross-validation	0.745014245014245
36	Cross-validation	0.6367521367521368
37	Cross-validation	0.8017429193899782
38	Cross-validation	0.7857661583151778
39	Cross-validation	0.793754538852578
40	Cross-validation	0.7378917378917378
41	Cross-validation	0.8376068376068376
42	Cross-validation	0.7494553376906318
43	Cross-validation	0.747276688453159
44	Cross-validation	0.7349310094408134
45	Cross-validation	0.7735042735042735
46	Cross-validation	0.7841880341880342
47	Cross-validation	0.7167755991285403
48	Cross-validation	0.7639796659404502
49	Cross-validation	0.7930283224400871
50	Cross-validation	0.8756868131868132
51	Cross-validation	0.7705156136528686
52	Cross-validation	0.7930283224400871
53	Cross-validation	0.7116920842411039
54	Cross-validation	0.8286129266521424
55	Cross-validation	0.779532967032967
56	Cross-validation	0.8053740014524329
57	Cross-validation	0.832244008714597
58	Cross-validation	0.8097312999273784
59	Cross-validation	0.7523602033405955
60	Cross-validation	0.7733516483516484
61	Cross-validation	0.8707334785766158
62	Cross-validation	0.8097312999273784
63	Cross-validation	0.7443718228031954
64	Cross-validation	0.7683369644153959
65	Cross-validation	0.7177197802197802
66	Cross-validation	0.8707334785766159
67	Cross-validation	0.8126361655773421
68	Cross-validation	0.692084241103849
69	Cross-validation	0.8053740014524328
70	Cross-validation	0.8646978021978022
71	Cross-validation	0.7603485838779956
72	Cross-validation	0.803921568627451
