key	mean_weights	sd_weights
Otu00822	-1.2130382046378572	0.4496685909387671
Otu01239	1.0256765664265588	0.3313852796984379
Otu00426	0.9873429000844282	0.47110134739762194
Otu00609	-0.8704529860331279	0.3928668304372602
Otu01212	0.8298815305421277	0.3249685550127281
Otu00367	0.7884477001804108	0.46059992442904296
Otu00072	0.778483637378677	0.42260003047666
Otu00629	-0.7127639215648198	0.3231068249790899
Otu00008	0.6892489327870361	0.3320374526202234
Otu00991	-0.6830670395691519	0.41193573049681076
