key	mean_weights	sd_weights
fit_result	2.06473560103723	0.937236389603193
Otu01239	0.6013239535775602	0.3046853949872329
Otu00742	0.5530456791133719	0.29243500949117474
Otu00008	0.5311366363807338	0.27162028778162534
Otu00659	0.5294698702309566	0.27619597600895684
Otu00015	-0.5223745524459683	0.26984133746699324
Otu00050	-0.48282249987393755	0.2690795507043186
Otu00012	0.44624095719985735	0.2262230578796664
Otu00609	-0.4446129803901255	0.22297190708371814
Otu00056	0.44216277786560565	0.2613950417112925
