new_auc	names	model	common_otus
0.6837606837606838	Otu00002	XGBoost	diff
0.7094017094017094	Otu00050	XGBoost	diff
0.6905982905982906	Otu00058	XGBoost	same2
0.6995726495726495	Otu00091	XGBoost	diff
0.6952991452991453	Otu00110	XGBoost	same3
0.6961538461538461	Otu00199	XGBoost	diff
0.66709401709401706	Otu00361	XGBoost	same6
0.658974358974359	Otu00367	XGBoost	same1
0.6935897435897436	Otu00477	XGBoost	same5
0.685042735042735	Otu00822	XGBoost	same7
0.7423076923076923	Otu00002	XGBoost	diff
0.7474358974358974	Otu00050	XGBoost	diff
0.7393162393162394	Otu00058	XGBoost	same2
0.7534188034188034	Otu00091	XGBoost	diff
0.7346153846153846	Otu00110	XGBoost	same3
0.7517094017094017	Otu00199	XGBoost	diff
0.7431623931623932	Otu00361	XGBoost	same6
0.7384615384615384	Otu00367	XGBoost	same1
0.7474358974358974	Otu00477	XGBoost	same5
0.7397435897435898	Otu00822	XGBoost	same7
0.7025641025641025	Otu00002	XGBoost	diff
0.6893162393162393	Otu00050	XGBoost	diff
0.6905982905982906	Otu00058	XGBoost	same2
0.7059829059829059	Otu00091	XGBoost	diff
0.7145299145299145	Otu00110	XGBoost	same3
0.7132478632478633	Otu00199	XGBoost	diff
0.6991452991452991	Otu00361	XGBoost	same6
0.6841880341880342	Otu00367	XGBoost	same1
0.7012820512820512	Otu00477	XGBoost	same5
0.7004273504273504	Otu00822	XGBoost	same7
0.6303418803418803	Otu00002	XGBoost	diff
0.6363247863247863	Otu00050	XGBoost	diff
0.5884615384615385	Otu00058	XGBoost	same2
0.6418803418803418	Otu00091	XGBoost	diff
0.6324786324786325	Otu00110	XGBoost	same3
0.6461538461538462	Otu00199	XGBoost	diff
0.638034188034188	Otu00361	XGBoost	same6
0.6337606837606837	Otu00367	XGBoost	same1
0.635042735042735	Otu00477	XGBoost	same5
0.6316239316239316	Otu00822	XGBoost	same7
0.6679487179487179	Otu00002	XGBoost	diff
0.6491452991452992	Otu00050	XGBoost	diff
0.6547008547008547	Otu00058	XGBoost	same2
0.6628205128205128	Otu00091	XGBoost	diff
0.6222222222222222	Otu00110	XGBoost	same3
0.6658119658119658	Otu00199	XGBoost	diff
0.6555555555555556	Otu00361	XGBoost	same6
0.6384615384615384	Otu00367	XGBoost	same1
0.6444444444444444	Otu00477	XGBoost	same5
0.6354700854700854	Otu00822	XGBoost	same7
0.7012820512820512	Otu00002	XGBoost	diff
0.7042735042735042	Otu00050	XGBoost	diff
0.6923076923076923	Otu00058	XGBoost	same2
0.7059829059829059	Otu00091	XGBoost	diff
0.711111111111111	Otu00110	XGBoost	same3
0.7076923076923076	Otu00199	XGBoost	diff
0.7076923076923076	Otu00361	XGBoost	same6
0.714957264957265	Otu00367	XGBoost	same1
0.7094017094017094	Otu00477	XGBoost	same5
0.708119658119658	Otu00822	XGBoost	same7
0.726068376068376	Otu00002	XGBoost	diff
0.7192307692307692	Otu00050	XGBoost	diff
0.7243589743589743	Otu00058	XGBoost	same2
0.7243589743589743	Otu00091	XGBoost	diff
0.7226495726495726	Otu00110	XGBoost	same3
0.7346153846153846	Otu00199	XGBoost	diff
0.7427350427350428	Otu00361	XGBoost	same6
0.7247863247863248	Otu00367	XGBoost	same1
0.7303418803418803	Otu00477	XGBoost	same5
0.7239316239316239	Otu00822	XGBoost	same7
0.6512820512820513	Otu00002	XGBoost	diff
0.6722222222222222	Otu00050	XGBoost	diff
0.6846153846153846	Otu00058	XGBoost	same2
0.6649572649572649	Otu00091	XGBoost	diff
0.6611111111111111	Otu00110	XGBoost	same3
0.6572649572649573	Otu00199	XGBoost	diff
0.6252136752136752	Otu00361	XGBoost	same6
0.6598290598290598	Otu00367	XGBoost	same1
0.6623931623931624	Otu00477	XGBoost	same5
0.6188034188034188	Otu00822	XGBoost	same7
0.6482905982905983	Otu00002	XGBoost	diff
0.6418803418803418	Otu00050	XGBoost	diff
0.6196581196581197	Otu00058	XGBoost	same2
0.6542735042735043	Otu00091	XGBoost	diff
0.6200854700854701	Otu00110	XGBoost	same3
0.6542735042735043	Otu00199	XGBoost	diff
0.6427350427350427	Otu00361	XGBoost	same6
0.6401709401709401	Otu00367	XGBoost	same1
0.6705128205128205	Otu00477	XGBoost	same5
0.6452991452991453	Otu00822	XGBoost	same7
0.629059829059829	Otu00002	XGBoost	diff
0.6564102564102564	Otu00050	XGBoost	diff
0.6692307692307692	Otu00058	XGBoost	same2
0.6576923076923077	Otu00091	XGBoost	diff
0.6521367521367522	Otu00110	XGBoost	same3
0.6512820512820513	Otu00199	XGBoost	diff
0.6401709401709401	Otu00361	XGBoost	same6
0.6072649572649572	Otu00367	XGBoost	same1
0.6572649572649573	Otu00477	XGBoost	same5
0.6632478632478632	Otu00822	XGBoost	same7
0.694017094017094	Otu00002	XGBoost	diff
0.6987179487179487	Otu00050	XGBoost	diff
0.6675213675213675	Otu00058	XGBoost	same2
0.7029914529914529	Otu00091	XGBoost	diff
0.6974358974358974	Otu00110	XGBoost	same3
0.7042735042735042	Otu00199	XGBoost	diff
0.7051282051282051	Otu00361	XGBoost	same6
0.6726495726495726	Otu00367	XGBoost	same1
0.6935897435897436	Otu00477	XGBoost	same5
0.7068376068376068	Otu00822	XGBoost	same7
0.6598290598290598	Otu00002	XGBoost	diff
0.6696581196581196	Otu00050	XGBoost	diff
0.6521367521367522	Otu00058	XGBoost	same2
0.6747863247863247	Otu00091	XGBoost	diff
0.6602564102564102	Otu00110	XGBoost	same3
0.6747863247863247	Otu00199	XGBoost	diff
0.6722222222222222	Otu00361	XGBoost	same6
0.6504273504273504	Otu00367	XGBoost	same1
0.6841880341880342	Otu00477	XGBoost	same5
0.6799145299145298	Otu00822	XGBoost	same7
0.6115384615384615	Otu00002	XGBoost	diff
0.5961538461538461	Otu00050	XGBoost	diff
0.5773504273504273	Otu00058	XGBoost	same2
0.6021367521367521	Otu00091	XGBoost	diff
0.5952991452991453	Otu00110	XGBoost	same3
0.6064102564102564	Otu00199	XGBoost	diff
0.6081196581196581	Otu00361	XGBoost	same6
0.6012820512820513	Otu00367	XGBoost	same1
0.597008547008547	Otu00477	XGBoost	same5
0.5893162393162393	Otu00822	XGBoost	same7
0.6876068376068376	Otu00002	XGBoost	diff
0.6709401709401709	Otu00050	XGBoost	diff
0.6837606837606838	Otu00058	XGBoost	same2
0.6837606837606838	Otu00091	XGBoost	diff
0.6807692307692308	Otu00110	XGBoost	same3
0.6833333333333333	Otu00199	XGBoost	diff
