	level_1	AUC
0	Cross-validation	0.7277992277992278
0	Testing	0.7228260869565218
1	Cross-validation	0.68983268983269
1	Testing	0.572742474916388
2	Cross-validation	0.7921492921492922
2	Testing	0.705685618729097
3	Cross-validation	0.7817460317460317
3	Testing	0.7111204013377925
4	Cross-validation	0.7960704607046071
4	Testing	0.6438127090301003
5	Cross-validation	0.6081081081081081
5	Testing	0.6496655518394648
6	Cross-validation	0.7985842985842986
6	Testing	0.6417224080267558
7	Cross-validation	0.8043758043758045
7	Testing	0.6889632107023411
8	Cross-validation	0.8353174603174602
8	Testing	0.693979933110368
9	Cross-validation	0.7215447154471544
9	Testing	0.7040133779264214
10	Cross-validation	0.7483912483912485
10	Testing	0.6596989966555183
11	Cross-validation	0.7458172458172458
11	Testing	0.6258361204013377
12	Cross-validation	0.7342342342342343
12	Testing	0.6989966555183946
13	Cross-validation	0.7347883597883598
13	Testing	0.7081939799331104
14	Cross-validation	0.7540650406504065
14	Testing	0.6826923076923076
15	Cross-validation	0.7046332046332047
15	Testing	0.681438127090301
16	Cross-validation	0.9066924066924067
16	Testing	0.6279264214046824
17	Cross-validation	0.6981981981981982
17	Testing	0.6567725752508361
18	Cross-validation	0.6567460317460317
18	Testing	0.6325250836120402
19	Cross-validation	0.8082655826558265
19	Testing	0.7801003344481605
20	Cross-validation	0.6731016731016731
20	Testing	0.6304347826086957
21	Cross-validation	0.7631917631917633
21	Testing	0.7516722408026756
22	Cross-validation	0.7934362934362934
22	Testing	0.6868729096989966
23	Cross-validation	0.7552910052910052
23	Testing	0.6584448160535116
24	Cross-validation	0.779810298102981
24	Testing	0.7566889632107024
25	Cross-validation	0.7696267696267697
25	Testing	0.6601170568561873
26	Cross-validation	0.7245817245817245
26	Testing	0.697742474916388
27	Cross-validation	0.7631917631917632
27	Testing	0.6254180602006688
28	Cross-validation	0.6832010582010581
28	Testing	0.7416387959866221
29	Cross-validation	0.7967479674796748
29	Testing	0.7069397993311036
30	Cross-validation	0.7754182754182755
30	Testing	0.7491638795986622
31	Cross-validation	0.7374517374517375
31	Testing	0.6446488294314382
32	Cross-validation	0.796010296010296
32	Testing	0.6099498327759197
33	Cross-validation	0.6937830687830687
33	Testing	0.6764214046822743
34	Cross-validation	0.7093495934959348
34	Testing	0.6584448160535117
35	Cross-validation	0.7606177606177607
35	Testing	0.7090301003344481
36	Cross-validation	0.7329472329472331
36	Testing	0.6383779264214047
37	Cross-validation	0.7335907335907337
37	Testing	0.7479096989966555
38	Cross-validation	0.8075396825396826
38	Testing	0.6195652173913044
39	Cross-validation	0.7249322493224932
39	Testing	0.6743311036789297
40	Cross-validation	0.7368082368082368
40	Testing	0.718227424749164
41	Cross-validation	0.7651222651222652
41	Testing	0.6822742474916388
42	Cross-validation	0.7722007722007722
42	Testing	0.6877090301003344
43	Cross-validation	0.7810846560846562
43	Testing	0.7077759197324415
44	Cross-validation	0.679539295392954
44	Testing	0.6760033444816054
45	Cross-validation	0.7483912483912485
45	Testing	0.6555183946488294
46	Cross-validation	0.790862290862291
46	Testing	0.6856187290969901
47	Cross-validation	0.7664092664092664
47	Testing	0.6408862876254181
48	Cross-validation	0.828042328042328
48	Testing	0.6580267558528429
49	Cross-validation	0.6327913279132791
49	Testing	0.7094481605351171
50	Cross-validation	0.7792792792792794
50	Testing	0.7190635451505016
51	Cross-validation	0.7020592020592021
51	Testing	0.8097826086956522
52	Cross-validation	0.7483912483912485
52	Testing	0.6362876254180602
53	Cross-validation	0.6507936507936507
53	Testing	0.6258361204013377
54	Cross-validation	0.758130081300813
54	Testing	0.6124581939799331
55	Cross-validation	0.6981981981981982
55	Testing	0.7002508361204013
56	Cross-validation	0.7651222651222652
56	Testing	0.5961538461538461
57	Cross-validation	0.7123552123552125
57	Testing	0.6956521739130435
58	Cross-validation	0.6937830687830688
58	Testing	0.6722408026755853
59	Cross-validation	0.8665311653116531
59	Testing	0.6956521739130435
60	Cross-validation	0.7232947232947233
60	Testing	0.6843645484949833
61	Cross-validation	0.7007722007722008
61	Testing	0.5948996655518395
62	Cross-validation	0.6518661518661519
62	Testing	0.6417224080267558
63	Cross-validation	0.8571428571428572
63	Testing	0.7533444816053512
64	Cross-validation	0.7323848238482384
64	Testing	0.6350334448160534
65	Cross-validation	0.777992277992278
65	Testing	0.6793478260869565
66	Cross-validation	0.7741312741312742
66	Testing	0.6768394648829431
67	Cross-validation	0.6512226512226512
67	Testing	0.7132107023411371
68	Cross-validation	0.771164021164021
68	Testing	0.7186454849498327
69	Cross-validation	0.7350948509485095
69	Testing	0.685200668896321
70	Cross-validation	0.752895752895753
70	Testing	0.689799331103679
71	Cross-validation	0.777992277992278
71	Testing	0.705685618729097
72	Cross-validation	0.7773487773487774
72	Testing	0.68938127090301
73	Cross-validation	0.7030423280423281
73	Testing	0.6885451505016723
74	Cross-validation	0.6863143631436315
74	Testing	0.6659698996655519
75	Cross-validation	0.7496782496782497
75	Testing	0.5877926421404682
76	Cross-validation	0.7213642213642214
76	Testing	0.7591973244147157
77	Cross-validation	0.7837837837837839
77	Testing	0.6739130434782609
78	Cross-validation	0.7063492063492063
78	Testing	0.681438127090301
79	Cross-validation	0.7953929539295392
79	Testing	0.7529264214046822
80	Cross-validation	0.7722007722007722
80	Testing	0.7127926421404682
81	Cross-validation	0.6492921492921493
81	Testing	0.7545986622073577
82	Cross-validation	0.7323037323037324
82	Testing	0.6387959866220736
83	Cross-validation	0.6845238095238095
83	Testing	0.6693143812709029
84	Cross-validation	0.802168021680217
84	Testing	0.7462374581939799
85	Cross-validation	0.6640926640926641
85	Testing	0.6743311036789299
86	Cross-validation	0.7985842985842986
86	Testing	0.6609531772575251
87	Cross-validation	0.7696267696267697
87	Testing	0.6367056856187291
88	Cross-validation	0.7162698412698413
88	Testing	0.7169732441471571
89	Cross-validation	0.7357723577235772
89	Testing	0.6362876254180602
90	Cross-validation	0.7451737451737452
90	Testing	0.7182274247491639
91	Cross-validation	0.7001287001287001
91	Testing	0.625
92	Cross-validation	0.7850707850707852
92	Testing	0.6655518394648829
93	Cross-validation	0.6653439153439153
93	Testing	0.6475752508361203
94	Cross-validation	0.7581300813008129
94	Testing	0.737876254180602
95	Cross-validation	0.6924066924066924
95	Testing	0.6889632107023412
96	Cross-validation	0.7734877734877735
96	Testing	0.6555183946488294
97	Cross-validation	0.7567567567567568
97	Testing	0.6120401337792643
98	Cross-validation	0.7281746031746033
98	Testing	0.6563545150501672
99	Cross-validation	0.693089430894309
99	Testing	0.5714882943143813
100	Cross-validation	0.7046332046332047
101	Cross-validation	0.7175032175032175
102	Cross-validation	0.7078507078507079
103	Cross-validation	0.7003968253968254
104	Cross-validation	0.7093495934959348
105	Cross-validation	0.7400257400257401
106	Cross-validation	0.7837837837837839
107	Cross-validation	0.6203346203346203
108	Cross-validation	0.7731481481481481
109	Cross-validation	0.6842818428184281
110	Cross-validation	0.6763191763191764
111	Cross-validation	0.7516087516087516
112	Cross-validation	0.7342342342342343
113	Cross-validation	0.6421957671957672
114	Cross-validation	0.7750677506775068
115	Cross-validation	0.667953667953668
116	Cross-validation	0.732947232947233
117	Cross-validation	0.694980694980695
118	Cross-validation	0.7592592592592593
119	Cross-validation	0.7479674796747968
120	Cross-validation	0.64993564993565
121	Cross-validation	0.725868725868726
122	Cross-validation	0.7084942084942085
123	Cross-validation	0.7645502645502646
124	Cross-validation	0.701219512195122
125	Cross-validation	0.805019305019305
126	Cross-validation	0.7831402831402832
127	Cross-validation	0.6628056628056629
128	Cross-validation	0.6726190476190476
129	Cross-validation	0.7018970189701897
130	Cross-validation	0.7252252252252253
131	Cross-validation	0.7522522522522523
132	Cross-validation	0.6480051480051481
133	Cross-validation	0.8068783068783069
134	Cross-validation	0.752710027100271
135	Cross-validation	0.7522522522522522
136	Cross-validation	0.7065637065637066
137	Cross-validation	0.6782496782496782
138	Cross-validation	0.7420634920634921
139	Cross-validation	0.725609756097561
140	Cross-validation	0.7702702702702703
141	Cross-validation	0.6550836550836552
142	Cross-validation	0.6891891891891891
143	Cross-validation	0.7486772486772487
144	Cross-validation	0.7472899728997289
145	Cross-validation	0.7374517374517374
146	Cross-validation	0.7265122265122265
147	Cross-validation	0.6885456885456885
148	Cross-validation	0.707010582010582
149	Cross-validation	0.7283197831978321
150	Cross-validation	0.7046332046332047
151	Cross-validation	0.7245817245817247
152	Cross-validation	0.8204633204633205
153	Cross-validation	0.75
154	Cross-validation	0.7621951219512195
155	Cross-validation	0.7149292149292149
156	Cross-validation	0.6956241956241958
157	Cross-validation	0.7882882882882882
158	Cross-validation	0.8240740740740741
159	Cross-validation	0.7723577235772358
160	Cross-validation	0.7837837837837838
161	Cross-validation	0.7252252252252253
162	Cross-validation	0.7419562419562419
163	Cross-validation	0.7936507936507936
164	Cross-validation	0.7147696476964769
165	Cross-validation	0.7162162162162162
166	Cross-validation	0.7850707850707851
167	Cross-validation	0.777992277992278
168	Cross-validation	0.789021164021164
169	Cross-validation	0.6883468834688347
170	Cross-validation	0.745817245817246
171	Cross-validation	0.7445302445302446
172	Cross-validation	0.8384813384813385
173	Cross-validation	0.7076719576719577
174	Cross-validation	0.7784552845528456
175	Cross-validation	0.6911196911196912
176	Cross-validation	0.7239382239382239
177	Cross-validation	0.7535392535392536
178	Cross-validation	0.7903439153439153
179	Cross-validation	0.8075880758807588
180	Cross-validation	0.7226512226512227
181	Cross-validation	0.7155727155727156
182	Cross-validation	0.6981981981981982
183	Cross-validation	0.7506613756613757
184	Cross-validation	0.7323848238482384
185	Cross-validation	0.7831402831402832
186	Cross-validation	0.6287001287001287
187	Cross-validation	0.7876447876447876
188	Cross-validation	0.7824074074074073
189	Cross-validation	0.8455284552845529
190	Cross-validation	0.7387387387387387
191	Cross-validation	0.7496782496782496
192	Cross-validation	0.7483912483912484
193	Cross-validation	0.78505291005291
194	Cross-validation	0.787940379403794
195	Cross-validation	0.8243243243243243
196	Cross-validation	0.7702702702702704
197	Cross-validation	0.7425997425997426
198	Cross-validation	0.7030423280423281
199	Cross-validation	0.7269647696476965
200	Cross-validation	0.8725868725868726
201	Cross-validation	0.7644787644787645
202	Cross-validation	0.7490347490347491
203	Cross-validation	0.7592592592592593
204	Cross-validation	0.7425474254742548
205	Cross-validation	0.6692406692406692
206	Cross-validation	0.7998712998712999
207	Cross-validation	0.7722007722007722
208	Cross-validation	0.7738095238095238
209	Cross-validation	0.7838753387533874
210	Cross-validation	0.6872586872586872
211	Cross-validation	0.7432432432432432
212	Cross-validation	0.8069498069498069
213	Cross-validation	0.8148148148148148
214	Cross-validation	0.7967479674796748
215	Cross-validation	0.7226512226512227
216	Cross-validation	0.7960102960102959
217	Cross-validation	0.7548262548262548
218	Cross-validation	0.7037037037037036
219	Cross-validation	0.768970189701897
220	Cross-validation	0.7451737451737452
221	Cross-validation	0.6480051480051481
222	Cross-validation	0.6975546975546976
223	Cross-validation	0.7195767195767195
224	Cross-validation	0.801490514905149
225	Cross-validation	0.7837837837837838
226	Cross-validation	0.7265122265122265
227	Cross-validation	0.7722007722007722
228	Cross-validation	0.7936507936507936
229	Cross-validation	0.6585365853658536
230	Cross-validation	0.7767052767052768
231	Cross-validation	0.6731016731016731
232	Cross-validation	0.7541827541827542
233	Cross-validation	0.7546296296296295
234	Cross-validation	0.7892953929539296
235	Cross-validation	0.7972972972972974
236	Cross-validation	0.7722007722007722
237	Cross-validation	0.676962676962677
238	Cross-validation	0.7817460317460317
239	Cross-validation	0.7134146341463415
240	Cross-validation	0.7438867438867439
241	Cross-validation	0.7380952380952381
242	Cross-validation	0.7039897039897041
243	Cross-validation	0.8148148148148149
244	Cross-validation	0.7181571815718157
245	Cross-validation	0.6988416988416988
246	Cross-validation	0.7812097812097812
247	Cross-validation	0.7155727155727156
248	Cross-validation	0.7552910052910052
249	Cross-validation	0.7337398373983739
250	Cross-validation	0.7786357786357786
251	Cross-validation	0.767052767052767
252	Cross-validation	0.7194337194337195
253	Cross-validation	0.6984126984126984
254	Cross-validation	0.741869918699187
255	Cross-validation	0.731016731016731
256	Cross-validation	0.6595881595881596
257	Cross-validation	0.7380952380952381
258	Cross-validation	0.7175925925925926
259	Cross-validation	0.771680216802168
260	Cross-validation	0.7882882882882883
261	Cross-validation	0.7824967824967826
262	Cross-validation	0.7374517374517374
263	Cross-validation	0.6917989417989417
264	Cross-validation	0.766260162601626
265	Cross-validation	0.6827541827541828
266	Cross-validation	0.6377091377091377
267	Cross-validation	0.7368082368082368
268	Cross-validation	0.7705026455026455
269	Cross-validation	0.7384823848238482
270	Cross-validation	0.7226512226512227
271	Cross-validation	0.6068211068211068
272	Cross-validation	0.7625482625482626
273	Cross-validation	0.7916666666666666
274	Cross-validation	0.7344173441734417
275	Cross-validation	0.6975546975546976
276	Cross-validation	0.7574002574002575
277	Cross-validation	0.7760617760617761
278	Cross-validation	0.8048941798941799
279	Cross-validation	0.5772357723577236
280	Cross-validation	0.7265122265122266
281	Cross-validation	0.7335907335907336
282	Cross-validation	0.6866151866151865
283	Cross-validation	0.7592592592592592
284	Cross-validation	0.763550135501355
285	Cross-validation	0.7207207207207207
286	Cross-validation	0.7934362934362934
287	Cross-validation	0.7850707850707851
288	Cross-validation	0.832010582010582
289	Cross-validation	0.6246612466124661
290	Cross-validation	0.8133848133848134
291	Cross-validation	0.6814671814671815
292	Cross-validation	0.6743886743886743
293	Cross-validation	0.7526455026455027
294	Cross-validation	0.752710027100271
295	Cross-validation	0.7561132561132561
296	Cross-validation	0.7934362934362935
297	Cross-validation	0.6801801801801802
298	Cross-validation	0.6990740740740741
299	Cross-validation	0.7737127371273712
300	Cross-validation	0.8127413127413128
301	Cross-validation	0.7792792792792793
302	Cross-validation	0.7850707850707852
303	Cross-validation	0.7705026455026455
304	Cross-validation	0.7025745257452575
305	Cross-validation	0.7824967824967826
306	Cross-validation	0.7664092664092663
307	Cross-validation	0.7155727155727156
308	Cross-validation	0.8181216931216931
309	Cross-validation	0.7161246612466124
310	Cross-validation	0.6853281853281854
311	Cross-validation	0.8011583011583012
312	Cross-validation	0.7413127413127414
313	Cross-validation	0.7837301587301587
314	Cross-validation	0.8536585365853658
315	Cross-validation	0.805019305019305
316	Cross-validation	0.7953667953667954
317	Cross-validation	0.8455598455598455
318	Cross-validation	0.6501322751322751
319	Cross-validation	0.7547425474254742
320	Cross-validation	0.7425997425997426
321	Cross-validation	0.6904761904761905
322	Cross-validation	0.8063063063063064
323	Cross-validation	0.7268518518518519
324	Cross-validation	0.877371273712737
325	Cross-validation	0.8249678249678251
326	Cross-validation	0.731016731016731
327	Cross-validation	0.7355212355212355
328	Cross-validation	0.781084656084656
329	Cross-validation	0.8313008130081301
330	Cross-validation	0.7844272844272844
331	Cross-validation	0.7483912483912485
332	Cross-validation	0.7297297297297298
333	Cross-validation	0.7341269841269842
334	Cross-validation	0.8204607046070462
335	Cross-validation	0.7567567567567568
336	Cross-validation	0.8166023166023166
337	Cross-validation	0.8835263835263836
338	Cross-validation	0.781084656084656
339	Cross-validation	0.7079945799457994
340	Cross-validation	0.7805662805662806
341	Cross-validation	0.7747747747747747
342	Cross-validation	0.7857142857142858
343	Cross-validation	0.8015873015873016
344	Cross-validation	0.7513550135501355
345	Cross-validation	0.7548262548262549
346	Cross-validation	0.732947232947233
347	Cross-validation	0.8088803088803089
348	Cross-validation	0.7334656084656084
349	Cross-validation	0.7628726287262872
350	Cross-validation	0.794079794079794
351	Cross-validation	0.7953667953667954
352	Cross-validation	0.8236808236808237
353	Cross-validation	0.6944444444444445
354	Cross-validation	0.6964769647696477
355	Cross-validation	0.7316602316602318
356	Cross-validation	0.7972972972972973
357	Cross-validation	0.6808236808236808
358	Cross-validation	0.8141534391534392
