"C","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model"
0.1,0.737458198616735,0.589804804804805,0.754645760743322,0.0430499128226646,0.0915307741524298,0.0705532114761736,"L2_Linear_SVM"
0.15,0.738076787588983,0.585480480480481,0.756631823461092,0.04231389025467,0.0898777668472249,0.0666199217812618,"L2_Linear_SVM"
0.3,0.738837312922679,0.583258258258258,0.758548199767712,0.0413136972421487,0.0833022360424639,0.0675013455639081,"L2_Linear_SVM"
1,0.738836685117173,0.585435435435435,0.761881533101045,0.0413880421679438,0.0835740568335292,0.0684192268414891,"L2_Linear_SVM"
0.1,0.715474141388776,0.579504504504505,0.732183507549361,0.0520323890442874,0.0751437220626815,0.0705896306087401,"L2_Linear_SVM"
0.15,0.714311628701873,0.577297297297297,0.719256678281069,0.0521457435879794,0.0740616095138603,0.0749912780467338,"L2_Linear_SVM"
0.3,0.711883494993251,0.567507507507508,0.730313588850174,0.0514848947025821,0.0734231508328113,0.0756635344564447,"L2_Linear_SVM"
1,0.711922462532219,0.568063063063063,0.728885017421603,0.0515488484374911,0.0779221460086403,0.0702784440406175,"L2_Linear_SVM"
0.1,0.728794029220858,0.579429429429429,0.727433217189315,0.0534431631162812,0.0812611917315453,0.0671074987734364,"L2_Linear_SVM"
0.15,0.72634809897005,0.573453453453453,0.726922183507549,0.054478456638466,0.0819509235167366,0.0731706903213577,"L2_Linear_SVM"
0.3,0.7201935297667,0.576156156156156,0.716864111498258,0.052707066924316,0.0823354204689947,0.0744662277210822,"L2_Linear_SVM"
1,0.720154876130486,0.578393393393393,0.713554006968641,0.05270960930334,0.0795978027842184,0.0687595701914518,"L2_Linear_SVM"
0.1,0.730125805247756,0.591696696696697,0.743461091753775,0.0555774527344318,0.0880385564454196,0.0869906499564879,"L2_Linear_SVM"
0.15,0.731627585773927,0.594444444444444,0.736202090592335,0.0572018314208032,0.0927165856608024,0.0922950792363477,"L2_Linear_SVM"
0.3,0.728554146480976,0.580345345345345,0.742450638792102,0.0589680398373789,0.0898830753141971,0.089077751687218,"L2_Linear_SVM"
1,0.728382354479915,0.58036036036036,0.742950058072009,0.0588700376514082,0.0943608312700193,0.0901607622768486,"L2_Linear_SVM"
0.1,0.717707245573099,0.583753753753754,0.732276422764228,0.0509871160706347,0.0857744974713724,0.0692145577953471,"L2_Linear_SVM"
0.15,0.717724388151217,0.576666666666667,0.727560975609756,0.0504714821305324,0.0834887686631981,0.0721853195655239,"L2_Linear_SVM"
0.3,0.717936350985131,0.574594594594595,0.73281068524971,0.0504018092299966,0.0800495086024033,0.0753545716001592,"L2_Linear_SVM"
1,0.717870012870013,0.571306306306306,0.737224157955865,0.0504056820999654,0.0768712463393002,0.0751318464389506,"L2_Linear_SVM"
0.1,0.748981167578729,0.606111111111111,0.757921022067364,0.0586895333567948,0.0814464983213446,0.0716943496986299,"L2_Linear_SVM"
0.15,0.74920254749523,0.598513513513514,0.753612078977933,0.0586071339515707,0.0820827455415189,0.0757380886586568,"L2_Linear_SVM"
0.3,0.74603998597901,0.593108108108108,0.748908246225319,0.0607612325078,0.0815050702358912,0.0783157368325535,"L2_Linear_SVM"
1,0.745936668375693,0.586606606606607,0.755598141695703,0.0609096612454135,0.0754052554247342,0.0842765953439536,"L2_Linear_SVM"
0.1,0.758767870658115,0.619624624624625,0.759779326364692,0.0544177674477386,0.0792604574949591,0.0890344247399025,"L2_Linear_SVM"
0.15,0.757340537401513,0.616276276276276,0.74548199767712,0.0535698090721615,0.0772669313023455,0.0868893603129142,"L2_Linear_SVM"
0.3,0.755618475618476,0.615705705705706,0.738269454123113,0.0511152403175192,0.0747213336794107,0.0848701006522573,"L2_Linear_SVM"
1,0.755618475618476,0.614129129129129,0.742067363530778,0.0511152403175192,0.0766466161184752,0.0822601439401305,"L2_Linear_SVM"
0.1,0.723034201448836,0.584204204204204,0.733554006968641,0.0498905062607079,0.0694454771849023,0.0735387703045945,"L2_Linear_SVM"
0.15,0.724394961163254,0.573843843843844,0.738339140534263,0.0508616623292075,0.0733734597698229,0.0780133918886797,"L2_Linear_SVM"
0.3,0.720505810688738,0.573303303303303,0.738873403019744,0.0510822004045177,0.076728552685299,0.0744501860476673,"L2_Linear_SVM"
1,0.720573857829955,0.57490990990991,0.742288037166086,0.0508948790019919,0.0831399746157954,0.0746762973134782,"L2_Linear_SVM"
0.1,0.733452808208906,0.577312312312312,0.74924506387921,0.0551759346569635,0.0769995256510339,0.0645562180018004,"L2_Linear_SVM"
0.15,0.732719705768486,0.579429429429429,0.746364692218351,0.0542651756607245,0.0654276639994823,0.073151123427889,"L2_Linear_SVM"
0.3,0.72739551398088,0.572867867867868,0.742520325203252,0.0527498871192782,0.0708947400629945,0.0666751737579014,"L2_Linear_SVM"
1,0.727460849351093,0.567987987987988,0.742473867595819,0.052717902372494,0.0750265149073662,0.0686769837611579,"L2_Linear_SVM"
0.1,0.716099435672606,0.540255255255255,0.740197444831591,0.0535480256712863,0.0769387616741485,0.071417142073772,"L2_Linear_SVM"
0.15,0.714271135246745,0.537567567567568,0.736840882694541,0.0550513601128607,0.0834696599716406,0.0659049675742956,"L2_Linear_SVM"
0.3,0.713761993701018,0.54027027027027,0.734006968641115,0.0569127069312846,0.0837704711921013,0.0720078540433144,"L2_Linear_SVM"
1,0.713774863713888,0.539189189189189,0.732508710801394,0.0569140884304531,0.0849965050637644,0.0700641285907889,"L2_Linear_SVM"
0.1,0.717002124075295,0.573783783783784,0.741567944250871,0.0501318162414241,0.0823059208812006,0.0879776362995165,"L2_Linear_SVM"
0.15,0.717011174938004,0.568303303303303,0.742102206736353,0.0493573352273028,0.0849984659742896,0.0861466340870903,"L2_Linear_SVM"
0.3,0.718573216073216,0.574339339339339,0.738269454123113,0.0468883947431456,0.0858777386163076,0.0791416134066613,"L2_Linear_SVM"
1,0.718598956098956,0.576486486486486,0.740174216027875,0.0468870672014079,0.081909827197888,0.0826890456134472,"L2_Linear_SVM"
0.1,0.723738206847963,0.604309309309309,0.733031358885017,0.0517636761174846,0.0944065875319348,0.0499124340251085,"L2_Linear_SVM"
0.15,0.721115026176002,0.594624624624625,0.735493612078978,0.0517328805234994,0.0907439804682754,0.0520420852435129,"L2_Linear_SVM"
0.3,0.721506454189381,0.589624624624625,0.742624854819977,0.0503727354970127,0.0907141784159309,0.0589199512474486,"L2_Linear_SVM"
1,0.721493584176511,0.588603603603604,0.74451800232288,0.0503763777581334,0.0950767803084198,0.0533427608395411,"L2_Linear_SVM"
0.1,0.722718075218075,0.568948948948949,0.740662020905923,0.0490484969917426,0.0859738373690743,0.0725836200935939,"L2_Linear_SVM"
0.15,0.721432251066397,0.568438438438438,0.740662020905923,0.0505928942827767,0.0870283385919544,0.0731071286643709,"L2_Linear_SVM"
0.3,0.719652282944966,0.572747747747748,0.74116144018583,0.0504151291818799,0.0896781826212546,0.0685203547767792,"L2_Linear_SVM"
1,0.719665152957836,0.573873873873874,0.742566782810685,0.0504086165558081,0.0926928868302954,0.0726801923888261,"L2_Linear_SVM"
0.1,0.744232926306097,0.586426426426426,0.772264808362369,0.0474425812976915,0.0836698828608394,0.0641272166523343,"L2_Linear_SVM"
0.15,0.744212540066199,0.595720720720721,0.765563298490128,0.0473539841229419,0.0866354191441955,0.0601110704488962,"L2_Linear_SVM"
0.3,0.742973966998357,0.593528528528529,0.76664343786295,0.048440670235602,0.0844811062261482,0.0604498325178439,"L2_Linear_SVM"
1,0.742986837011227,0.589204204204204,0.768943089430894,0.0484376883812254,0.0770545096308465,0.0674737447412838,"L2_Linear_SVM"
0.1,0.725982027323491,0.602822822822823,0.736922183507549,0.0514903593396577,0.0670686228234995,0.053604301708496,"L2_Linear_SVM"
0.15,0.732057458155019,0.597372372372372,0.736922183507549,0.0505096798489889,0.0694886762034194,0.0588207543812713,"L2_Linear_SVM"
0.3,0.734656851973925,0.594189189189189,0.738803716608595,0.0512465336326239,0.078138045867897,0.0628874428502748,"L2_Linear_SVM"
1,0.734722632039705,0.593663663663664,0.73931475029036,0.0512175252070596,0.0752146095596748,0.0588300860160479,"L2_Linear_SVM"
0.1,0.706819659380635,0.544564564564565,0.729512195121951,0.0492667851807433,0.0700458587354366,0.0686669696939371,"L2_Linear_SVM"
0.15,0.709885434214703,0.54457957957958,0.737700348432056,0.0476827048507505,0.0743110739632873,0.0676316405556875,"L2_Linear_SVM"
0.3,0.714280587207416,0.549519519519519,0.74205574912892,0.0494339685963646,0.0810518459002747,0.0711522928739481,"L2_Linear_SVM"
1,0.714293457220286,0.555495495495495,0.742508710801394,0.0494501206570005,0.0772044111569491,0.0737127611953984,"L2_Linear_SVM"
0.1,0.717526080087056,0.586846846846847,0.734483159117305,0.0546641671421949,0.0805006816700518,0.0653390336420964,"L2_Linear_SVM"
0.15,0.719339688120176,0.583558558558559,0.732648083623693,0.0549157844100663,0.0768857236039587,0.0669606945944157,"L2_Linear_SVM"
0.3,0.716172644770206,0.572627627627628,0.738815331010453,0.0572117832031342,0.0770128675765217,0.0713499097720855,"L2_Linear_SVM"
1,0.716223767321328,0.576546546546547,0.735981416957027,0.0571496975229652,0.0773690350324287,0.0656456205479689,"L2_Linear_SVM"
0.1,0.725708443635273,0.570645645645646,0.734146341463415,0.043890037207371,0.0758094027967943,0.0706013596459481,"L2_Linear_SVM"
0.15,0.72709111550575,0.567957957957958,0.73465737514518,0.0412531530056376,0.079375113862382,0.0697632884789,"L2_Linear_SVM"
0.3,0.725341648268478,0.568438438438438,0.731289198606272,0.0418144133230233,0.0743820065226144,0.0694864315554838,"L2_Linear_SVM"
1,0.725408588030539,0.571156156156156,0.729326364692218,0.0416731504084119,0.0730306751179936,0.0731046960255466,"L2_Linear_SVM"
0.1,0.748660550794697,0.618528528528529,0.747375145180023,0.0439989394820121,0.0649800493668203,0.0568043500958617,"L2_Linear_SVM"
0.15,0.748673778307925,0.622222222222222,0.742613240418118,0.0432275459398702,0.0706227094168666,0.0566197429010494,"L2_Linear_SVM"
0.3,0.748336890897866,0.628288288288288,0.74116144018583,0.0414742230220478,0.064508178407943,0.0537556611979539,"L2_Linear_SVM"
1,0.748323663384639,0.623378378378378,0.746434378629501,0.0414841175617493,0.0681981851773309,0.0555327611703936,"L2_Linear_SVM"
0.1,0.714490666624813,0.550990990990991,0.749430894308943,0.0483517404648793,0.0749876674475538,0.0732672891362089,"L2_Linear_SVM"
0.15,0.711057878435927,0.553783783783784,0.739849012775842,0.0482861081125355,0.0755482057766899,0.0714439852968464,"L2_Linear_SVM"
0.3,0.708122355805283,0.556996996996997,0.734053426248548,0.0470060485940034,0.0772657701220113,0.0728583496979794,"L2_Linear_SVM"
1,0.708161951149756,0.54996996996997,0.738885017421603,0.0469334239109537,0.0707298251710785,0.0706074773530465,"L2_Linear_SVM"
0.1,0.727135489147684,0.584429429429429,0.752241579558653,0.0528953806601498,0.0734283784430405,0.0734643365381944,"L2_Linear_SVM"
0.15,0.726761404261404,0.587042042042042,0.740766550522648,0.0531104143454362,0.0890383143033725,0.0708018878471628,"L2_Linear_SVM"
0.3,0.722399019228288,0.580570570570571,0.738873403019744,0.0536244336516868,0.0800829362016462,0.075414677663631,"L2_Linear_SVM"
1,0.72246444179371,0.583873873873874,0.739825783972125,0.0535455365817573,0.0817565309445308,0.072892303799707,"L2_Linear_SVM"
0.1,0.717659253329985,0.596051051051051,0.716875725900116,0.0484569050372625,0.0785704081808995,0.0714104268000538,"L2_Linear_SVM"
0.15,0.717716575460478,0.597132132132132,0.7231475029036,0.0496988664828823,0.0769571483618364,0.0668162243907225,"L2_Linear_SVM"
0.3,0.71262174195101,0.584594594594595,0.723658536585366,0.0503875239228975,0.0771178896290404,0.0706387838011385,"L2_Linear_SVM"
1,0.712530971738289,0.587882882882883,0.719349593495935,0.0503110852649375,0.0733512973141682,0.0707201916154316,"L2_Linear_SVM"
0.1,0.736742064364016,0.602207207207207,0.728710801393728,0.0480049897410433,0.0801659951130675,0.0635062407486657,"L2_Linear_SVM"
0.15,0.740452490818345,0.596756756756757,0.735017421602787,0.0497986040250023,0.0833975123711024,0.0588500874177431,"L2_Linear_SVM"
0.3,0.739270943417285,0.593573573573574,0.73548199767712,0.0522851069906926,0.0861496472071187,0.0649183439876553,"L2_Linear_SVM"
1,0.739491120039901,0.590255255255255,0.73931475029036,0.0523151699459904,0.0805128048083238,0.0637921236493527,"L2_Linear_SVM"
0.1,0.706998522913157,0.554864864864865,0.737363530778165,0.0522714493070786,0.0652195018646079,0.0722292402511411,"L2_Linear_SVM"
0.15,0.705944995518166,0.557567567567568,0.745447154471545,0.0528174568943626,0.0692589006876795,0.0743046316592045,"L2_Linear_SVM"
0.3,0.705519020762923,0.565585585585586,0.744018583042973,0.0510344674375457,0.0692757259679941,0.0710466182568973,"L2_Linear_SVM"
1,0.705647947599167,0.55045045045045,0.753554006968641,0.0507776989671015,0.0627643168804139,0.0694185369133963,"L2_Linear_SVM"
0.1,0.724721167160192,0.584159159159159,0.738292682926829,0.0435274063321051,0.0629961330275743,0.0751336198678892,"L2_Linear_SVM"
0.15,0.724227991057259,0.583678678678679,0.73349593495935,0.0446372583171194,0.0705489232660387,0.0759887311585926,"L2_Linear_SVM"
0.3,0.724956515749199,0.589144144144144,0.734390243902439,0.0459167713409848,0.0671102598208403,0.0710921224440196,"L2_Linear_SVM"
1,0.724983589861639,0.586411411411411,0.742578397212544,0.0459031471318189,0.0712464085016054,0.0756977313702998,"L2_Linear_SVM"
0.1,0.722585651853945,0.562312312312312,0.741207897793264,0.0466670810389477,0.0770208115862518,0.0637898051078547,"L2_Linear_SVM"
0.15,0.724100843003282,0.56451951951952,0.730638792102207,0.0461007404385565,0.0785251580314931,0.0730092763013306,"L2_Linear_SVM"
0.3,0.72555045463582,0.563483483483484,0.731579558652729,0.0467488334154677,0.080227978019644,0.0656029919157536,"L2_Linear_SVM"
1,0.72555045463582,0.559144144144144,0.731626016260163,0.0467488334154677,0.0788781032431712,0.0639561992014977,"L2_Linear_SVM"
0.1,0.72591881951638,0.566816816816817,0.740766550522648,0.0413773739625402,0.0753689779432492,0.0640441630895044,"L2_Linear_SVM"
0.15,0.730065797504822,0.567912912912913,0.74938443670151,0.0417622282185657,0.080978761487592,0.0661941018303483,"L2_Linear_SVM"
0.3,0.729012749683481,0.562957957957958,0.746620209059233,0.0414027804308153,0.0790573721755675,0.0742035874666261,"L2_Linear_SVM"
1,0.729039562210294,0.561876876876877,0.745121951219512,0.0415360749645078,0.0783555939581107,0.0736380528133924,"L2_Linear_SVM"
0.1,0.737071391949441,0.621741741741742,0.743542392566783,0.0460117134533505,0.083060255302853,0.0631917797100024,"L2_Linear_SVM"
0.15,0.736627071322193,0.614084084084084,0.738292682926829,0.0460078045343986,0.0801299652083178,0.0628441249507696,"L2_Linear_SVM"
0.3,0.73478712161639,0.613588588588589,0.742578397212544,0.0459395386324598,0.0762321585697889,0.0588849028810391,"L2_Linear_SVM"
1,0.734737106444423,0.611996996996997,0.741567944250871,0.0455269039870841,0.0806265034358793,0.0622179624683855,"L2_Linear_SVM"
0.1,0.74822405157771,0.605780780780781,0.754378629500581,0.0437625444386682,0.0756930881349988,0.0791773217776654,"L2_Linear_SVM"
0.15,0.74890586579611,0.607282282282282,0.758199767711963,0.0453247150801364,0.0684435951638501,0.0746462093703412,"L2_Linear_SVM"
0.3,0.74693916041477,0.603993993993994,0.752508710801394,0.0466678843775244,0.071164828974471,0.0755726735085278,"L2_Linear_SVM"
1,0.746922741556888,0.600825825825826,0.751475029036005,0.0464038634008367,0.075639426002886,0.0732744015502213,"L2_Linear_SVM"
0.1,0.748229780302951,0.614654654654655,0.745563298490128,0.0618227693113177,0.0926418753256622,0.083574381004524,"L2_Linear_SVM"
0.15,0.749730680157509,0.606006006006006,0.758919860627178,0.0636526170817317,0.0903736014152778,0.0770299703045581,"L2_Linear_SVM"
0.3,0.750288825410777,0.610945945945946,0.76855981416957,0.0651129705679352,0.0933364711694804,0.0704162139438295,"L2_Linear_SVM"
1,0.750314565436517,0.608243243243243,0.763321718931475,0.0651277728018037,0.100043218527381,0.0764581878324526,"L2_Linear_SVM"
0.1,0.712306932367908,0.574054054054054,0.742915214866434,0.0578805979401423,0.0934985693358524,0.0537077833586329,"L2_Linear_SVM"
0.15,0.714409496604618,0.577912912912913,0.742334494773519,0.0587016546213991,0.0903406672821018,0.0650617308967131,"L2_Linear_SVM"
0.3,0.71213306512087,0.565915915915916,0.740429732868757,0.0610927605269325,0.0895316803530212,0.0689533457855809,"L2_Linear_SVM"
1,0.7119785290517,0.569204204204204,0.736631823461092,0.0612442037831905,0.0875199897032146,0.074995139861328,"L2_Linear_SVM"
0.1,0.698847104944666,0.564684684684685,0.730975609756098,0.0469599947268669,0.0632594481410212,0.0708330656189966,"L2_Linear_SVM"
0.15,0.702069412618193,0.578888888888889,0.728606271777003,0.0457337353345419,0.0715202774251824,0.0660989454189371,"L2_Linear_SVM"
0.3,0.704610969854872,0.577192192192192,0.732439024390244,0.0450618842979177,0.0661837778811151,0.0658886172480683,"L2_Linear_SVM"
1,0.704610969854872,0.582657657657658,0.729581881533101,0.0450618842979177,0.0746855510466298,0.0670498214017291,"L2_Linear_SVM"
0.1,0.714992073955489,0.568183183183183,0.738687572590012,0.0534858185611948,0.065962859948646,0.0640289542256603,"L2_Linear_SVM"
0.15,0.719535031547227,0.57466966966967,0.735377468060395,0.0527741874061933,0.0718888132653407,0.0693116329445417,"L2_Linear_SVM"
0.3,0.721269605842777,0.572012012012012,0.73397212543554,0.0521181263551866,0.0773687198477953,0.0661821532762229,"L2_Linear_SVM"
1,0.721269291940024,0.58015015015015,0.73349593495935,0.0520862453413,0.0726346250124018,0.0679196663539487,"L2_Linear_SVM"
0.1,0.737465069599216,0.60481981981982,0.720046457607433,0.0487226761623529,0.0787382182637128,0.0663442424670755,"L2_Linear_SVM"
0.15,0.737557077983907,0.594534534534535,0.729070847851336,0.0491736533625327,0.0776209030895233,0.0793292268564777,"L2_Linear_SVM"
0.3,0.736310073139341,0.598843843843844,0.731010452961672,0.0490512860287407,0.082454425119783,0.0774522254786301,"L2_Linear_SVM"
1,0.736234152270738,0.59515015015015,0.730058072009292,0.0489656549583117,0.0848766276764569,0.0788748939194459,"L2_Linear_SVM"
0.1,0.707466543198251,0.568603603603604,0.72006968641115,0.0412181877831968,0.0691068444173105,0.0625442533144855,"L2_Linear_SVM"
0.15,0.706636069867777,0.565345345345345,0.707177700348432,0.041197614901737,0.0586048895622859,0.0580983798477226,"L2_Linear_SVM"
0.3,0.705000165670897,0.564189189189189,0.710534262485482,0.0418919572001201,0.0622714571181783,0.0641284884243932,"L2_Linear_SVM"
1,0.70498693815767,0.564204204204204,0.712903600464576,0.0418920531453499,0.0673754768481101,0.0616952473980021,"L2_Linear_SVM"
0.1,0.721805141378312,0.56475975975976,0.740301974448316,0.0494126129086472,0.0776986590685995,0.0829152857691349,"L2_Linear_SVM"
0.15,0.72420082974961,0.567372372372372,0.737909407665505,0.0490571679855866,0.0776477162718319,0.0816586531752553,"L2_Linear_SVM"
0.3,0.722361446812666,0.573963963963964,0.730243902439024,0.048287130698947,0.0838708511119167,0.0794223517911412,"L2_Linear_SVM"
1,0.722698081356618,0.566426426426426,0.739825783972125,0.0481748669800718,0.0768733037852463,0.0809580488663655,"L2_Linear_SVM"
0.1,0.699970231555597,0.559249249249249,0.731742160278746,0.0564154456842186,0.0903990331040228,0.0711948130641722,"L2_Linear_SVM"
0.15,0.697461590510371,0.551111111111111,0.724564459930314,0.0530356633886327,0.086247071423685,0.0721325031121091,"L2_Linear_SVM"
0.3,0.694947682874512,0.552702702702703,0.724529616724739,0.0515406367009146,0.0740654984001703,0.0679383005846685,"L2_Linear_SVM"
1,0.694984862911692,0.55493993993994,0.726469221835075,0.0516645056232656,0.0710186353058078,0.0674863763357151,"L2_Linear_SVM"
0.1,0.747962614182126,0.633798798798799,0.758896631823461,0.0534425718115756,0.0781811778343948,0.0782733497684543,"L2_Linear_SVM"
0.15,0.751871941628039,0.623498498498498,0.756922183507549,0.0525866654463848,0.0872026147156189,0.0795136209854766,"L2_Linear_SVM"
0.3,0.751029566151517,0.618633633633634,0.750185830429733,0.0533461640803991,0.0832040346036602,0.0803224049564904,"L2_Linear_SVM"
1,0.751029566151517,0.614714714714715,0.754030197444832,0.0533461640803991,0.08295807928152,0.0750272454266021,"L2_Linear_SVM"
0.1,0.719506789018984,0.575465465465466,0.731614401858304,0.0493462151859185,0.0650189107204071,0.0781989868654875,"L2_Linear_SVM"
0.15,0.718221915295086,0.57987987987988,0.718199767711963,0.0484443347778704,0.0628769246515473,0.0817371133130223,"L2_Linear_SVM"
0.3,0.71524376292669,0.574864864864865,0.710987224157956,0.0490519614023839,0.0636594284444308,0.0885609266427609,"L2_Linear_SVM"
1,0.715173910844643,0.565660660660661,0.72349593495935,0.0493181636221443,0.0598146473013236,0.0778286091527367,"L2_Linear_SVM"
0.1,0.719906151796396,0.576996996996997,0.751533101045296,0.0565503558558948,0.0806767729208467,0.082681630986137,"L2_Linear_SVM"
0.15,0.721795924844705,0.58024024024024,0.742439024390244,0.0567019197229808,0.0742949353892937,0.0814742717404385,"L2_Linear_SVM"
0.3,0.721338524936086,0.581981981981982,0.739047619047619,0.0575322361713939,0.0814646286600191,0.0764567115764854,"L2_Linear_SVM"
