"C","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model"
1,0.721244886000984,0.583018018018018,0.739547038327526,0.0576143796452578,0.0939066517771554,0.0770738484176679,"L2_Linear_SVM"
0.1,0.72964355470453,0.586051051051051,0.732450638792102,0.0565628407059078,0.0753121662284743,0.0694024887596529,"L2_Linear_SVM"
0.15,0.730141831727198,0.586006006006006,0.734889663182346,0.0569930687004342,0.0718577575440848,0.0699014041965929,"L2_Linear_SVM"
0.3,0.732352082047204,0.590375375375375,0.738734030197445,0.0560173020395071,0.0761221778055014,0.072291000458045,"L2_Linear_SVM"
1,0.732351724546846,0.586576576576577,0.744982578397213,0.055969621039837,0.0684632872052146,0.069431237955961,"L2_Linear_SVM"
0.1,0.69361663056785,0.543348348348348,0.732984901277584,0.0446922423905931,0.0735130148764323,0.0689290383039066,"L2_Linear_SVM"
0.15,0.697290208326794,0.548288288288288,0.726271777003484,0.0448060990494067,0.0771489078108498,0.0728753320317402,"L2_Linear_SVM"
0.3,0.694530035261743,0.533603603603604,0.735795586527294,0.0464056042961244,0.0755988592307405,0.0674977432593999,"L2_Linear_SVM"
1,0.694569674203821,0.526486486486486,0.739117305458769,0.0464720570885022,0.0725496107249499,0.0749362292380044,"L2_Linear_SVM"
0.1,0.740905844869259,0.59457957957958,0.761254355400697,0.0487064068044486,0.0870167239885482,0.0716179567379192,"L2_Linear_SVM"
0.15,0.739370485468046,0.591816816816817,0.750209059233449,0.0478497715726318,0.0710337872036896,0.0729757708427235,"L2_Linear_SVM"
0.3,0.737400501546843,0.590720720720721,0.75212543554007,0.0474933762501811,0.0720833005389892,0.0680448487294188,"L2_Linear_SVM"
1,0.737090348187909,0.59018018018018,0.751649245063879,0.0475000785634866,0.0797356243724424,0.0720939804045252,"L2_Linear_SVM"
0.1,0.735555956653518,0.607612612612613,0.744994192799071,0.0469914059505287,0.0733351749578035,0.0721434165562536,"L2_Linear_SVM"
0.15,0.73111377056499,0.596141141141141,0.742160278745645,0.047907293627774,0.076471117961353,0.0760797148830884,"L2_Linear_SVM"
0.3,0.724154668605888,0.590765765765766,0.736364692218351,0.047441833438914,0.0811581127702474,0.0734805166312558,"L2_Linear_SVM"
1,0.724062285281798,0.59018018018018,0.736875725900116,0.0473611490513198,0.0752320538143362,0.076658127290203,"L2_Linear_SVM"
0.1,0.735843552611845,0.601936936936937,0.735331010452962,0.0427610591958194,0.0867646460665941,0.0804245501610812,"L2_Linear_SVM"
0.15,0.736829181097474,0.600780780780781,0.725783972125436,0.044172106911159,0.0797699391020828,0.0719536447580003,"L2_Linear_SVM"
0.3,0.733010676181408,0.588843843843844,0.737305458768873,0.0455670638593409,0.0866093073143007,0.0655794324007866,"L2_Linear_SVM"
1,0.732997806168538,0.596411411411411,0.731022067363531,0.0455896081331474,0.083207573613854,0.067288875460092,"L2_Linear_SVM"
0.1,0.727147400013254,0.609714714714715,0.725354239256678,0.0547101257785898,0.0795373635857974,0.0597774430236798,"L2_Linear_SVM"
0.15,0.725466006075762,0.59503003003003,0.731010452961672,0.0570764659995669,0.0801265386177028,0.0621757488719155,"L2_Linear_SVM"
0.3,0.72199292498073,0.592897897897898,0.733379790940767,0.0571442166293644,0.0730757890808427,0.0668166188963353,"L2_Linear_SVM"
1,0.722110124061344,0.591786786786787,0.729059233449477,0.0573699594257596,0.0775980741381025,0.0671493701115694,"L2_Linear_SVM"
0.1,0.733247908186933,0.605930930930931,0.755458768873403,0.0601954666410843,0.0834276586637954,0.0711512830345588,"L2_Linear_SVM"
0.15,0.733063917576113,0.597297297297297,0.753484320557491,0.0595429761244628,0.0823437799304805,0.0652486965014371,"L2_Linear_SVM"
0.3,0.727269046049534,0.594039039039039,0.750116144018583,0.0586859726329665,0.0810002925673079,0.0629606108644526,"L2_Linear_SVM"
1,0.727465453258136,0.594039039039039,0.749163763066202,0.0586326163375712,0.079199511056067,0.0697036340880739,"L2_Linear_SVM"
0.1,0.737510402388451,0.594234234234234,0.743925667828107,0.0488635690310715,0.0895586868706144,0.0644454571312299,"L2_Linear_SVM"
0.15,0.741102696773428,0.601801801801802,0.752543554006969,0.0483619823578597,0.0902478904406098,0.0626329574036761,"L2_Linear_SVM"
0.3,0.742609804926878,0.603378378378378,0.752078977932636,0.0476710600322054,0.078770695345223,0.0614273764369228,"L2_Linear_SVM"
1,0.742610284500528,0.602282282282282,0.754947735191638,0.0474993534588036,0.0850341942602572,0.0661253746646468,"L2_Linear_SVM"
0.1,0.721886398593716,0.567312312312312,0.722508710801394,0.0435973481971953,0.0763983113722049,0.0668493372442291,"L2_Linear_SVM"
0.15,0.721490122526708,0.566876876876877,0.732032520325203,0.0443970088355614,0.0805754345681723,0.068808733397889,"L2_Linear_SVM"
0.3,0.716742735767126,0.563183183183183,0.727758420441347,0.0457617264629724,0.0834563468902258,0.0686588216636514,"L2_Linear_SVM"
1,0.717129193653584,0.568078078078078,0.727282229965157,0.0456102901606547,0.0833801044440859,0.0677531833043198,"L2_Linear_SVM"
0.1,0.691899844094966,0.536981981981982,0.726445993031359,0.0539366184520577,0.090437321126077,0.0813996624143095,"L2_Linear_SVM"
0.15,0.692141810800347,0.540750750750751,0.716411149825784,0.055272656591328,0.0874190407069576,0.0816474572147162,"L2_Linear_SVM"
0.3,0.692847621140304,0.535915915915916,0.725969802555168,0.0562719921556337,0.0790856444008143,0.0745738666406457,"L2_Linear_SVM"
1,0.692979460296533,0.540765765765766,0.726016260162602,0.0561881686102139,0.082873213433011,0.0808556736674911,"L2_Linear_SVM"
0.1,0.696610600147185,0.572402402402402,0.712497096399535,0.0484368101285009,0.0897561224193646,0.0723371204609019,"L2_Linear_SVM"
0.15,0.695834397114885,0.565780780780781,0.712543554006969,0.046263163655101,0.0812910378956089,0.0708416339189925,"L2_Linear_SVM"
0.3,0.6967676561579,0.558213213213213,0.709221835075494,0.0457846284911161,0.0933116872132558,0.0728739418581569,"L2_Linear_SVM"
1,0.696793710086393,0.553933933933934,0.713960511033682,0.0459600908575982,0.0875337452009249,0.0657084322964274,"L2_Linear_SVM"
0.1,0.746459054873689,0.612057057057057,0.754599303135889,0.0606806839444108,0.0780199837734275,0.06569438817604,"L2_Linear_SVM"
0.15,0.74630920118725,0.612627627627628,0.76130081300813,0.0619675504825283,0.086841927792942,0.0659258082286358,"L2_Linear_SVM"
0.3,0.743256357402699,0.597927927927928,0.756515679442509,0.0623361068439918,0.0816494101483023,0.0699661399998159,"L2_Linear_SVM"
1,0.743296580552678,0.603918918918919,0.754634146341463,0.0624350165947484,0.0789537222299273,0.0713977067185203,"L2_Linear_SVM"
0.1,0.733609323609324,0.590615615615616,0.738455284552845,0.0492074494726589,0.081096578375476,0.0813758563398769,"L2_Linear_SVM"
0.15,0.733823100103588,0.595465465465466,0.748501742160279,0.0493974855258921,0.0824587147052539,0.0752250038118266,"L2_Linear_SVM"
0.3,0.728872513628611,0.588408408408408,0.749918699186992,0.0499942308458071,0.0884801762725434,0.0774464280697543,"L2_Linear_SVM"
1,0.728379102098614,0.586276276276276,0.75616724738676,0.0504317542588201,0.0904191351604395,0.0751892042586591,"L2_Linear_SVM"
0.1,0.716492694785378,0.577702702702703,0.73855981416957,0.0481385054867583,0.0750019945218058,0.0788138464415118,"L2_Linear_SVM"
0.15,0.720295460966193,0.58963963963964,0.743797909407666,0.0494520262806453,0.0680183866786932,0.0786325876689562,"L2_Linear_SVM"
0.3,0.720366865122963,0.58960960960961,0.732729384436702,0.0493549419073608,0.0689141420679254,0.0784315355515642,"L2_Linear_SVM"
1,0.720406102967079,0.583618618618619,0.737526132404181,0.0493388040843165,0.0706215513750109,0.0768529930208358,"L2_Linear_SVM"
0.1,0.729067612909076,0.595495495495496,0.736922183507549,0.0506254383128008,0.0734465147541098,0.0691720859315247,"L2_Linear_SVM"
0.15,0.731320684796295,0.597747747747748,0.731149825783972,0.0496688095910915,0.0730175554746698,0.0745062174930079,"L2_Linear_SVM"
0.3,0.729887343789783,0.583618618618619,0.737363530778165,0.049909809894102,0.080957690710025,0.0763849392578491,"L2_Linear_SVM"
1,0.729887343789783,0.581486486486486,0.743588850174216,0.0498867766501056,0.0809561732659942,0.072982296820804,"L2_Linear_SVM"
0.1,0.719427894793748,0.578213213213213,0.723368176538908,0.0431270111002179,0.0736591503514444,0.0653412951048927,"L2_Linear_SVM"
0.15,0.720940557282021,0.573378378378378,0.72815331010453,0.042509342990788,0.0706947947528972,0.0683626390652121,"L2_Linear_SVM"
0.3,0.720463189670507,0.570750750750751,0.728164924506388,0.0428421192870026,0.0739371940562182,0.0638682467066635,"L2_Linear_SVM"
1,0.720463189670507,0.578948948948949,0.721045296167247,0.0428421192870026,0.0776215729021651,0.0659321551751285,"L2_Linear_SVM"
0.1,0.735968948042119,0.592897897897898,0.73952380952381,0.0508791685720646,0.0853555636838541,0.0701631054424259,"L2_Linear_SVM"
0.15,0.737728556082215,0.591831831831832,0.744413472706156,0.0502658045601871,0.0873254899992252,0.0714517059139495,"L2_Linear_SVM"
0.3,0.735452011244694,0.594474474474474,0.741544715447155,0.0508143333544213,0.0849554034945921,0.0579783560640102,"L2_Linear_SVM"
1,0.735426715914521,0.594459459459459,0.744901277584204,0.0507887324636194,0.0894586369116961,0.0636346067502098,"L2_Linear_SVM"
0.1,0.719514174453199,0.578543543543544,0.742648083623693,0.0369423166576783,0.0909895511178333,0.0674525987392185,"L2_Linear_SVM"
0.15,0.717397144531291,0.565630630630631,0.746051103368176,0.0359515671900298,0.0852937238004216,0.0716558680533183,"L2_Linear_SVM"
0.3,0.716481900018485,0.567282282282282,0.749465737514518,0.0340360850473776,0.0844142000447405,0.0624470268115797,"L2_Linear_SVM"
1,0.716548429963064,0.567342342342342,0.743704994192799,0.0342500398679836,0.0841609639539607,0.0646352329796599,"L2_Linear_SVM"
0.1,0.720489121525707,0.583078078078078,0.718617886178862,0.0463935415612351,0.078636874240944,0.0760404630147948,"L2_Linear_SVM"
0.15,0.720163900834633,0.577597597597598,0.719128919860627,0.0462872106287152,0.079233481630419,0.0723262514702701,"L2_Linear_SVM"
0.3,0.720924277936473,0.574369369369369,0.726236933797909,0.0466760994396443,0.0825165918289788,0.0714019335030174,"L2_Linear_SVM"
1,0.720950698084844,0.575975975975976,0.729117305458769,0.0466788806645059,0.0771937070660935,0.0759854134760133,"L2_Linear_SVM"
0.1,0.707996620313693,0.542972972972973,0.731637630662021,0.0445433358617213,0.0669861812860494,0.0662969006801738,"L2_Linear_SVM"
0.15,0.709567982616763,0.547882882882883,0.733124274099884,0.0449130015064608,0.0724593805199137,0.0736742987590185,"L2_Linear_SVM"
0.3,0.708560616365494,0.547267267267267,0.742694541231127,0.0454674222537572,0.0719704895342011,0.0711247347872868,"L2_Linear_SVM"
1,0.708560616365494,0.542957957957958,0.74411149825784,0.0454674222537572,0.0672603192492261,0.073333626070965,"L2_Linear_SVM"
0.1,0.755687961480644,0.606126126126126,0.762682926829268,0.0539058448298448,0.0827552224454254,0.064852406900834,"L2_Linear_SVM"
0.15,0.756409475677768,0.601801801801802,0.768792102206736,0.0553617955872753,0.0783124097048858,0.0621485137588987,"L2_Linear_SVM"
0.3,0.75807046593632,0.598528528528529,0.761672473867596,0.0558061939303629,0.0795900668505257,0.0610383900184132,"L2_Linear_SVM"
1,0.75810907597493,0.60015015015015,0.764576074332172,0.0558707101733286,0.0806724727088751,0.0669309952743039,"L2_Linear_SVM"
0.1,0.71681884846519,0.582537537537538,0.723461091753775,0.0475553574390879,0.0791413373721189,0.0746343247950957,"L2_Linear_SVM"
0.15,0.715140009347326,0.580930930930931,0.716306620209059,0.046040909892001,0.0692319172382719,0.0813269022858968,"L2_Linear_SVM"
0.3,0.714544753813046,0.580435435435435,0.711997677119628,0.0449852566108131,0.0710483206603009,0.0794775467382058,"L2_Linear_SVM"
1,0.714687396455689,0.572837837837838,0.71390243902439,0.0451171242456505,0.0641162795322042,0.0797057607994431,"L2_Linear_SVM"
0.1,0.727521423862887,0.592357357357357,0.772160278745645,0.0584053125543388,0.0790501668514226,0.0735217277837623,"L2_Linear_SVM"
0.15,0.726331871941628,0.583708708708709,0.763042973286876,0.0592211320755688,0.0805764923793969,0.0712726426026453,"L2_Linear_SVM"
0.3,0.728078104236641,0.576036036036036,0.769779326364692,0.0586035073977455,0.0803961054234972,0.068926857608994,"L2_Linear_SVM"
1,0.728155681814218,0.572792792792793,0.772148664343786,0.0585441834788029,0.0849099796759609,0.0642406003905991,"L2_Linear_SVM"
0.1,0.692632658791195,0.544624624624625,0.72588850174216,0.0512552527490119,0.0826087864514809,0.0748315405703908,"L2_Linear_SVM"
0.15,0.693909641348666,0.543513513513514,0.722044134727062,0.0490104357823669,0.0739249650555579,0.0717220631591513,"L2_Linear_SVM"
0.3,0.695389902097219,0.542402402402402,0.72349593495935,0.0500445407570973,0.0799295036402373,0.0770187118137074,"L2_Linear_SVM"
1,0.695389902097219,0.543573573573574,0.727758420441347,0.0500445407570973,0.0766285256882254,0.0776810560180866,"L2_Linear_SVM"
0.1,0.7393351539693,0.578618618618619,0.735493612078978,0.0498089995050119,0.0766265862631344,0.0786874951839517,"L2_Linear_SVM"
0.15,0.739448917558674,0.580285285285285,0.740731707317073,0.0485819799924996,0.0780328976841589,0.0777467863166099,"L2_Linear_SVM"
0.3,0.738477807075368,0.577117117117117,0.745493612078978,0.0476447358465279,0.0742785842517252,0.0746565276561556,"L2_Linear_SVM"
1,0.738477493172615,0.578723723723724,0.742171893147503,0.0476285108993814,0.0761215915085125,0.0770023107876179,"L2_Linear_SVM"
0.1,0.75073358201407,0.621156156156156,0.761742160278746,0.0452320825863707,0.0821097309188767,0.0747076951282951,"L2_Linear_SVM"
0.15,0.753084818267745,0.607612612612613,0.769872241579559,0.0433837934948649,0.0795983114536815,0.072821980210397,"L2_Linear_SVM"
0.3,0.750537837489057,0.611471471471472,0.767433217189315,0.0407950515788715,0.0753966331702146,0.0717476297059171,"L2_Linear_SVM"
1,0.750082416911685,0.603873873873874,0.768919860627178,0.0406603188579137,0.0723895735760025,0.0647464334814605,"L2_Linear_SVM"
0.1,0.745133042450116,0.613588588588589,0.74451800232288,0.0490279781973672,0.0794051068956962,0.0597461186064902,"L2_Linear_SVM"
0.15,0.743848735495077,0.60490990990991,0.749221835075494,0.0492912786525511,0.0835737554157372,0.0608509701115606,"L2_Linear_SVM"
0.3,0.738655554509213,0.591786786786787,0.748815331010453,0.0490791159263424,0.0816252671757531,0.0651026514534565,"L2_Linear_SVM"
1,0.738694617962911,0.589054054054054,0.746364692218351,0.0490240630530603,0.0825864671736753,0.0629710285497468,"L2_Linear_SVM"
0.1,0.761217419510102,0.638333333333333,0.752520325203252,0.0469387007430644,0.0685372342752574,0.052884696592355,"L2_Linear_SVM"
0.15,0.762841534914706,0.639489489489489,0.761184668989547,0.0463920037772495,0.0620816020643135,0.057607657820474,"L2_Linear_SVM"
0.3,0.760488057744155,0.634489489489489,0.755389082462253,0.04708492171123,0.0632421080930318,0.0626343474216416,"L2_Linear_SVM"
1,0.760487473536254,0.631726726726727,0.75588850174216,0.0470765247464679,0.0697564805771087,0.0639731725184964,"L2_Linear_SVM"
0.1,0.744105220202781,0.594984984984985,0.741951219512195,0.0504476948383548,0.0819513277509189,0.0693391642269952,"L2_Linear_SVM"
0.15,0.743035090839969,0.593288288288288,0.74,0.0507784567162324,0.0805474453485439,0.0619344189534765,"L2_Linear_SVM"
0.3,0.7423529975969,0.601381381381381,0.739558652729384,0.0507974810767113,0.080349438337197,0.0653546158181051,"L2_Linear_SVM"
1,0.74247025771416,0.597627627627628,0.739581881533101,0.0508100578347347,0.0769626889192097,0.0694820852743183,"L2_Linear_SVM"
0.1,0.706462464206367,0.564069069069069,0.729639953542393,0.0509363224097851,0.0733770418233891,0.0633840735342803,"L2_Linear_SVM"
0.15,0.705627587517831,0.564009009009009,0.726329849012776,0.0499613194240788,0.0736874285551482,0.0664723348386958,"L2_Linear_SVM"
0.3,0.702982547006937,0.561831831831832,0.721010452961672,0.0495030906828795,0.0835909510079123,0.0682892533834135,"L2_Linear_SVM"
1,0.703124117148507,0.553738738738739,0.727735191637631,0.0494292027436962,0.0750134713851279,0.0725269213138128,"L2_Linear_SVM"
0.1,0.763948120594462,0.613738738738739,0.760023228803717,0.0453429925513555,0.090476669769497,0.0788063851003182,"L2_Linear_SVM"
0.15,0.766114189101994,0.607777777777778,0.766747967479675,0.0454862573484866,0.0913316573956147,0.0827592235795617,"L2_Linear_SVM"
0.3,0.763526819502429,0.614339339339339,0.762903600464576,0.0447363405655446,0.100336158225539,0.0753876077471863,"L2_Linear_SVM"
1,0.763696274671884,0.603453453453453,0.761962833914053,0.0445637866216659,0.0914548523820452,0.0725910308302668,"L2_Linear_SVM"
0.1,0.722998067754165,0.56996996996997,0.75260162601626,0.0405351955607052,0.0728674308912745,0.0608861493544935,"L2_Linear_SVM"
0.15,0.72513909379763,0.571651651651652,0.737700348432056,0.0392351633822176,0.0678550264694859,0.07229244658633,"L2_Linear_SVM"
0.3,0.724434661141978,0.574429429429429,0.740580720092915,0.0388493176154126,0.0734577914988609,0.0679097554646751,"L2_Linear_SVM"
1,0.724421791129108,0.57503003003003,0.735783972125436,0.0388317506166396,0.0771544196892132,0.0730603633841249,"L2_Linear_SVM"
0.1,0.690790058351034,0.538258258258258,0.716295005807201,0.0652016649511952,0.0826041634986326,0.0727648902032697,"L2_Linear_SVM"
0.15,0.695233439013927,0.532312312312312,0.720092915214866,0.0663545007423293,0.0755595022466801,0.0758861502106988,"L2_Linear_SVM"
0.3,0.692830391366977,0.532897897897898,0.72253193960511,0.0659121210541851,0.0849335112716512,0.0726251307589635,"L2_Linear_SVM"
1,0.693074921611507,0.526396396396396,0.722497096399535,0.0657957766689282,0.0859514912517829,0.0761708474402435,"L2_Linear_SVM"
0.1,0.764655238862556,0.630825825825826,0.768885017421603,0.0425501779917359,0.0759104727899599,0.0525486680537718,"L2_Linear_SVM"
0.15,0.762671757122977,0.631426426426426,0.758826945412311,0.0416328981060299,0.0795760252143037,0.0543889099105273,"L2_Linear_SVM"
0.3,0.761092172311684,0.624414414414414,0.761219512195122,0.041381316631154,0.0843329682748506,0.0562439143516368,"L2_Linear_SVM"
1,0.760609782256124,0.621126126126126,0.758350754936121,0.0412533060281966,0.0801812891122241,0.0575835294660103,"L2_Linear_SVM"
0.1,0.722208384342531,0.576246246246246,0.737247386759582,0.035951979188152,0.0621902969206788,0.0709804448237687,"L2_Linear_SVM"
0.15,0.728687781858514,0.581651651651652,0.751103368176539,0.0348828312433633,0.0699386756626962,0.0716804279811405,"L2_Linear_SVM"
0.3,0.732131260180041,0.585465465465466,0.75061556329849,0.0337972692922626,0.0685077822210569,0.0713073199168222,"L2_Linear_SVM"
1,0.732131260180041,0.58542042042042,0.749186991869919,0.0337972692922626,0.0719174612922589,0.0710062357508975,"L2_Linear_SVM"
0.1,0.710633351121156,0.559129129129129,0.739256678281069,0.0507863244578423,0.0902609613250332,0.0827975013538079,"L2_Linear_SVM"
0.15,0.712762623250428,0.558078078078078,0.736875725900116,0.0525180486761533,0.086799170295311,0.0879779304384105,"L2_Linear_SVM"
0.3,0.709797183943525,0.551606606606607,0.740766550522648,0.0539990527004683,0.0820524037198998,0.0868800892717576,"L2_Linear_SVM"
1,0.709809696456038,0.557057057057057,0.739256678281069,0.0539532345203468,0.0882258443504024,0.0866463228280202,"L2_Linear_SVM"
0.1,0.723268015402162,0.591876876876877,0.749721254355401,0.0510747541037203,0.0755214239580498,0.0799634255373119,"L2_Linear_SVM"
0.15,0.72155868411966,0.582597597597598,0.746887340301974,0.0509452630983657,0.0784482285937945,0.0785617755883655,"L2_Linear_SVM"
0.3,0.721053762822055,0.583033033033033,0.739663182346109,0.0501944597892948,0.0730580299244794,0.0813742798464338,"L2_Linear_SVM"
1,0.721053762822055,0.583078078078078,0.743042973286876,0.0501944597892948,0.0751694892627643,0.0758543319655912,"L2_Linear_SVM"
0.1,0.761909156543303,0.622762762762763,0.758339140534262,0.0522634515443507,0.0810215098519742,0.0764923722890279,"L2_Linear_SVM"
0.15,0.76077562754392,0.620585585585586,0.761254355400697,0.0532173462494873,0.0881407834618793,0.0685341742873882,"L2_Linear_SVM"
0.3,0.758840077010809,0.622702702702703,0.757433217189315,0.0524170643664109,0.0950428593542208,0.0714848916960317,"L2_Linear_SVM"
1,0.758946463885488,0.61951951951952,0.756445993031359,0.0523048353776857,0.0953133097007964,0.0675222143470288,"L2_Linear_SVM"
0.1,0.716361710142198,0.589219219219219,0.725319396051103,0.0511887945174765,0.0823469033349961,0.0819742327801205,"L2_Linear_SVM"
0.15,0.719454437015413,0.583348348348348,0.733983739837398,0.0519174228396837,0.0908598311151348,0.0769012778963668,"L2_Linear_SVM"
0.3,0.72070812973252,0.586066066066066,0.732020905923345,0.0538445097438385,0.0891633246987459,0.0793166460974228,"L2_Linear_SVM"
1,0.72072099974539,0.580585585585586,0.734448315911731,0.0538477286177258,0.0971593171052453,0.0798313340870349,"L2_Linear_SVM"
0.1,0.731591983970033,0.589624624624625,0.71198606271777,0.047985402749929,0.080404954058149,0.0744599242316659,"L2_Linear_SVM"
0.15,0.73093206446865,0.572852852852853,0.722590011614402,0.0502282683572803,0.0898636815091304,0.0717568388372476,"L2_Linear_SVM"
0.3,0.725582272167638,0.569039039039039,0.720673635307782,0.0499340279465581,0.0909274682591608,0.075988926791372,"L2_Linear_SVM"
1,0.725426593841228,0.569624624624625,0.723612078977933,0.0501772381668224,0.093599523842321,0.0721991811045703,"L2_Linear_SVM"
0.1,0.755072694645865,0.609414414414414,0.760813008130081,0.0483306082011431,0.0758646974392578,0.0661610802573346,"L2_Linear_SVM"
0.15,0.756955474638402,0.620660660660661,0.75513356562137,0.0481961184607768,0.0771627128556439,0.0696787675455962,"L2_Linear_SVM"
0.3,0.757803945060043,0.621876876876877,0.753170731707317,0.0475500218242573,0.0789399564568126,0.0736944551906736,"L2_Linear_SVM"
1,0.757803945060043,0.621846846846847,0.754634146341463,0.0475500218242573,0.0763845549054314,0.069619145520312,"L2_Linear_SVM"
0.1,0.693852824950386,0.534264264264264,0.72678281068525,0.0495632460636647,0.083143498367706,0.0796099987029444,"L2_Linear_SVM"
0.15,0.696564936016156,0.541936936936937,0.722508710801394,0.0499108292913264,0.0737397346102678,0.0765916711877572,"L2_Linear_SVM"
0.3,0.695446587702685,0.539189189189189,0.728675958188153,0.0503764088377532,0.0778672709615067,0.0748809864694895,"L2_Linear_SVM"
1,0.695446910324959,0.530555555555556,0.72678281068525,0.0503989479366288,0.0754646462240844,0.0796745514264344,"L2_Linear_SVM"
0.1,0.743458353824207,0.602792792792793,0.743472706155633,0.0438970317473792,0.0798189913738666,0.0699834278429181,"L2_Linear_SVM"
0.15,0.74205956827908,0.599459459459459,0.746875725900116,0.045448416228923,0.0814728515756902,0.0670223098374529,"L2_Linear_SVM"
0.3,0.740725690847642,0.587447447447447,0.750243902439024,0.0449402924826107,0.0717509213224072,0.0642008498836386,"L2_Linear_SVM"
1,0.740688249224835,0.590735735735736,0.744541231126597,0.0451020522271871,0.0709230630433991,0.0681642856085078,"L2_Linear_SVM"
0.1,0.729591071908145,0.600810810810811,0.721927990708478,0.0466603460743798,0.0883145913935308,0.0619107807157831,"L2_Linear_SVM"
0.15,0.726646821037065,0.603558558558559,0.722787456445993,0.0463900448333334,0.0796201002641019,0.0638477164385839,"L2_Linear_SVM"
0.3,0.725098347476396,0.597027027027027,0.719047619047619,0.0460955839141847,0.0796256115413859,0.0679537212260176,"L2_Linear_SVM"
1,0.725137367332489,0.593243243243243,0.725249709639953,0.0461905603521304,0.0794420012866734,0.0660929091827284,"L2_Linear_SVM"
0.1,0.708739436300412,0.578828828828829,0.73725900116144,0.0472271239421305,0.0709810995450757,0.0685436655520209,"L2_Linear_SVM"
0.15,0.706426112523673,0.579384384384384,0.729535423925668,0.0469549070506268,0.0755961584685616,0.0676609794398003,"L2_Linear_SVM"
0.3,0.706397067799507,0.576156156156156,0.729988385598142,0.0465623200261274,0.0753085418084646,0.0757406257226681,"L2_Linear_SVM"
1,0.706396797494358,0.575,0.730441347270616,0.0464874824447835,0.0776805130473495,0.0731534877252408,"L2_Linear_SVM"
0.1,0.710196337452435,0.570135135135135,0.738373983739837,0.0523661604093638,0.079815424611781,0.0688193428777555,"L2_Linear_SVM"
0.15,0.71305855507075,0.578753753753754,0.738780487804878,0.0522084077457361,0.0717204570410286,0.0736702378503296,"L2_Linear_SVM"
0.3,0.709996773777262,0.578153153153153,0.737433217189315,0.0518829479196706,0.0678141758146963,0.0766849452608538,"L2_Linear_SVM"
1,0.71003631680461,0.575480480480481,0.738826945412311,0.0516264787853575,0.0776110286099131,0.0814116169452914,"L2_Linear_SVM"
0.1,0.720769759306345,0.581516516516516,0.730197444831591,0.0434727981702872,0.0786116348785811,0.0683315598712084,"L2_Linear_SVM"
0.15,0.71972077478175,0.571246246246246,0.737851335656214,0.0406168223597912,0.0710363780554387,0.0635507372152091,"L2_Linear_SVM"
0.3,0.717305415171269,0.568588588588589,0.727723577235772,0.0392902298515834,0.0713565132531283,0.0719742075193801,"L2_Linear_SVM"
1,0.717541304370573,0.562057057057057,0.73212543554007,0.0391810095708284,0.0672952521508661,0.0674754175307174,"L2_Linear_SVM"
0.1,0.718870926675805,0.590345345345345,0.72205574912892,0.0442442597146169,0.0776762720475287,0.0719587991501465,"L2_Linear_SVM"
0.15,0.718355158294183,0.576231231231231,0.722520325203252,0.043384562011135,0.0813572776328761,0.0719671961258379,"L2_Linear_SVM"
0.3,0.718256819537307,0.581651651651652,0.721974448315912,0.0427282727241368,0.0809120227994537,0.0676738710136857,"L2_Linear_SVM"
1,0.718307314282924,0.583798798798799,0.720023228803717,0.0427843009772758,0.0783498391946321,0.0682198343661474,"L2_Linear_SVM"
