"x"
764.632
826.493
819.139
820.373
814.123
651.968
663.952
628.855
654.677
646.41
645.945
747.194
654.542
647.29
666.157
664.027
631.681
640.888
697.131
686.023
678.78
746.211
683.887
730.447
728.078
738.528
807.469
800.292
790.106
788.362
789.363
767.868
766.639
682.578
689.229
690.534
696.295
684.719
721.979
724.648
730.292
735.226
727.765
723.508
712.635
784.14
768.161
768.145
796.503
789.34
789.562
781.467
789.51
694.367
681.914
710.096
626.039
621.435
660.923
660.773
669.997
666.551
678.941
681.498
687.102
677.436
673.888
745.935
733.818
738.758
724.068
701.089
694.426
693.809
644.512
845.09
842.91
712.362
733.778
711.376
654.631
662.935
869.806
850.135
850.8
842.047
878.817
865.845
709.625
869
869.015
867.469
866.021
655.186
782.157
776.138
775.84
773.801
772.653
700.251
