key	mean_weights	sd_weights
fit_result	0.5953829391641028	0.19776517685583686
Otu01239	0.17305555443629955	0.07287185080620359
Otu00742	0.15930428488294032	0.06913201678702001
Otu00015	-0.15345420902467397	0.06810564327239525
Otu00008	0.15269496254399012	0.06252211473394159
Otu00659	0.14979624867308722	0.061679817842648976
Otu00050	-0.13691910610374206	0.06272942882554648
Otu00012	0.13140198859082344	0.05445788083282573
Otu00609	-0.13045299551344772	0.051753421774684005
Otu00629	-0.1288450459541215	0.04686823713644865
