"x"
846.057
822.394
812.407
839.343
816.659
832.122
768.808
771.567
778.439
777.39
774.353
831.351
857.475
856.676
824.838
857.991
852.35
845.391
773.891
756.131
772.673
772.11
838.162
757.846
868.291
847.361
853.276
855.045
851.124
836.815
644.399
629.269
634.443
835.121
705.09
693.428
751.07
747.69
747.651
743.826
740.481
837.586
841.878
843.979
723.386
830.964
825.71
835.248
764.563
757.266
749.832
763.407
735.711
840.763
822.64
771.37
709.876
711.063
829.364
831.263
820.469
824.533
764.227
733.993
763.149
760.793
733.283
754.326
849.375
808.321
834.808
834.688
835.978
834.019
728.756
725.926
721.463
767.908
502.283
715.075
728.19
826.728
840.161
805.122
840.769
834.708
832.8
756.845
758.946
751.338
746.95
751.074
745.249
846.372
841.949
841.628
834.736
810.146
808.825
846.377
