names	imp	sd_imp
Otu00367	0.6799145299145299	0.03890332304351686
Otu00110	0.6866452991452991	0.03937700791308207
Otu00477	0.6872863247863248	0.03636668110335084
Otu00361	0.6882478632478632	0.03731518095553962
Otu00822	0.6884615384615385	0.036305881686827655
Otu00058	0.6888888888888889	0.03714458390794642
Otu00309	0.6903846153846154	0.03651172973631748
Otu00327	0.691025641025641	0.03639606049705477
Otu00012	0.6911324786324786	0.036580018743932595
Otu00122	0.6911324786324786	0.036765373686123586
Otu00255	0.6912393162393162	0.036533860838757044
Otu00565	0.6916666666666667	0.03711872497694953
Otu00010	0.6922008547008547	0.03746391051434413
Otu00002	0.6923076923076923	0.037620622613313864
Otu00335	0.6923076923076923	0.03654019567570105
Otu00155	0.6924145299145299	0.037110334984541096
Otu00121	0.6926282051282051	0.03696138268373912
Otu00123	0.6927350427350427	0.03704795801572928
Otu00172	0.6927350427350427	0.03708819161731655
Otu00054	0.6928418803418803	0.03682481059321581
Otu00005	0.6929487179487179	0.03724237124854299
Otu00008	0.6929487179487179	0.0379650339366882
Otu00021	0.6929487179487179	0.03742972515933769
Otu00078	0.6929487179487179	0.03684450059717347
Otu00402	0.6929487179487179	0.036653579233433986
Otu00487	0.6929487179487179	0.03715504151336189
Otu00013	0.6930555555555555	0.036233920762497394
Otu00060	0.6931623931623931	0.03669392853478878
Otu00612	0.6931623931623931	0.036760595700891685
Otu00007	0.6932692307692307	0.03659506296061101
Otu00050	0.6932692307692307	0.03665251526685355
Otu00199	0.6932692307692307	0.03715813312444274
Otu00318	0.6932692307692307	0.036528411590001114
Otu01123	0.6932692307692307	0.036916178785552894
Otu00004	0.6933760683760684	0.037858248952495815
Otu00023	0.6933760683760684	0.03630906890892355
Otu00090	0.6933760683760684	0.036784498728498344
Otu00188	0.6933760683760684	0.037043299831103084
Otu00338	0.6933760683760684	0.036686658521913745
Otu00768	0.6933760683760684	0.03660141297220068
Otu00127	0.693482905982906	0.036782532620065186
Otu00182	0.693482905982906	0.036225107381204165
Otu00553	0.693482905982906	0.03647196999679015
Otu00636	0.693482905982906	0.036581776503192213
Otu00642	0.693482905982906	0.036680151016924144
Otu01085	0.693482905982906	0.03674397501625344
Otu00038	0.6935897435897436	0.036526745010061104
Otu00080	0.6935897435897436	0.036817572123781936
Otu00085	0.6935897435897436	0.03676768878630122
Otu00112	0.6935897435897436	0.036770149670840156
Otu00131	0.6935897435897436	0.03692331224084941
Otu00205	0.6935897435897436	0.037164970097329955
Otu00292	0.6935897435897436	0.03653384613245296
Otu00320	0.6935897435897436	0.036821089301497925
Otu00379	0.6935897435897436	0.03610381539172105
Otu00428	0.6935897435897436	0.03683295354045522
Otu00549	0.6935897435897436	0.03691508590785993
Otu00575	0.6935897435897436	0.03678975560750448
Otu00691	0.6935897435897436	0.036725500455139816
Otu00991	0.6935897435897436	0.036673899835997385
Otu01087	0.6935897435897436	0.03666060094034676
Otu00025	0.6936965811965812	0.036567595278329916
Otu00067	0.6936965811965812	0.036480405416116926
Otu00069	0.6936965811965812	0.03674382490300299
Otu00071	0.6936965811965812	0.03653784299971283
Otu00091	0.6936965811965812	0.036933627278157834
Otu00270	0.6936965811965812	0.03670911326017247
Otu00358	0.6936965811965812	0.0366547080284505
Otu00479	0.6936965811965812	0.036815249700479044
Otu00498	0.6936965811965812	0.03667647314118514
Otu00519	0.6936965811965812	0.03680521474685165
Otu00594	0.6936965811965812	0.03679249403951479
Otu00820	0.6936965811965812	0.03671426078343764
Otu00932	0.6936965811965812	0.03679510085095971
Otu01009	0.6936965811965812	0.03681622678962377
Otu01026	0.6936965811965812	0.036799606730383856
Otu01335	0.6936965811965812	0.03679311845019165
Otu00003	0.6938034188034188	0.03688617911567034
Otu00036	0.6938034188034188	0.03675346002639144
Otu00048	0.6938034188034188	0.03676137496100129
Otu00063	0.6938034188034188	0.03665026386157261
Otu00081	0.6938034188034188	0.037180565029165516
Otu00088	0.6938034188034188	0.03653362351741863
Otu00146	0.6938034188034188	0.03666452807870572
Otu00163	0.6938034188034188	0.036770968674884295
Otu00185	0.6938034188034188	0.03651207967887739
Otu00415	0.6938034188034188	0.03669160859208424
Otu00439	0.6938034188034188	0.03693417669324784
Otu00451	0.6938034188034188	0.03669216257374726
Otu00535	0.6938034188034188	0.036716419021069494
Otu00629	0.6938034188034188	0.03683058750971198
Otu00641	0.6938034188034188	0.03678998576096797
Otu00748	0.6938034188034188	0.03668111278274599
Otu00848	0.6938034188034188	0.036846934260661726
Otu01031	0.6938034188034188	0.03674698217257511
Otu01138	0.6938034188034188	0.03671805212297325
Otu01203	0.6938034188034188	0.03678754770325871
Otu01287	0.6938034188034188	0.03680524933064452
Otu01519	0.6938034188034188	0.036797576445800985
Otu01654	0.6938034188034188	0.03686707661062667
Otu02022	0.6938034188034188	0.036753796311530765
Otu04195	0.6938034188034188	0.03677243857207495
Otu00034	0.6939102564102564	0.037263198130507484
Otu00044	0.6939102564102564	0.037856466464995506
Otu00056	0.6939102564102564	0.03682202822341124
Otu00111	0.6939102564102564	0.03686216736855189
Otu00117	0.6939102564102564	0.036835791487503856
Otu00120	0.6939102564102564	0.03668902723518775
Otu00137	0.6939102564102564	0.03689265784222715
Otu00151	0.6939102564102564	0.03664724977560588
Otu00160	0.6939102564102564	0.036683734423667555
Otu00168	0.6939102564102564	0.036685336986599426
Otu00183	0.6939102564102564	0.036857814219749735
Otu00195	0.6939102564102564	0.03676289993709728
Otu00288	0.6939102564102564	0.03660820665027718
Otu00311	0.6939102564102564	0.03672080720548284
Otu00418	0.6939102564102564	0.0367588040864452
Otu00437	0.6939102564102564	0.03673664868634404
Otu00445	0.6939102564102564	0.03680789614741841
Otu00448	0.6939102564102564	0.03682770689751319
Otu00471	0.6939102564102564	0.036693180960644604
Otu00492	0.6939102564102564	0.03676357734942484
Otu00525	0.6939102564102564	0.03675438154072015
Otu00529	0.6939102564102564	0.03688269065228819
Otu00543	0.6939102564102564	0.03678869708360285
Otu00595	0.6939102564102564	0.03673548518613228
Otu00630	0.6939102564102564	0.0367981547750011
Otu00683	0.6939102564102564	0.03691317092023277
Otu00787	0.6939102564102564	0.03671953418611895
Otu00795	0.6939102564102564	0.036898556934959144
Otu00816	0.6939102564102564	0.03672455341429149
