	level_1	AUC
0	Cross-validation	0.7248275862068966
0	Testing	0.8110944527736133
1	Cross-validation	0.6224137931034482
1	Testing	0.7456271864067966
2	Cross-validation	0.706551724137931
2	Testing	0.8116550116550115
3	Cross-validation	0.8396428571428571
3	Testing	0.7831541218637993
4	Cross-validation	0.7798833819241981
4	Testing	0.6995666827154551
5	Cross-validation	0.8251724137931034
5	Testing	0.8419287211740042
6	Cross-validation	0.7641379310344827
6	Testing	0.750765306122449
7	Cross-validation	0.7186206896551725
7	Testing	0.7771377935312361
8	Cross-validation	0.7253571428571428
8	Testing	0.7506465517241379
9	Cross-validation	0.7908163265306123
9	Testing	0.7563920454545454
10	Cross-validation	0.7079310344827586
10	Testing	0.8042140151515151
11	Cross-validation	0.7241379310344827
11	Testing	0.7578231292517007
12	Cross-validation	0.8093103448275861
12	Testing	0.6973039215686274
13	Cross-validation	0.6964285714285715
13	Testing	0.7137793531236154
14	Cross-validation	0.7791545189504373
14	Testing	0.7311403508771931
15	Cross-validation	0.7848275862068965
15	Testing	0.8246783088235293
16	Cross-validation	0.7151724137931035
16	Testing	0.6512471655328798
17	Cross-validation	0.7186206896551725
17	Testing	0.8115808823529411
18	Cross-validation	0.8039285714285714
18	Testing	0.7674530572941742
19	Cross-validation	0.6366618075801749
19	Testing	0.7621569571497353
20	Cross-validation	0.6582758620689655
20	Testing	0.8323275862068965
21	Cross-validation	0.8099999999999999
21	Testing	0.7321665928223307
22	Cross-validation	0.7486206896551725
22	Testing	0.8278952205882353
23	Cross-validation	0.7414285714285714
23	Testing	0.7461538461538463
24	Cross-validation	0.7091836734693877
24	Testing	0.8055972013993004
25	Cross-validation	0.8024137931034483
26	Cross-validation	0.7220689655172413
27	Cross-validation	0.796896551724138
28	Cross-validation	0.7067857142857142
29	Cross-validation	0.7820699708454809
30	Cross-validation	0.7372413793103448
31	Cross-validation	0.7113793103448275
32	Cross-validation	0.7524137931034482
33	Cross-validation	0.712857142857143
34	Cross-validation	0.8243440233236152
35	Cross-validation	0.670344827586207
36	Cross-validation	0.7958620689655173
37	Cross-validation	0.6917241379310346
38	Cross-validation	0.7371428571428571
39	Cross-validation	0.7299562682215743
40	Cross-validation	0.7944827586206896
41	Cross-validation	0.7541379310344827
42	Cross-validation	0.7482758620689656
43	Cross-validation	0.7525000000000001
44	Cross-validation	0.690597667638484
45	Cross-validation	0.6724137931034483
46	Cross-validation	0.7558620689655172
47	Cross-validation	0.8282758620689654
48	Cross-validation	0.6857142857142857
49	Cross-validation	0.8115889212827987
50	Cross-validation	0.723448275862069
51	Cross-validation	0.7479310344827587
52	Cross-validation	0.7951724137931035
53	Cross-validation	0.6700000000000002
54	Cross-validation	0.7212099125364432
55	Cross-validation	0.7496551724137931
56	Cross-validation	0.7172413793103448
57	Cross-validation	0.6824137931034483
58	Cross-validation	0.8642857142857143
59	Cross-validation	0.7306851311953353
60	Cross-validation	0.6758620689655173
61	Cross-validation	0.8413793103448275
62	Cross-validation	0.7665517241379309
63	Cross-validation	0.7003571428571429
64	Cross-validation	0.8185131195335277
65	Cross-validation	0.696896551724138
66	Cross-validation	0.6882758620689654
67	Cross-validation	0.8072413793103448
68	Cross-validation	0.8228571428571428
69	Cross-validation	0.7201166180758017
70	Cross-validation	0.8013793103448276
71	Cross-validation	0.7548275862068964
72	Cross-validation	0.8289655172413793
73	Cross-validation	0.71
74	Cross-validation	0.6497813411078717
75	Cross-validation	0.8434482758620689
76	Cross-validation	0.6579310344827586
77	Cross-validation	0.7120689655172413
78	Cross-validation	0.8046428571428571
79	Cross-validation	0.7722303206997084
80	Cross-validation	0.7293103448275862
81	Cross-validation	0.7748275862068966
82	Cross-validation	0.8386206896551724
83	Cross-validation	0.7410714285714285
84	Cross-validation	0.6873177842565598
85	Cross-validation	0.7655172413793103
86	Cross-validation	0.7827586206896551
87	Cross-validation	0.7144827586206897
88	Cross-validation	0.7632142857142856
89	Cross-validation	0.7456268221574344
90	Cross-validation	0.7703448275862068
91	Cross-validation	0.6796551724137931
92	Cross-validation	0.7082758620689655
93	Cross-validation	0.7639285714285714
94	Cross-validation	0.7889941690962099
95	Cross-validation	0.6517241379310345
96	Cross-validation	0.6962068965517242
97	Cross-validation	0.7696551724137931
98	Cross-validation	0.8564285714285714
99	Cross-validation	0.7689504373177842
100	Cross-validation	0.696551724137931
101	Cross-validation	0.7013793103448276
102	Cross-validation	0.7644827586206897
103	Cross-validation	0.7932142857142858
104	Cross-validation	0.7128279883381924
105	Cross-validation	0.6224137931034482
106	Cross-validation	0.75
107	Cross-validation	0.7124137931034482
108	Cross-validation	0.7025
109	Cross-validation	0.760932944606414
110	Cross-validation	0.6906896551724138
111	Cross-validation	0.7455172413793103
112	Cross-validation	0.7544827586206897
113	Cross-validation	0.8310714285714286
114	Cross-validation	0.7066326530612245
115	Cross-validation	0.7417241379310345
116	Cross-validation	0.7213793103448277
117	Cross-validation	0.7858620689655171
118	Cross-validation	0.7389285714285714
119	Cross-validation	0.672740524781341
120	Cross-validation	0.6937931034482758
121	Cross-validation	0.7182758620689655
122	Cross-validation	0.8482758620689654
123	Cross-validation	0.7407142857142857
124	Cross-validation	0.7223032069970845
125	Cross-validation	0.7175862068965518
126	Cross-validation	0.7565517241379309
127	Cross-validation	0.7237931034482759
128	Cross-validation	0.8489285714285714
129	Cross-validation	0.777332361516035
130	Cross-validation	0.7906896551724137
131	Cross-validation	0.77
132	Cross-validation	0.7579310344827587
133	Cross-validation	0.7207142857142856
134	Cross-validation	0.8101311953352769
135	Cross-validation	0.733103448275862
136	Cross-validation	0.8162068965517242
137	Cross-validation	0.7179310344827586
138	Cross-validation	0.7378571428571428
139	Cross-validation	0.7350583090379008
140	Cross-validation	0.766896551724138
