"x"
1296.682
1319.494
1311.402
1334.171
1312.8
1381.377
1318.145
1334.736
1391.177
1363.898
1368.673
1359.888
1376.814
1375.079
1357.044
1328.647
1338.833
1279.149
1403.072
1300.296
1339.038
1361.784
1368.353
1317.899
1307.932
1358.863
1327.907
1324.644
1333.332
1325.062
1316.892
1298.871
1370.204
1375.213
1285.668
1302.807
1330.909
1305.499
1325.503
1367.008
1366.155
1372.83
1368.073
1406.781
1323.076
1307.146
1324.475
1335.277
1373.878
1354.805
1344.755
1362.693
1382.339
1344.798
1356.493
1362
1334.935
1355.796
1289.119
1331.471
1382.985
1329.626
1350.871
1355.109
1375.914
1386.753
1345.313
1399.097
1360.165
1384.903
1302.12
1332.438
1376.392
1335.347
1324.394
1322.057
1313.638
1369.02
1374.385
1329.315
1420.707
1405.259
1447.578
1315.139
1356.321
1312.422
1299.141
1341.254
1290.869
1344.071
1377.408
1380.974
1375.865
1335.397
1375.678
1341.189
1315.54
1364.037
1384.284
1351.625
