names	mean_imp	sd_imp
fit_result	0.510948717948718	0.04702485060217723
Otu00058	0.7414957264957265	0.04234627403884913
Otu00008	0.7429700854700855	0.04043124961689141
Otu00811	0.74324145299145294	0.04090030720603567
Otu00266	0.7432564102564102	0.04118110992193306
Otu00012	0.7433547008547009	0.039981207228823645
Otu00014	0.7435918803418804	0.041139666326811715
Otu00002	0.7436047008547009	0.041505150916601785
Otu00659	0.7436431623931624	0.041149909804896495
Otu00034	0.7436538461538461	0.041203235004588265
Otu00731	0.7436773504273504	0.04123676188757635
Otu00309	0.7437051282051282	0.041122566417625524
Otu00477	0.7437072649572649	0.041366081578844346
Otu00558	0.7437948717948718	0.04122356095920035
Otu00691	0.7438119658119658	0.04115107025700089
Otu00013	0.7438269230769231	0.041171472987804165
Otu00706	0.7438354700854701	0.041169518053310934
Otu00001	0.7438482905982906	0.04114557142241081
Otu00003	0.7438482905982906	0.04114557142241081
Otu00004	0.7438482905982906	0.04114557142241081
Otu00006	0.7438482905982906	0.04114557142241081
Otu00007	0.7438482905982906	0.04114557142241081
Otu00009	0.7438482905982906	0.04114557142241081
Otu00010	0.7438482905982906	0.04114557142241081
Otu00011	0.7438482905982906	0.04114557142241081
Otu00016	0.7438482905982906	0.04114557142241081
Otu00017	0.7438482905982906	0.04114557142241081
Otu00018	0.7438482905982906	0.04114557142241081
Otu00020	0.7438482905982906	0.04114557142241081
Otu00021	0.7438482905982906	0.04114557142241081
Otu00022	0.7438482905982906	0.04114557142241081
Otu00023	0.7438482905982906	0.04114557142241081
Otu00024	0.7438482905982906	0.04114557142241081
Otu00025	0.7438482905982906	0.04114557142241081
Otu00026	0.7438482905982906	0.04114557142241081
Otu00027	0.7438482905982906	0.04114557142241081
Otu00028	0.7438482905982906	0.04114557142241081
Otu00029	0.7438482905982906	0.04114557142241081
Otu00030	0.7438482905982906	0.04114557142241081
Otu00031	0.7438482905982906	0.04114557142241081
Otu00032	0.7438482905982906	0.04114557142241081
Otu00033	0.7438482905982906	0.04114557142241081
Otu00035	0.7438482905982906	0.04114557142241081
Otu00036	0.7438482905982906	0.04114557142241081
Otu00037	0.7438482905982906	0.04114557142241081
Otu00038	0.7438482905982906	0.04114557142241081
Otu00039	0.7438482905982906	0.04114557142241081
Otu00040	0.7438482905982906	0.04114557142241081
Otu00041	0.7438482905982906	0.04114557142241081
Otu00042	0.7438482905982906	0.04114557142241081
Otu00043	0.7438482905982906	0.04114557142241081
Otu00044	0.7438482905982906	0.04114557142241081
Otu00045	0.7438482905982906	0.04114557142241081
Otu00046	0.7438482905982906	0.04114557142241081
Otu00047	0.7438482905982906	0.04114557142241081
Otu00048	0.7438482905982906	0.04114557142241081
Otu00049	0.7438482905982906	0.04114557142241081
Otu00050	0.7438482905982906	0.04114557142241081
Otu00051	0.7438482905982906	0.04114557142241081
Otu00052	0.7438482905982906	0.04114557142241081
Otu00053	0.7438482905982906	0.04114557142241081
Otu00054	0.7438482905982906	0.04114557142241081
Otu00055	0.7438482905982906	0.04114557142241081
Otu00056	0.7438482905982906	0.04114557142241081
Otu00057	0.7438482905982906	0.04114557142241081
Otu00059	0.7438482905982906	0.04114557142241081
Otu00060	0.7438482905982906	0.04114557142241081
Otu00061	0.7438482905982906	0.04114557142241081
