cv_aucs	test_aucs	Max-depth
0.781218497632971	0.734188034188034	3
0.735871971595656	0.760042735042735	1
0.757757936507937	0.686752136752137	1
0.748071219715957	0.728205128205128	1
0.744127819548872	0.680128205128205	5
0.723913951545531	0.782264957264957	1
0.720050508214982	0.791880341880342	2
0.756935463659148	0.72008547008547	2
0.738679894179894	0.791880341880342	3
0.743751670843776	0.737820512820513	1
0.746159809245336	0.756837606837607	2
0.759821707045391	0.728418803418803	2
0.764028021442495	0.715811965811966	2
0.743081871345029	0.68525641025641	1
0.744045321637427	0.707478632478632	1
0.771420983013088	0.696367521367521	2
0.753543476747424	0.761965811965812	3
0.757285401002506	0.66517094017094	3
0.73616081871345	0.753418803418803	1
0.760626984126984	0.686752136752137	1
0.740406223893066	0.742307692307692	1
0.747531746031746	0.731196581196581	1
0.720310359231412	0.844444444444444	3
0.710700362016151	0.787393162393162	3
0.730988095238095	0.775641025641026	1
0.74028783764968	0.746581196581197	2
0.749667989417989	0.68034188034188	6
0.735720551378446	0.766025641025641	1
0.724408939014202	0.791880341880342	1
0.751062621832359	0.718162393162393	2
0.735596073517126	0.761538461538461	1
0.731923384851016	0.760042735042735	2
0.719115288220551	0.783760683760684	1
0.732965956558062	0.751923076923077	1
0.761949874686717	0.644444444444444	10
0.731740392648287	0.780769230769231	1
0.769088102199944	0.726068376068376	3
0.736991854636591	0.775641025641026	1
0.742346908939014	0.753418803418803	1
0.753311995265943	0.741025641025641	2
0.736216757170705	0.776282051282051	3
0.752227234753551	0.707478632478632	1
0.758674846839321	0.698504273504273	3
0.758353383458647	0.736324786324786	2
0.740810463659148	0.728205128205128	2
0.729068121693122	0.78974358974359	2
0.75712447786132	0.765811965811966	3
0.768136104149262	0.680982905982906	2
0.72145850737956	0.807478632478632	3
0.732411027568922	0.761538461538461	1
0.73389268309663	0.790598290598291	2
0.758757727652465	0.688247863247863	1
0.733972431077694	0.729700854700855	1
0.754315162907268	0.703846153846154	1
0.733124651907547	0.749786324786325	4
0.736822055137845	0.697863247863248	1
0.753994047619048	0.788247863247863	3
0.752939954051796	0.763034188034188	2
0.750925125313283	0.734188034188034	2
0.740465504037872	0.784615384615385	10
0.739481411862991	0.753418803418803	1
0.73397410192147	0.771153846153846	1
0.790813840155945	0.703846153846154	4
0.728644527986633	0.793376068376068	1
0.744722048175996	0.737820512820513	2
0.735021929824561	0.739316239316239	1
0.78060582010582	0.716666666666667	7
0.777080339738234	0.710897435897436	2
0.712749582289056	0.814102564102564	1
0.750969820384294	0.759401709401709	2
0.740562134502924	0.792521367521367	3
0.732111946532999	0.772649572649573	1
0.760845342522974	0.737820512820513	2
0.74738895850738	0.704059829059829	2
0.743311403508772	0.704487179487179	1
0.7383723893066	0.740811965811966	1
0.752016952102478	0.751282051282051	2
0.752492376775271	0.782051282051282	3
0.752865079365079	0.753205128205128	4
0.778634816207185	0.723504273504273	6
0.747121693121693	0.732692307692308	3
0.753995753272069	0.716452991452991	4
0.719819966583125	0.805982905982906	1
0.737260999721526	0.803205128205128	3
0.742118629908104	0.75042735042735	1
0.775486145920356	0.785042735042735	3
0.713138471177945	0.829700854700855	1
0.760342244500139	0.691452991452991	5
0.745265873015873	0.721581196581197	1
0.742442599554442	0.717948717948718	2
0.780622563352827	0.777564102564103	3
0.733957219437483	0.768162393162393	3
0.722384920634921	0.726709401709402	1
0.73702380952381	0.75042735042735	1
0.741633110554163	0.733119658119658	3
0.733795321637427	0.751923076923077	1
0.756626844890003	0.688247863247863	3
0.774598370927318	0.707478632478632	2
0.744583542188805	0.686752136752137	1
0.755465852130326	0.725641025641026	10
