sigma,C,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,model
0.1,1e-7,0.6382540619888181,0,1,0.07372285130161726,0,0,RBF_SVM
0.1,1e-6,0.6314742826450144,0,1,0.08525073616101064,0,0,RBF_SVM
0.1,1e-5,0.6283664221713002,0,1,0.08987253316829066,0,0,RBF_SVM
0.1,1e-4,0.6290252569642814,0,1,0.08899319182175106,0,0,RBF_SVM
0.1,0.001,0.6264721515941029,0.013217717717717719,0.9850592334494773,0.09288685097705404,0.04011745132135643,0.04623057628623505,RBF_SVM
0.1,0.01,0.6153265983753788,0.2939804804804805,0.8540592334494773,0.10087592790844811,0.16836835591351937,0.12352652050380268,RBF_SVM
0.1,0.1,0.6073762699982213,0.29691741741741745,0.8441219512195122,0.1053755249779473,0.1742769401288602,0.12354782580385892,RBF_SVM
0.1,1,0.638423458301507,0.34159909909909913,0.8471637630662021,0.08163237609864082,0.12316697065047011,0.09919920697221951,RBF_SVM
0.1,10,0.6762055600897064,0.4043183183183183,0.8584239256678281,0.05871339224969626,0.08205270128024975,0.06785747378317389,RBF_SVM
1e-8,1e-7,0.5124056382166138,0,1,0.036685543033539825,0,0,RBF_SVM
1e-8,1e-6,0.5869854301165277,0,1,0.0730283474592628,0,0,RBF_SVM
1e-8,1e-5,0.7285330247494881,0,1,0.050363310455606845,0,0,RBF_SVM
1e-8,1e-4,0.7360012669463889,0,1,0.05121658425049712,0,0,RBF_SVM
1e-8,0.001,0.7360457460945266,0,1,0.05090379269799088,0,0,RBF_SVM
1e-8,0.01,0.7361436057137276,0,1,0.051124786158977184,0,0,RBF_SVM
1e-8,0.1,0.7358378936427716,0,1,0.0512187820485196,0,0,RBF_SVM
1e-8,1,0.7356982217409047,0,1,0.05069148239307607,0,0,RBF_SVM
1e-8,10,0.7356982217409047,0,1,0.05069148239307607,0,0,RBF_SVM
1e-7,1e-7,0.5731052245625416,0,1,0.06598260908669763,0,0,RBF_SVM
1e-7,1e-6,0.7296261505407847,0,1,0.0505352649593725,0,0,RBF_SVM
1e-7,1e-5,0.7368526431483748,0,1,0.0519982937387457,0,0,RBF_SVM
1e-7,1e-4,0.7369549811135176,0,1,0.052073254937794,0,0,RBF_SVM
1e-7,0.001,0.7365149884204762,0,1,0.0519739848076958,0,0,RBF_SVM
1e-7,0.01,0.7368636615709786,0,1,0.05186010194651672,0,0,RBF_SVM
1e-7,0.1,0.736738245213855,0,1,0.051864649917189344,0,0,RBF_SVM
1e-7,1,0.7368119094704461,0,1,0.051904658330247745,0,0,RBF_SVM
1e-7,10,0.7368119094704461,0,1,0.051904658330247745,0,0,RBF_SVM
1e-6,1e-7,0.730153190211117,0,1,0.04968732441015416,0,0,RBF_SVM
1e-6,1e-6,0.7378294474788377,0,1,0.051555108119880844,0,0,RBF_SVM
1e-6,1e-5,0.7380913121309463,0,1,0.05159212258613084,0,0,RBF_SVM
1e-6,1e-4,0.7379930762644177,0,1,0.05147772347882344,0,0,RBF_SVM
1e-6,0.001,0.7378805251244276,0,1,0.051345987362354684,0,0,RBF_SVM
1e-6,0.01,0.738040049631513,0,1,0.051477011121717965,0,0,RBF_SVM
1e-6,0.1,0.7379601744601745,0,1,0.05161287008915862,0,0,RBF_SVM
1e-6,1,0.7378012672951697,0,1,0.051863672044724266,0,0,RBF_SVM
1e-6,10,0.738802518546421,0.3552957957957958,0.9060104529616725,0.05089108122584309,0.143791110750308,0.09340896883488939,RBF_SVM
1e-5,1e-7,0.7382990023996121,0,1,0.051801388259976495,0,0,RBF_SVM
1e-5,1e-6,0.7383674249162054,0,1,0.05170384472208918,0,0,RBF_SVM
1e-5,1e-5,0.7382831141245776,0,1,0.05165381958169653,0,0,RBF_SVM
1e-5,1e-4,0.7383100814228863,0,1,0.051773097937931424,0,0,RBF_SVM
1e-5,0.001,0.7382688585798342,0,1,0.05170693252492826,0,0,RBF_SVM
1e-5,0.01,0.7382622221524661,0,1,0.05169196862647697,0,0,RBF_SVM
1e-5,0.1,0.7382232825159655,0,1,0.05167705888712344,0,0,RBF_SVM
1e-5,1,0.7390148615514469,0.35755555555555557,0.905869918699187,0.05100410429689162,0.1480038941202086,0.09727479467805007,RBF_SVM
1e-5,10,0.7345008344581515,0.7232912912912913,0.6047340301974449,0.051467684030750895,0.06712558552982173,0.09549225948878652,RBF_SVM
1e-4,1e-7,0.7376212475541744,0,1,0.0515317129799882,0,0,RBF_SVM
1e-4,1e-6,0.7375907689047932,0,1,0.05157812749612855,0,0,RBF_SVM
1e-4,1e-5,0.7376722846539919,0,1,0.051581550431458886,0,0,RBF_SVM
1e-4,1e-4,0.7376491212466822,0,1,0.0515735203115893,0,0,RBF_SVM
1e-4,0.001,0.7376130852106462,0,1,0.05149918966446487,0,0,RBF_SVM
1e-4,0.01,0.7376313857411418,0,1,0.05162817192184132,0,0,RBF_SVM
1e-4,0.1,0.738629947892143,0.35674024024024026,0.9100255516840883,0.05090569382019425,0.14440896569188438,0.09046230185177392,RBF_SVM
1e-4,1,0.7340906873772728,0.7252297297297298,0.6017572590011614,0.051501415440009836,0.06848044759698173,0.09405297249444786,RBF_SVM
1e-4,10,0.7340600051270783,0.7222507507507507,0.6046736353077816,0.05141205663907276,0.07011191923668524,0.0939119931577027,RBF_SVM
0.001,1e-7,0.7351075657539072,0,1,0.05177768388572841,0,0,RBF_SVM
0.001,1e-6,0.7351042784945224,0,1,0.05176959554821044,0,0,RBF_SVM
0.001,1e-5,0.7351036192987412,0,1,0.051769713267083475,0,0,RBF_SVM
0.001,1e-4,0.7351036192987412,0,1,0.051769713267083475,0,0,RBF_SVM
0.001,0.001,0.7351061933013152,0,1,0.051767393640480844,0,0,RBF_SVM
0.001,0.01,0.7362117457178433,0.3284204204204204,0.9143716608594658,0.051358506895998385,0.14890395316269595,0.09331965982201305,RBF_SVM
0.001,0.1,0.7311158440670635,0.7202957957957958,0.6039872241579559,0.051458661262244486,0.06680452452823069,0.09616790158925022,RBF_SVM
0.001,1,0.7310735543906276,0.7168993993993994,0.6084808362369338,0.0513395030125383,0.06911338026993037,0.09654039840064864,RBF_SVM
0.001,10,0.7318245257452575,0.7131111111111111,0.6130998838559815,0.05125928431825346,0.0698257061875021,0.095113994061847,RBF_SVM
0.01,1e-7,0.7130083070875753,0,1,0.06072123428295987,0,0,RBF_SVM
0.01,1e-6,0.7130063765856449,0,1,0.060722766442360784,0,0,RBF_SVM
0.01,1e-5,0.7130070200862884,0,1,0.060722525491366204,0,0,RBF_SVM
0.01,1e-4,0.7130070200862884,0,1,0.060722525491366204,0,0,RBF_SVM
0.01,0.001,0.7130080559653731,0.08368618618618619,0.979664343786295,0.06065470136909297,0.10074952981400519,0.05114703602401144,RBF_SVM
0.01,0.01,0.7035266102339273,0.6402237237237237,0.6481347270615563,0.0614536656332892,0.11160663875734211,0.1333016257325526,RBF_SVM
0.01,0.1,0.7034823325067228,0.6414519519519519,0.6437293844367015,0.061365291017637116,0.10850814919614896,0.12530376844271776,RBF_SVM
0.01,1,0.7034717705510388,0.6363588588588589,0.646706155632985,0.061403549863893125,0.11873061630912328,0.12731443015694735,RBF_SVM
0.01,10,0.7325260652638701,0.5733153153153153,0.7571533101045296,0.04806902924687732,0.07862998143786579,0.07258305398891159,RBF_SVM
0.1,1e-7,0.6372697231203329,0,1,0.07741706724399873,0,0,RBF_SVM
0.1,1e-6,0.6338286526945064,0,1,0.0832312783327994,0,0,RBF_SVM
0.1,1e-5,0.6325169350535205,0,1,0.08530835855678656,0,0,RBF_SVM
0.1,1e-4,0.6310880706490463,0,1,0.08740948495740995,0,0,RBF_SVM
0.1,0.001,0.6292927797135114,0.03601351351351351,0.9673426248548199,0.09032000766941625,0.06420642979620887,0.0672231613145295,RBF_SVM
0.1,0.01,0.6128084687474932,0.29814114114114115,0.8324738675958188,0.09700923822528029,0.15584312233556363,0.1189012570980075,RBF_SVM
0.1,0.1,0.6102158935939423,0.3007492492492493,0.8288025551684088,0.09480529189694145,0.1539234143266036,0.12088025467333165,RBF_SVM
0.1,1,0.6362100053014688,0.33391741741741743,0.8425691056910569,0.08332806124584462,0.11110092652112706,0.08862859338474846,RBF_SVM
0.1,10,0.6791329064255893,0.3785735735735736,0.8554401858304297,0.05808428562303465,0.08537652133583305,0.06817500462085564,RBF_SVM
1e-8,1e-7,0.5215141962520011,0,1,0.05022563699731063,0,0,RBF_SVM
1e-8,1e-6,0.5971045649307845,0,1,0.07630711756205309,0,0,RBF_SVM
1e-8,1e-5,0.7333587790752425,0,1,0.053290531024489655,0,0,RBF_SVM
1e-8,1e-4,0.738606086051208,0,1,0.0537313736572383,0,0,RBF_SVM
1e-8,0.001,0.7395154976404976,0,1,0.05376338434981196,0,0,RBF_SVM
1e-8,0.01,0.7389043699622968,0,1,0.0537838720903886,0,0,RBF_SVM
1e-8,0.1,0.7392075690673252,0,1,0.053720780022998765,0,0,RBF_SVM
1e-8,1,0.7391043787690129,0,1,0.05390740512047797,0,0,RBF_SVM
1e-8,10,0.7391043787690129,0,1,0.05390740512047797,0,0,RBF_SVM
1e-7,1e-7,0.5843765812851178,0,1,0.07536270305390136,0,0,RBF_SVM
1e-7,1e-6,0.7322606330197794,0,1,0.050707261211814174,0,0,RBF_SVM
1e-7,1e-5,0.7401120855175733,0,1,0.052896417034933994,0,0,RBF_SVM
1e-7,1e-4,0.7403407444901348,0,1,0.052513682219481904,0,0,RBF_SVM
1e-7,0.001,0.7401332242521267,0,1,0.052757810271560734,0,0,RBF_SVM
1e-7,0.01,0.7402364101906784,0,1,0.05247700227633857,0,0,RBF_SVM
1e-7,0.1,0.7399637006344323,0,1,0.052650889180257114,0,0,RBF_SVM
1e-7,1,0.7402395740688423,0,1,0.0527263217334597,0,0,RBF_SVM
1e-7,10,0.7402395740688423,0,1,0.0527263217334597,0,0,RBF_SVM
1e-6,1e-7,0.7353158611573246,0,1,0.051865633795751605,0,0,RBF_SVM
1e-6,1e-6,0.7425100749704409,0,1,0.05278351308332751,0,0,RBF_SVM
1e-6,1e-5,0.7425672318660124,0,1,0.05257312572704378,0,0,RBF_SVM
1e-6,1e-4,0.7424189346140566,0,1,0.05272667908024852,0,0,RBF_SVM
1e-6,0.001,0.7423865507493557,0,1,0.05280922349809507,0,0,RBF_SVM
1e-6,0.01,0.7425471316264,0,1,0.053001130392936135,0,0,RBF_SVM
1e-6,0.1,0.742619270838783,0,1,0.052731004746636695,0,0,RBF_SVM
1e-6,1,0.7423588658344756,0,1,0.05267387310828696,0,0,RBF_SVM
1e-6,10,0.7417230095949608,0.4437912912912913,0.8668989547038327,0.05214160569261974,0.1526138490047006,0.10403264441926177,RBF_SVM
1e-5,1e-7,0.7424631940302672,0,1,0.05308635517313752,0,0,RBF_SVM
1e-5,1e-6,0.7425051602124773,0,1,0.05299817335538094,0,0,RBF_SVM
1e-5,1e-5,0.7425447716880643,0,1,0.05302529581351521,0,0,RBF_SVM
1e-5,1e-4,0.7424281812300105,0,1,0.0529870986327908,0,0,RBF_SVM
1e-5,0.001,0.7424871657371658,0,1,0.05301102906081679,0,0,RBF_SVM
1e-5,0.01,0.7425974450059816,0,1,0.05302929035912925,0,0,RBF_SVM
1e-5,0.1,0.7424757597318573,0,1,0.05303326248743727,0,0,RBF_SVM
1e-5,1,0.7416601340015975,0.43772672672672674,0.8698664343786295,0.05231984563479339,0.14940496238603337,0.10553755493972211,RBF_SVM
1e-5,10,0.7410415223585956,0.7434624624624625,0.5993484320557492,0.052663436549203566,0.0683833480909321,0.09344408216659579,RBF_SVM
1e-4,1e-7,0.7422394319406515,0,1,0.053083675907003615,0,0,RBF_SVM
1e-4,1e-6,0.7422102599114794,0,1,0.05307006839246021,0,0,RBF_SVM
1e-4,1e-5,0.7422304111602892,0,1,0.05306248716110811,0,0,RBF_SVM
1e-4,1e-4,0.7421926822292676,0,1,0.05308527416149331,0,0,RBF_SVM
1e-4,0.001,0.7422291577291578,0,1,0.05306415558922595,0,0,RBF_SVM
1e-4,0.01,0.7422523237523238,0,1,0.052994675647406224,0,0,RBF_SVM
1e-4,0.1,0.7411555597409256,0.43974174174174174,0.8673925667828106,0.052412979636949436,0.14621215982777766,0.1014590571669645,RBF_SVM
1e-4,1,0.740703449093693,0.7430045045045045,0.59665737514518,0.05277610717411936,0.06908164725071415,0.09540520274617384,RBF_SVM
1e-4,10,0.740664496377911,0.7423333333333333,0.6020569105691057,0.052730347267226585,0.0681384042417009,0.09214927255636113,RBF_SVM
0.001,1e-7,0.7383562617495544,0,1,0.05424142097996818,0,0,RBF_SVM
0.001,1e-6,0.73835637248747,0,1,0.054252282411603535,0,0,RBF_SVM
0.001,1e-5,0.7383557425020839,0,1,0.05425053518259143,0,0,RBF_SVM
0.001,1e-4,0.738357029503371,0,1,0.05425142381559532,0,0,RBF_SVM
0.001,0.001,0.738318419464761,0,1,0.0542358852144018,0,0,RBF_SVM
0.001,0.01,0.7379535676791774,0.42144894894894896,0.8719024390243902,0.05381299971569715,0.15303502767593455,0.1034521673346073,RBF_SVM
0.001,0.1,0.7373720340549609,0.7392867867867868,0.5945029036004645,0.05357736198717273,0.06611496635902582,0.09537714778140027,RBF_SVM
0.001,1,0.7373242493364445,0.7369504504504505,0.5993507549361208,0.053412413089976477,0.06794303677113661,0.09491091771732693,RBF_SVM
0.001,10,0.7374639875066704,0.7306366366366367,0.6129465737514518,0.05368199482387992,0.06902228558064215,0.08978237552736731,RBF_SVM
0.01,1e-7,0.7081375351832669,0,1,0.06602565972356327,0,0,RBF_SVM
0.01,1e-6,0.7081355711111809,0,1,0.06602362273866051,0,0,RBF_SVM
0.01,1e-5,0.7081355711111809,0,1,0.06602362273866051,0,0,RBF_SVM
0.01,1e-4,0.7081355711111809,0,1,0.06602362273866051,0,0,RBF_SVM
0.01,0.001,0.7081534461290558,0.23393543543543543,0.9008339140534263,0.06595415516572842,0.2037733152155919,0.13772675753343178,RBF_SVM
0.01,0.01,0.701976147750538,0.6558963963963964,0.6281463414634146,0.06584892417837117,0.12382885868187506,0.1291159868666731,RBF_SVM
0.01,0.1,0.7016031545482765,0.6576471471471471,0.6316109175377468,0.06600593928545413,0.09614222473036595,0.12245556773874904,RBF_SVM
0.01,1,0.7015642122959196,0.6632582582582582,0.6274390243902439,0.06600038506307516,0.10241607422546438,0.12376760030376789,RBF_SVM
0.01,10,0.734063214782727,0.5892042042042042,0.7578571428571429,0.049632190385996686,0.0770475724400593,0.07112822507912502,RBF_SVM
0.1,1e-7,0.6250165535744804,0,1,0.07546745364043149,0,0,RBF_SVM
0.1,1e-6,0.6178539323295421,0,1,0.08625176919519612,0,0,RBF_SVM
0.1,1e-5,0.6179525745257453,0,1,0.08611729322391377,0,0,RBF_SVM
0.1,1e-4,0.616545045045045,0,1,0.08801654362921721,0,0,RBF_SVM
0.1,0.001,0.6185758833746638,0.08852402402402403,0.9313809523809524,0.08504602790420913,0.1160607449886344,0.10036934711255195,RBF_SVM
0.1,0.01,0.6060189928604562,0.3290795795795796,0.798588850174216,0.0859950670962644,0.14743265509185396,0.12211974561819276,RBF_SVM
0.1,0.1,0.6048228297984396,0.3343798798798799,0.7942636469221835,0.08493668466936327,0.1407799059780446,0.11936362342347002,RBF_SVM
0.1,1,0.6349195946817898,0.3655855855855856,0.8052241579558652,0.0684968321056179,0.09280687618227297,0.08897395468435601,RBF_SVM
0.1,10,0.67187368466027,0.38102552552552554,0.8424715447154472,0.060416669815044545,0.08351259516465462,0.0699230163613108,RBF_SVM
1e-8,1e-7,0.5084038045013655,0,1,0.029120825132985445,0,0,RBF_SVM
1e-8,1e-6,0.5690966035722134,0,1,0.07100722435503508,0,0,RBF_SVM
1e-8,1e-5,0.7020895922054459,0,1,0.05356985320015252,0,0,RBF_SVM
1e-8,1e-4,0.7084130485014631,0,1,0.0551092875896421,0,0,RBF_SVM
1e-8,0.001,0.7093841389298706,0,1,0.05548149660623995,0,0,RBF_SVM
1e-8,0.01,0.7086194944944945,0,1,0.054824067877744534,0,0,RBF_SVM
1e-8,0.1,0.708980361023044,0,1,0.05511851116317302,0,0,RBF_SVM
1e-8,1,0.7092110106622301,0,1,0.055068014534040456,0,0,RBF_SVM
1e-8,10,0.7092110106622301,0,1,0.055068014534040456,0,0,RBF_SVM
1e-7,1e-7,0.5562130039447113,0,1,0.060166991092899136,0,0,RBF_SVM
1e-7,1e-6,0.7012284911217838,0,1,0.051671749934193593,0,0,RBF_SVM
1e-7,1e-5,0.7092060496908058,0,1,0.05279748427459342,0,0,RBF_SVM
1e-7,1e-4,0.709210513649538,0,1,0.053042039671324925,0,0,RBF_SVM
1e-7,0.001,0.7092982969903702,0,1,0.053298182167378805,0,0,RBF_SVM
1e-7,0.01,0.7094199909840154,0,1,0.05288434925023209,0,0,RBF_SVM
1e-7,0.1,0.7092105773020407,0,1,0.052816376857673444,0,0,RBF_SVM
1e-7,1,0.7094702925922438,0,1,0.05286072138680726,0,0,RBF_SVM
1e-7,10,0.7094702925922438,0,1,0.05286072138680726,0,0,RBF_SVM
1e-6,1e-7,0.7016707099085148,0,1,0.05055398560427079,0,0,RBF_SVM
1e-6,1e-6,0.709438882698029,0,1,0.052403748434908026,0,0,RBF_SVM
1e-6,1e-5,0.7096863479332991,0,1,0.052406673715268415,0,0,RBF_SVM
1e-6,1e-4,0.7096756748037236,0,1,0.05245161798542415,0,0,RBF_SVM
1e-6,0.001,0.7096373747440821,0,1,0.05255926547142956,0,0,RBF_SVM
1e-6,0.01,0.7093535687255199,0,1,0.05250947130939109,0,0,RBF_SVM
1e-6,0.1,0.7096860475458037,0,1,0.052489948507165735,0,0,RBF_SVM
1e-6,1,0.7095402091987458,0,1,0.052674305870238,0,0,RBF_SVM
1e-6,10,0.7063649171819903,0.22922372372372374,0.9344970963995354,0.05277253099695378,0.13642743161160428,0.07806778703775091,RBF_SVM
1e-5,1e-7,0.7094379361940337,0,1,0.052427843101411103,0,0,RBF_SVM
1e-5,1e-6,0.70955645584609,0,1,0.052398868673292034,0,0,RBF_SVM
1e-5,1e-5,0.7095332536369122,0,1,0.052336026066448556,0,0,RBF_SVM
1e-5,1e-4,0.7095570404899674,0,1,0.05230235310302841,0,0,RBF_SVM
1e-5,0.001,0.7096214646702451,0,1,0.05240527835805231,0,0,RBF_SVM
1e-5,0.01,0.7096689904189905,0,1,0.05244548580666791,0,0,RBF_SVM
1e-5,0.1,0.7095666249873567,0,1,0.05240037318791812,0,0,RBF_SVM
1e-5,1,0.7065466101990492,0.23763663663663664,0.9281521486643438,0.05279464248202677,0.14837637348352514,0.09009145609607644,RBF_SVM
1e-5,10,0.7038993322590884,0.6852732732732733,0.6110418118466899,0.0545402796830181,0.0697721580655968,0.08895111025087611,RBF_SVM
1e-4,1e-7,0.7091866086469745,0,1,0.05259352437186631,0,0,RBF_SVM
1e-4,1e-6,0.7092008018471433,0,1,0.052591216431062744,0,0,RBF_SVM
1e-4,1e-5,0.7091726312549483,0,1,0.05258064718927158,0,0,RBF_SVM
1e-4,1e-4,0.7091320388332584,0,1,0.05254491580641275,0,0,RBF_SVM
1e-4,0.001,0.7091873798885994,0,1,0.052606441667928085,0,0,RBF_SVM
1e-4,0.01,0.7091453805722099,0,1,0.05257518962318028,0,0,RBF_SVM
1e-4,0.1,0.7061274139993652,0.23514264264264265,0.9305993031358885,0.05299652546567772,0.14499260037387288,0.08410763659441445,RBF_SVM
1e-4,1,0.7034970554177872,0.686051051051051,0.6108780487804878,0.05466832194082912,0.07020958754086577,0.09046107565059107,RBF_SVM
1e-4,10,0.7033157042059481,0.6864729729729729,0.6095110336817654,0.05461847516546977,0.07109559666675178,0.0861671547684306,RBF_SVM
0.001,1e-7,0.7062074230153499,0,1,0.053382511442857355,0,0,RBF_SVM
0.001,1e-6,0.7062086895257627,0,1,0.05338209588647485,0,0,RBF_SVM
0.001,1e-5,0.7062106222075735,0,1,0.05338429726830976,0,0,RBF_SVM
0.001,1e-4,0.7061900323668616,0,1,0.053386345892232394,0,0,RBF_SVM
0.001,0.001,0.7062299294067587,0,1,0.053345504163938594,0,0,RBF_SVM
0.001,0.01,0.7040476975233073,0.1866966966966967,0.945451800232288,0.05356340770918725,0.1370937754866418,0.07738698714590629,RBF_SVM
0.001,0.1,0.7001361204409985,0.6704579579579579,0.6220522648083624,0.05524928426647911,0.0783100627787702,0.09648855011567593,RBF_SVM
0.001,1,0.699925183894696,0.6701141141141141,0.6226248548199768,0.055244221287317895,0.0731943559478228,0.09350907593706392,RBF_SVM
0.001,10,0.7006421421421422,0.6631126126126127,0.6324785133565621,0.05500663338538984,0.08040028507417898,0.09268922659443342,RBF_SVM
0.01,1e-7,0.6867062070781583,0,1,0.06030230793659988,0,0,RBF_SVM
0.01,1e-6,0.6867049200768713,0,1,0.06030318461457164,0,0,RBF_SVM
0.01,1e-5,0.6867049200768713,0,1,0.06030318461457164,0,0,RBF_SVM
0.01,1e-4,0.6867023460742973,0,1,0.0603036562773111,0,0,RBF_SVM
0.01,0.001,0.6867150818065452,0.014031531531531532,0.9962578397212544,0.060271725769509184,0.039225139579989084,0.021688169294244344,RBF_SVM
0.01,0.01,0.6788521988887842,0.5791876876876877,0.6846562137049942,0.06502091426190834,0.14548227103108374,0.12785286431750598,RBF_SVM
0.01,0.1,0.6788478461039437,0.5678663663663663,0.6929605110336817,0.06132570422569284,0.15388131549948494,0.12893082777505013,RBF_SVM
0.01,1,0.6787864039998186,0.5818603603603604,0.6796213704994193,0.06130873755195866,0.13918134765259602,0.12720754979383123,RBF_SVM
0.01,10,0.6913503747650089,0.5334954954954955,0.7499849012775842,0.05330791653417853,0.07716570305578005,0.06989372215526507,RBF_SVM
0.1,1e-7,0.6177822657151926,0,1,0.066896312794863,0,0,RBF_SVM
0.1,1e-6,0.6138776995636752,0,1,0.07330278986887798,0,0,RBF_SVM
0.1,1e-5,0.6069653198494662,0,1,0.08308001611392453,0,0,RBF_SVM
0.1,1e-4,0.6108195329475817,0,1,0.07795161022499193,0,0,RBF_SVM
0.1,0.001,0.6073246373551252,0.0095990990990991,0.9876817653890825,0.08324970881044123,0.0325149422054477,0.04452825192057386,RBF_SVM
0.1,0.01,0.5951117947215508,0.2581891891891892,0.8637363530778165,0.09670025738409396,0.15367136857548197,0.11332447463600155,RBF_SVM
0.1,0.1,0.5943431236114163,0.26243393393393394,0.8549512195121951,0.09406460051041272,0.15452198565734843,0.11758369981148832,RBF_SVM
0.1,1,0.6119832733430295,0.290484984984985,0.8617793263646922,0.08808843181211011,0.13116986290009347,0.09283669236205218,RBF_SVM
0.1,10,0.6566364421913202,0.34273273273273275,0.8591242740998839,0.06032947418448091,0.08655012946262582,0.0730492162499333,RBF_SVM
1e-8,1e-7,0.5128831523160792,0,1,0.038177528277269356,0,0,RBF_SVM
1e-8,1e-6,0.590084836578739,0,1,0.0765304092394714,0,0,RBF_SVM
1e-8,1e-5,0.7316942517430323,0,1,0.05343357669019783,0,0,RBF_SVM
1e-8,1e-4,0.7369710123886953,0,1,0.0536015175121908,0,0,RBF_SVM
1e-8,0.001,0.7370171918434113,0,1,0.05386238222635755,0,0,RBF_SVM
1e-8,0.01,0.7368134829079951,0,1,0.05378900076739862,0,0,RBF_SVM
1e-8,0.1,0.7364033480344456,0,1,0.05393155294663196,0,0,RBF_SVM
1e-8,1,0.7369605938691305,0,1,0.0536158883546251,0,0,RBF_SVM
1e-8,10,0.7369605938691305,0,1,0.0536158883546251,0,0,RBF_SVM
1e-7,1e-7,0.5836465393965394,0,1,0.0770479395096976,0,0,RBF_SVM
1e-7,1e-6,0.7316508328886377,0,1,0.05328798377909553,0,0,RBF_SVM
1e-7,1e-5,0.7378249460261656,0,1,0.054383095487445056,0,0,RBF_SVM
1e-7,1e-4,0.7377958023354365,0,1,0.05443996238037955,0,0,RBF_SVM
1e-7,0.001,0.7379306959398423,0,1,0.05433525826368622,0,0,RBF_SVM
1e-7,0.01,0.7376779497267302,0,1,0.05406235182362978,0,0,RBF_SVM
1e-7,0.1,0.7376146817549256,0,1,0.054312598258164896,0,0,RBF_SVM
1e-7,1,0.7378633842902136,0,1,0.054141092501775415,0,0,RBF_SVM
1e-7,10,0.7378633842902136,0,1,0.054141092501775415,0,0,RBF_SVM
1e-6,1e-7,0.7334219554920774,0,1,0.052569175337689386,0,0,RBF_SVM
1e-6,1e-6,0.738957263012141,0,1,0.05410856791751535,0,0,RBF_SVM
1e-6,1e-5,0.7388548522389986,0,1,0.054299547474801445,0,0,RBF_SVM
1e-6,1e-4,0.738723878931196,0,1,0.05400779909854422,0,0,RBF_SVM
1e-6,0.001,0.7390190669763841,0,1,0.0542347770236713,0,0,RBF_SVM
1e-6,0.01,0.7388491165381409,0,1,0.05416477701574773,0,0,RBF_SVM
1e-6,0.1,0.7386210487490975,0,1,0.053988199500120834,0,0,RBF_SVM
1e-6,1,0.7389767258547746,0,1,0.053960684268434325,0,0,RBF_SVM
1e-6,10,0.7393469732799001,0.4228123123123123,0.8814088269454123,0.05384601587089268,0.14726231880330756,0.10461139793355044,RBF_SVM
1e-5,1e-7,0.7388281290872755,0,1,0.05430449954376745,0,0,RBF_SVM
1e-5,1e-6,0.7386969735414858,0,1,0.054351602549067464,0,0,RBF_SVM
1e-5,1e-5,0.7387850267514902,0,1,0.054339824996502084,0,0,RBF_SVM
1e-5,1e-4,0.7388013396671933,0,1,0.05436286848198862,0,0,RBF_SVM
1e-5,0.001,0.7387351271131759,0,1,0.05428380892496754,0,0,RBF_SVM
1e-5,0.01,0.7387815768730402,0,1,0.054281090295598605,0,0,RBF_SVM
1e-5,0.1,0.7387051441685588,0,1,0.05428748912050541,0,0,RBF_SVM
1e-5,1,0.7395148938136743,0.4266006006006006,0.8748722415795587,0.053928044861678535,0.15612435236788585,0.1101833157255624,RBF_SVM
1e-5,10,0.7381666370202956,0.7298633633633633,0.6123577235772357,0.0536171526728506,0.06870956245723299,0.07942203396891505,RBF_SVM
1e-4,1e-7,0.7391547967828456,0,1,0.05436969801467339,0,0,RBF_SVM
1e-4,1e-6,0.7390934802398217,0,1,0.054331047574514284,0,0,RBF_SVM
1e-4,1e-5,0.7391150401272353,0,1,0.05438142715485126,0,0,RBF_SVM
1e-4,1e-4,0.7390819390819391,0,1,0.054327749357344794,0,0,RBF_SVM
1e-4,0.001,0.7391080871812579,0,1,0.05434453109402724,0,0,RBF_SVM
1e-4,0.01,0.7390655097606317,0,1,0.054351574046718636,0,0,RBF_SVM
1e-4,0.1,0.7391262237847603,0.42544894894894897,0.8775261324041812,0.05428108302566153,0.1505339694871871,0.1108864284929811,RBF_SVM
1e-4,1,0.7378114063540893,0.72756006006006,0.6145145180023229,0.05353153741043411,0.0694924762070305,0.08209749936922765,RBF_SVM
1e-4,10,0.7378504174906614,0.7280885885885886,0.6134889663182346,0.05356876220001372,0.06897583853160744,0.08202950908727617,RBF_SVM
0.001,1e-7,0.7347921479842212,0,1,0.0549592938592989,0,0,RBF_SVM
0.001,1e-6,0.7348040209198746,0,1,0.054972736812287336,0,0,RBF_SVM
0.001,1e-5,0.7348027182234499,0,1,0.05497397526519479,0,0,RBF_SVM
0.001,1e-4,0.7348027182234499,0,1,0.05497397526519479,0,0,RBF_SVM
0.001,0.001,0.7348259749296334,0,1,0.05500334023568243,0,0,RBF_SVM
0.001,0.01,0.7352557278532889,0.39262612612612613,0.8883263646922184,0.05475800542806642,0.15714934805122666,0.1111457925260062,RBF_SVM
0.001,0.1,0.7345433944397359,0.7210915915915916,0.6190185830429733,0.053946669895151365,0.06922499406318049,0.08273294935473069,RBF_SVM
0.001,1,0.7345547838779546,0.7190060060060061,0.6197026713124274,0.05399572886083944,0.07031817510902279,0.08669467859839032,RBF_SVM
0.001,10,0.7337002603648946,0.7087987987987988,0.6345865272938443,0.054216457461934424,0.07105369573547561,0.08382800714913428,RBF_SVM
