key	mean_weights	sd_weights
Otu01239	0.4500456475908223	0.38417362273046585
Otu00659	0.3997976263097594	0.3106070770680128
Otu00742	0.399535078738458	0.34930462405118273
Otu00056	0.3817266741474066	0.37175606939841166
Otu00012	0.38162222289446257	0.29094919185131746
Otu00050	-0.3755612461570238	0.32086277517918277
Otu00008	0.3754493510887242	0.2880060979573171
Otu00015	-0.3663482215007617	0.30781340000547597
Otu00768	-0.3565657694244076	0.21310507100681497
Otu00822	-0.35210749721235557	0.25946910148522406
