new_auc,names,model
0.6974358974358974,Otu00001,Random_Forest
0.6848290598290598,Otu00002,Random_Forest
0.6927350427350427,Otu00003,Random_Forest
0.691025641025641,Otu00004,Random_Forest
0.6916666666666667,Otu00005,Random_Forest
0.6925213675213675,Otu00006,Random_Forest
0.6914529914529914,Otu00007,Random_Forest
0.6871794871794872,Otu00008,Random_Forest
0.6897435897435897,Otu00009,Random_Forest
0.6961538461538461,Otu00010,Random_Forest
0.6931623931623931,Otu00011,Random_Forest
0.6916666666666667,Otu00012,Random_Forest
0.6955128205128205,Otu00013,Random_Forest
0.6961538461538461,Otu00014,Random_Forest
0.6908119658119658,Otu00015,Random_Forest
0.6950854700854701,Otu00016,Random_Forest
0.698076923076923,Otu00017,Random_Forest
0.6908119658119658,Otu00018,Random_Forest
0.6993589743589743,Otu00019,Random_Forest
0.6944444444444444,Otu00020,Random_Forest
0.6920940170940171,Otu00021,Random_Forest
0.6955128205128205,Otu00022,Random_Forest
0.6985042735042735,Otu00023,Random_Forest
0.6927350427350427,Otu00024,Random_Forest
0.6918803418803419,Otu00025,Random_Forest
0.6985042735042735,Otu00026,Random_Forest
0.6886752136752137,Otu00027,Random_Forest
0.6963675213675213,Otu00028,Random_Forest
0.6923076923076923,Otu00029,Random_Forest
0.7017094017094017,Otu00030,Random_Forest
0.6963675213675213,Otu00031,Random_Forest
0.6946581196581196,Otu00032,Random_Forest
0.6959401709401709,Otu00033,Random_Forest
0.6916666666666667,Otu00034,Random_Forest
0.6948717948717948,Otu00035,Random_Forest
0.6927350427350427,Otu00036,Random_Forest
0.6976495726495726,Otu00037,Random_Forest
0.6931623931623931,Otu00038,Random_Forest
0.6965811965811965,Otu00039,Random_Forest
0.6982905982905983,Otu00040,Random_Forest
0.6950854700854701,Otu00041,Random_Forest
0.6920940170940171,Otu00042,Random_Forest
0.6961538461538461,Otu00043,Random_Forest
0.6871794871794872,Otu00044,Random_Forest
0.691025641025641,Otu00045,Random_Forest
0.694017094017094,Otu00046,Random_Forest
0.6925213675213675,Otu00047,Random_Forest
0.6935897435897436,Otu00048,Random_Forest
0.694017094017094,Otu00049,Random_Forest
0.7155982905982906,Otu00050,Random_Forest
0.6918803418803419,Otu00051,Random_Forest
0.6929487179487179,Otu00052,Random_Forest
0.6935897435897436,Otu00053,Random_Forest
0.6920940170940171,Otu00054,Random_Forest
0.6916666666666667,Otu00055,Random_Forest
0.6861111111111111,Otu00056,Random_Forest
0.6944444444444444,Otu00057,Random_Forest
0.6888888888888889,Otu00058,Random_Forest
0.6925213675213675,Otu00059,Random_Forest
0.6931623931623931,Otu00060,Random_Forest
0.6961538461538461,Otu00061,Random_Forest
0.6925213675213675,Otu00062,Random_Forest
0.6927350427350427,Otu00063,Random_Forest
0.691025641025641,Otu00064,Random_Forest
0.6965811965811965,Otu00065,Random_Forest
0.694017094017094,Otu00066,Random_Forest
0.6929487179487179,Otu00067,Random_Forest
0.6955128205128205,Otu00068,Random_Forest
0.6923076923076923,Otu00069,Random_Forest
0.6931623931623931,Otu00070,Random_Forest
0.6916666666666667,Otu00071,Random_Forest
