cv_aucs,test_aucs,model
0.7585,1,L2_Logistic_Regression
0.7025,1,L2_Logistic_Regression
0.7485,1,L2_Logistic_Regression
0.5135,1,L2_Logistic_Regression
0.767,1,L2_Logistic_Regression
0.3855,1,L2_Logistic_Regression
0.862,1,L2_Logistic_Regression
0.588,1,L2_Logistic_Regression
0.4275,1,L2_Logistic_Regression
0.5235,1,L2_Logistic_Regression
0.4865,1,L2_Logistic_Regression
0.789,1,L2_Logistic_Regression
0.657,1,L2_Logistic_Regression
0.618,1,L2_Logistic_Regression
0.3155,1,L2_Logistic_Regression
0.7905,1,L2_Logistic_Regression
0.671,1,L2_Logistic_Regression
0.9585,1,L2_Logistic_Regression
0.356,1,L2_Logistic_Regression
0.8815,1,L2_Logistic_Regression
0.591,1,L2_Logistic_Regression
0.496,1,L2_Logistic_Regression
0.7025,1,L2_Logistic_Regression
0.6155,1,L2_Logistic_Regression
0.7325,1,L2_Logistic_Regression
0.32,1,L2_Logistic_Regression
0.7755,1,L2_Logistic_Regression
0.5355,1,L2_Logistic_Regression
0.6025,1,L2_Logistic_Regression
0.515,1,L2_Logistic_Regression
0.873,1,L2_Logistic_Regression
0.932,1,L2_Logistic_Regression
0.3,1,L2_Logistic_Regression
0.45,1,L2_Logistic_Regression
0.875,1,L2_Logistic_Regression
0.773,1,L2_Logistic_Regression
0.829,1,L2_Logistic_Regression
0.7675,1,L2_Logistic_Regression
0.5435,1,L2_Logistic_Regression
0.6135,1,L2_Logistic_Regression
0.7395,1,L2_Logistic_Regression
0.368,1,L2_Logistic_Regression
0.5275,1,L2_Logistic_Regression
0.272,1,L2_Logistic_Regression
0.786,1,L2_Logistic_Regression
0.7345,1,L2_Logistic_Regression
0.728,1,L2_Logistic_Regression
0.8935,1,L2_Logistic_Regression
0.361,1,L2_Logistic_Regression
0.693,1,L2_Logistic_Regression
0.589,1,L2_Logistic_Regression
0.233,1,L2_Logistic_Regression
0.646,1,L2_Logistic_Regression
0.5515,1,L2_Logistic_Regression
0.6465,1,L2_Logistic_Regression
0.5025,1,L2_Logistic_Regression
0.4875,1,L2_Logistic_Regression
0.338,1,L2_Logistic_Regression
0.82,1,L2_Logistic_Regression
0.659,1,L2_Logistic_Regression
0.1665,1,L2_Logistic_Regression
0.782,1,L2_Logistic_Regression
0.902,1,L2_Logistic_Regression
0.634,1,L2_Logistic_Regression
0.5335,1,L2_Logistic_Regression
0.4095,1,L2_Logistic_Regression
0.8385,1,L2_Logistic_Regression
0.4035,1,L2_Logistic_Regression
0.676,1,L2_Logistic_Regression
0.312,1,L2_Logistic_Regression
0.781,1,L2_Logistic_Regression
0.773,1,L2_Logistic_Regression
0.524,1,L2_Logistic_Regression
0.735,1,L2_Logistic_Regression
0.657,1,L2_Logistic_Regression
0.6215,1,L2_Logistic_Regression
0.286,1,L2_Logistic_Regression
0.7335,1,L2_Logistic_Regression
0.326,1,L2_Logistic_Regression
0.654,1,L2_Logistic_Regression
0.7695,1,L2_Logistic_Regression
0.8365,1,L2_Logistic_Regression
0.4125,1,L2_Logistic_Regression
0.949,1,L2_Logistic_Regression
0.533,1,L2_Logistic_Regression
0.697,1,L2_Logistic_Regression
0.6805,1,L2_Logistic_Regression
0.8065,1,L2_Logistic_Regression
0.9375,1,L2_Logistic_Regression
0.761,1,L2_Logistic_Regression
0.327,1,L2_Logistic_Regression
0.189,1,L2_Logistic_Regression
0.276,1,L2_Logistic_Regression
0.6305,1,L2_Logistic_Regression
0.0035,1,L2_Logistic_Regression
0.6975,1,L2_Logistic_Regression
0.67,1,L2_Logistic_Regression
0.464,1,L2_Logistic_Regression
0.5635,1,L2_Logistic_Regression
0.5575,1,L2_Logistic_Regression
